creationdate:LONG|:START_ID(Person)|:END_ID(Comment)
1337941720916|2199023255905|962072680673
1337830774703|2199023256303|962072680673
1337847435298|2199023256377|962072680673
1338184941269|2199023257197|962072680673
1337898752790|4398046512008|962072680673
1338211700375|4398046512336|962072680673
1337794281113|4398046512770|962072680673
1337676717193|6597069767675|962072680673
1337717458962|8796093023077|962072680673
1337627653109|8796093023209|962072680673
1337635208913|10995116278066|962072680673
1338147912902|10995116279002|962072680673
1337962747966|10995116279024|962072680673
1337728891797|13194139533966|962072680673
1338032340102|15393162789718|962072680673
1337671468264|15393162789912|962072680673
1337755945306|15393162789916|962072680673
1337769610812|17592186045041|962072680673
1338203451488|17592186045408|962072680673
1337889399225|17592186045813|962072680673
1337973412486|19791209300224|962072680673
1338003642477|21990232556036|962072680673
1338075169974|21990232556317|962072680673
1337943267265|21990232556610|962072680673
1337692245079|24189255812253|962072680673
1337838664416|28587302322307|962072680673
1337662488596|28587302322491|962072680673
1337971400432|28587302322767|962072680673
1337759056477|30786325578931|962072680673
1353156948235|10995116279002|1168231110886
1353368858932|10995116279024|1168231110886
1353367276314|13194139533966|1168231110886
1353156735970|15393162789718|1168231110886
1352910834649|15393162789912|1168231110886
1353295364261|15393162789916|1168231110886
1353308295586|17592186045041|1168231110886
1352978106606|17592186045408|1168231110886
1353372075084|17592186045813|1168231110886
1353039571321|19791209300224|1168231110886
1352821465444|21990232556036|1168231110886
1353394031436|21990232556317|1168231110886
1353194981024|21990232556610|1168231110886
1353070992090|24189255812253|1168231110886
1353408010726|28587302322307|1168231110886
1353396503377|28587302322491|1168231110886
1353193638026|28587302322767|1168231110886
1353420425234|30786325578526|1168231110886
1353351705162|30786325578931|1168231110886
1353301628076|30786325579197|1168231110886
1352909700212|32985348834072|1168231110886
1338830886976|42|962072680716
1338846855701|1425|962072680716
1339084547277|2199023255851|962072680716
1338836528491|2199023255905|962072680716
1339017809413|2199023256303|962072680716
1339010734154|2199023256377|962072680716
1339000452575|2199023257197|962072680716
1339176130464|4398046512008|962072680716
1338734759254|4398046512336|962072680716
1338895130926|4398046512770|962072680716
1338822923578|6597069767675|962072680716
1339162550341|8796093023077|962072680716
1338791862015|8796093023209|962072680716
1338747285163|10995116278066|962072680716
1338675765887|10995116279002|962072680716
1339147050159|10995116279024|962072680716
1338889808381|13194139533966|962072680716
1339011340443|15393162789718|962072680716
1339017445462|15393162789912|962072680716
1338759874530|15393162789916|962072680716
1339083321605|17592186045041|962072680716
1338779746674|17592186045408|962072680716
1339013329255|17592186045813|962072680716
1338715599917|19791209300224|962072680716
1338836391916|21990232556036|962072680716
1339173406789|21990232556317|962072680716
1338812050083|21990232556610|962072680716
1338673465407|24189255812253|962072680716
1338691740601|28587302322307|962072680716
1339205732963|28587302322491|962072680716
1339061659269|28587302322767|962072680716
1338822137665|30786325578931|962072680716
1306879834746|15393162789916|549755820323
1351953796407|30786325578526|1099511634254
1352456116719|30786325578931|1099511634254
1352049144417|30786325579197|1099511634254
1352076773403|32985348834072|1099511634254
1352206359807|32985348834275|1099511634254
1351964923348|32985348834355|1099511634254
1352252421209|35184372088856|1099511634254
1352328313103|35184372089719|1099511634254
1352222712891|35184372089942|1099511634254
1345681683138|10995116278066|1030792157551
1345767061348|10995116279002|1030792157551
1345615288142|10995116279024|1030792157551
1345869051444|13194139533966|1030792157551
1345747193000|15393162789718|1030792157551
1345993517780|15393162789912|1030792157551
1345911724304|15393162789916|1030792157551
1345737591517|17592186045041|1030792157551
1345952152531|17592186045408|1030792157551
1345744611754|17592186045813|1030792157551
1346018268234|19791209300224|1030792157551
1345751859133|21990232556036|1030792157551
1345644727967|21990232556317|1030792157551
1345704177580|21990232556610|1030792157551
1345940486800|24189255812253|1030792157551
1346178405398|28587302322491|1030792157551
1343294099303|2199023256377|1030792157568
1343642553103|2199023257197|1030792157568
1343258107254|4398046512008|1030792157568
1343318738955|4398046512336|1030792157568
1343637803854|4398046512770|1030792157568
1343232912960|6597069767675|1030792157568
1343175937656|8796093023077|1030792157568
1343210235213|8796093023209|1030792157568
1343596807873|10995116278066|1030792157568
1343425958176|10995116279002|1030792157568
1343613856539|10995116279024|1030792157568
1343125030816|13194139533966|1030792157568
1343453381908|15393162789718|1030792157568
1343202013052|15393162789912|1030792157568
1343560732900|15393162789916|1030792157568
1343271707432|17592186045041|1030792157568
1343233384388|17592186045408|1030792157568
1343589653090|17592186045813|1030792157568
1343384517915|19791209300224|1030792157568
1343188633875|21990232556036|1030792157568
1343488441076|21990232556317|1030792157568
1343191385886|21990232556610|1030792157568
1343261714622|24189255812253|1030792157568
1343204046548|28587302322307|1030792157568
1343641576449|28587302322491|1030792157568
1343615871903|28587302322767|1030792157568
1343452084786|30786325578526|1030792157568
1343486468671|30786325578931|1030792157568
1343270102232|30786325579197|1030792157568
1343412143015|32985348834355|1030792157568
1345992182262|4398046512336|1030792157594
1328684390134|42|824633727399
1328559229164|1425|824633727399
1328804824710|2199023255851|824633727399
1328686517189|2199023255905|824633727399
1328908372386|2199023256303|824633727399
1328883978541|2199023256377|824633727399
1328466066863|2199023257197|824633727399
1328820819372|4398046512008|824633727399
1328670806193|4398046512336|824633727399
1328832592005|4398046512770|824633727399
1328605797763|6597069767675|824633727399
1328612126432|8796093023077|824633727399
1328874067526|8796093023209|824633727399
1329035952971|10995116278066|824633727399
1328786418912|10995116279002|824633727399
1328535075340|10995116279024|824633727399
1329045606269|13194139533966|824633727399
1328596487429|15393162789718|824633727399
1328599379945|15393162789912|824633727399
1328859975768|15393162789916|824633727399
1328807057644|17592186045041|824633727399
1328904210277|17592186045408|824633727399
1328603098755|17592186045813|824633727399
1328819353687|19791209300224|824633727399
1328824747904|21990232556036|824633727399
1328846562423|21990232556317|824633727399
1328745119885|21990232556610|824633727399
1328994848183|24189255812253|824633727399
1329266143323|42|824633727481
1329431328778|1425|824633727481
1329066997072|2199023255851|824633727481
1329109068340|2199023255905|824633727481
1329151501355|2199023256303|824633727481
1329297461929|2199023257197|824633727481
1329232751758|4398046512008|824633727481
1329494511481|4398046512336|824633727481
1328954155188|4398046512770|824633727481
1329081018020|6597069767675|824633727481
1329369464553|8796093023077|824633727481
1329064616923|8796093023209|824633727481
1329417159825|10995116278066|824633727481
1329093968477|10995116279002|824633727481
1329099338583|10995116279024|824633727481
1329099299291|13194139533966|824633727481
1328948323169|15393162789718|824633727481
1329443503670|15393162789912|824633727481
1329353502735|15393162789916|824633727481
1329164851805|17592186045041|824633727481
1329378294305|17592186045408|824633727481
1329321158691|17592186045813|824633727481
1329505077966|19791209300224|824633727481
1329251686450|21990232556036|824633727481
1329266600675|21990232556317|824633727481
1329191406412|21990232556610|824633727481
1329453846405|24189255812253|824633727481
1343608597233|2199023255851|1030792157693
1343548307717|2199023255905|1030792157693
1343226567422|2199023256303|1030792157693
1343513633571|2199023256377|1030792157693
1343304771133|2199023257197|1030792157693
1343088328545|4398046512336|1030792157693
1343396919349|6597069767675|1030792157693
1343193439490|8796093023077|1030792157693
1343146572906|8796093023209|1030792157693
1343642448172|10995116278066|1030792157693
1343590565149|10995116279002|1030792157693
1343223160801|10995116279024|1030792157693
1343189569691|13194139533966|1030792157693
1343096633885|15393162789718|1030792157693
1343135176478|15393162789912|1030792157693
1343172375602|15393162789916|1030792157693
1343355065122|17592186045041|1030792157693
1343094480066|17592186045408|1030792157693
1343139230866|17592186045813|1030792157693
1343050924550|19791209300224|1030792157693
1343346930577|21990232556036|1030792157693
1343384342915|21990232556317|1030792157693
1352814145431|19791209300224|1168231111318
1354023854532|15393162789912|1168231111485
1354068419403|28587302323537|1168231111485
1354133825466|17592186045890|1168231111485
1354069283620|17592186045408|1168231111485
1354005557614|19791209300224|1168231111485
1354082402243|17592186044525|1168231111485
1354058223595|15393162789718|1168231111485
1354081283582|2199023256303|1168231111485
1354111090699|17592186045813|1168231111485
1354028723642|32985348834275|1168231111485
1354138610872|35184372089942|1168231111485
1354142432922|35184372088856|1168231111485
1354076688727|2199023255851|1168231111485
1354035327476|2199023257197|1168231111485
1354130750465|4398046512336|1168231111485
1354141222081|17592186044866|1168231111485
1348662823828|17592186045041|1099511634865
1348597009440|42|1099511634865
1348526656430|10995116278066|1099511634865
1354109752065|2199023256377|1168231112125
1354064488681|13194139533753|1168231112125
1354037934135|15393162789912|1168231112125
1354144187389|30786325578526|1168231112125
1353970681990|28587302323537|1168231112125
1354061557516|17592186045890|1168231112125
1354093107424|17592186045408|1168231112125
1354131907649|28587302322767|1168231112125
1353970328368|30786325578931|1168231112125
1354072355587|13194139533966|1168231112125
1354037817757|10995116279002|1168231112125
1354055350171|19791209300224|1168231112125
1353963548572|35184372089719|1168231112125
1354128162164|15393162789718|1168231112125
1354133509482|2199023256303|1168231112125
1354040364141|32985348834072|1168231112125
1353977871285|17592186045813|1168231112125
1354001921752|35184372090346|1168231112125
1354010148557|26388279068153|1168231112125
1354135269856|21990232556036|1168231112125
1354153268773|21990232556466|1168231112125
1353958900835|37383395344633|1168231112125
1354152183120|17592186045041|1168231112125
1354030262791|10995116278066|1168231112125
1354137462779|32985348834275|1168231112125
1354147971210|35184372089942|1168231112125
1353961332554|13194139533901|1168231112125
1353996593782|10995116279024|1168231112125
1354034424588|2199023255851|1168231112125
1353958260309|21990232556317|1168231112125
1354076754331|4398046512770|1168231112125
1354136803287|32985348833375|1168231112125
1353994872984|35184372090158|1168231112125
1353950650156|448|1168231112125
1354121268497|27|1168231112125
1354081573597|21990232556610|1168231112125
1354043594399|21990232556159|1168231112125
1354021240673|32985348834010|1168231112125
1354119875409|35184372090529|1168231112125
1354010797580|24189255812253|1168231112125
1354018944503|19791209300744|1168231112125
1354047582272|35184372089511|1168231112125
1354128623907|17592186044866|1168231112125
1353994816969|28587302322196|1168231112125
1354031037601|21990232556387|1168231112125
1354030177881|32985348833515|1168231112125
1351685681471|17592186045890|1099511635401
1351738952587|17592186045408|1099511635401
1351508985383|8796093023209|1099511635401
1351743093337|28587302322767|1099511635401
1351437645644|30786325578931|1099511635401
1351484829980|2199023255905|1099511635401
1351489287527|13194139533966|1099511635401
1351617706969|8796093023077|1099511635401
1351600224216|6597069766967|1099511635401
1351527726300|10995116279002|1099511635401
1351584004990|32985348834355|1099511635401
1351845418447|19791209300224|1099511635401
1351444882813|15393162789916|1099511635401
1351767011091|17592186044525|1099511635401
1351430935653|15393162789718|1099511635401
1351670911844|2199023256303|1099511635401
1351759013575|32985348834072|1099511635401
1351726523280|17592186045813|1099511635401
1351419340048|28587302322491|1099511635401
1351395369111|35184372090346|1099511635401
1351623294357|26388279068153|1099511635401
1351709154306|21990232556036|1099511635401
1351839750417|21990232556466|1099511635401
1351820674480|17592186045041|1099511635401
1351333101304|42|1099511635401
1351349584729|10995116278066|1099511635401
1351425670367|32985348834275|1099511635401
1351500302746|35184372089942|1099511635401
1351799386593|13194139533901|1099511635401
1351678429855|10995116279024|1099511635401
1351735554876|30786325578006|1099511635404
1350526953813|21990232556159|1099511635457
1350688370814|2199023256377|1099511635498
1351036007061|13194139533753|1099511635498
1350647102073|15393162789912|1099511635498
1351018683394|30786325578526|1099511635498
1350533213246|28587302323537|1099511635498
1350571589997|17592186045890|1099511635498
1350499672254|17592186045408|1099511635498
1350753944998|8796093023209|1099511635498
1350660359979|28587302322767|1099511635498
1350993806297|30786325578931|1099511635498
1351062234066|2199023255905|1099511635498
1350828106969|13194139533966|1099511635498
1350984820579|8796093023077|1099511635498
1351021015344|6597069766967|1099511635498
1350924485190|10995116279002|1099511635498
1350474869260|32985348834355|1099511635498
1350569626430|19791209300224|1099511635498
1350482469837|15393162789916|1099511635498
1350681618796|17592186044525|1099511635498
1350654323212|15393162789718|1099511635498
1350802918488|2199023256303|1099511635498
1350612661969|32985348834072|1099511635498
1350648435198|17592186045813|1099511635498
1350997000651|28587302322491|1099511635498
1350798470436|35184372090346|1099511635498
1351019265133|26388279068153|1099511635498
1350531897148|21990232556036|1099511635498
1350896428275|21990232556466|1099511635498
1350675353930|17592186045041|1099511635498
1351072675684|42|1099511635498
1350753698626|10995116278066|1099511635498
1351064175718|32985348834275|1099511635498
1350833808840|35184372089942|1099511635498
1350505289003|13194139533901|1099511635498
1350569632484|10995116279024|1099511635498
1350931167304|2199023255851|1099511635498
1350906625016|21990232556317|1099511635498
1351025743869|4398046512770|1099511635498
1350691975287|32985348833375|1099511635498
1350580272840|35184372090158|1099511635498
1350674673568|448|1099511635498
1350855248120|2199023257197|1099511635498
1350611137949|4398046512336|1099511635498
1350487813457|28587302322225|1099511635498
1351047847407|27|1099511635498
1350501278156|21990232556610|1099511635498
1350969938011|21990232556159|1099511635498
1350852343209|32985348834010|1099511635498
1350508604982|35184372090529|1099511635498
1351008072729|24189255812253|1099511635498
1350545333868|19791209300744|1099511635498
1350829657349|35184372089511|1099511635498
1350634161022|28587302322307|1099511635498
1350554950525|21990232556230|1099511635498
1350913713135|17592186044866|1099511635498
1350483602261|30786325578006|1099511635498
1350900381080|28587302322196|1099511635498
1350570708661|21990232556387|1099511635498
1350531286081|1425|1099511635498
1350792751269|32985348833515|1099511635498
1350861842558|26388279066771|1099511635498
1353388832696|8796093023077|1168231112382
1353274825481|6597069766967|1168231112382
1353344324684|10995116279002|1168231112382
1353257028113|32985348834355|1168231112382
1353254385983|19791209300224|1168231112382
1353170360904|35184372089719|1168231112382
1353240738505|15393162789916|1168231112382
1353666742521|17592186044525|1168231112382
1353357374834|15393162789718|1168231112382
1353631813637|2199023256303|1168231112382
1353395323386|32985348834072|1168231112382
1353168112715|17592186045813|1168231112382
1353326014688|28587302322491|1168231112382
1353679495065|35184372090346|1168231112382
1353521854548|26388279068153|1168231112382
1353107073530|21990232556036|1168231112382
1353589432565|21990232556466|1168231112382
1353678265287|37383395344633|1168231112382
1349354337721|30786325578526|1099511635691
1353395498978|6597069766967|1168231112538
1353589701984|2199023256303|1168231112610
1352126042303|2199023256303|1099511635922
1352347977193|28587302322216|1099511635934
1352432965710|2199023256303|1099511635934
1352476836495|17592186045248|1099511635934
1352230136873|32985348834072|1099511635934
1352633255625|19791209300224|1099511635934
1352353970482|8796093023209|1099511635934
1352607278674|17592186045408|1099511635934
1352650014477|28587302322491|1099511635934
1352614100141|32985348834355|1099511635934
1352589267245|2199023255851|1099511635934
1352157521899|32985348834275|1099511635934
1352694206104|35184372090346|1099511635934
1352166950249|15393162789718|1099511635934
1352130192291|8796093023077|1099511635934
1352520242491|2199023257197|1099511635934
1352432040792|15393162789916|1099511635934
1352363882683|2199023257005|1099511635934
1352304939815|15393162789824|1099511635934
1343410045475|28587302322216|1030792159201
1322318959313|17592186045248|755914252391
1337062189081|2199023255851|962072682626
1352116253809|8796093023077|1099511636127
1350276006338|15393162789718|1099511636149
1352382245760|2199023257197|1099511636163
1348771459926|15393162789718|1099511636246
1352345243630|28587302322216|1099511636257
1352504026673|2199023256303|1099511636257
1352229176174|17592186045248|1099511636257
1351992721427|32985348834072|1099511636257
1351992829120|19791209300224|1099511636257
1353396157649|2199023256303|1168231113171
1353843852058|17592186045248|1168231113171
1353739303768|32985348834072|1168231113171
