creationdate:LONG|:START_ID(Person)|:END_ID(Organisation)|workfrom:LONG
1269096269525|2199023256361|455|2011
1269096269525|2199023256361|488|2005
1269096269525|2199023256361|585|2007
1270298235817|2199023256363|955|2003
1270298235817|2199023256363|956|2011
1271425471298|2199023256377|594|2007
1271425471298|2199023256377|1557|2007
1271425471298|2199023256377|1558|2009
1270079075786|2199023256383|546|2008
1270079075786|2199023256383|549|2008
1270079075786|2199023256383|539|2008
1270205187769|2199023256425|401|2005
1270205187769|2199023256425|402|2006
1270205187769|2199023256425|409|2006
1271349293868|2199023256446|1366|2008
1271349293868|2199023256446|1368|2007
1271349293868|2199023256446|1370|2007
1271349293868|2199023256446|1371|2008
1271349293868|2199023256446|1357|2008
1271717449991|2199023256472|1266|2003
1271717449991|2199023256472|23|2004
1271717449991|2199023256472|24|2003
1271717449991|2199023256472|31|2004
1271662216113|2199023256479|540|2004
1271662216113|2199023256479|541|2004
1271662216113|2199023256479|542|2004
1267714834219|2199023256532|961|2009
1267714834219|2199023256532|953|2011
1267714834219|2199023256532|954|2010
1267714834219|2199023256532|958|2011
1268292878056|2199023256557|1442|2001
1268292878056|2199023256557|1529|2001
1268292878056|2199023256557|1482|2000
1269896002750|2199023256567|551|2008
1269896002750|2199023256567|552|2006
1269896002750|2199023256567|541|2011
1269896002750|2199023256567|543|2008
1269947223669|2199023256573|1557|2003
1269947223669|2199023256573|1561|2003
1270990823780|2199023256576|548|2011
1270990823780|2199023256576|540|2011
1270833030634|2199023256599|1459|2002
1270833030634|2199023256599|1483|2002
1270833030634|2199023256599|1503|2002
1268457636148|2199023256608|935|2003
1268457636148|2199023256608|921|2003
1268457636148|2199023256608|910|2003
1270520873458|2199023256616|937|2009
1270255359516|2199023256657|1175|2009
1270255359516|2199023256657|1179|2010
1270700135863|2199023256666|546|2005
1270700135863|2199023256666|549|2005
1270700135863|2199023256666|551|2003
1268761516143|2199023256738|325|2009
1268761516143|2199023256738|326|2012
1268761516143|2199023256738|328|2006
1268761516143|2199023256738|316|2009
1269714111692|2199023256752|1015|2008
1269714111692|2199023256752|1018|2009
1269714111692|2199023256752|1021|2008
1271129722091|2199023256791|5|2001
1271129722091|2199023256791|6|2001
1271129722091|2199023256791|619|2001
1272343983650|2199023256810|920|2005
1271313916556|2199023256818|545|2010
1271313916556|2199023256818|546|2008
1271313916556|2199023256818|551|2010
1271313916556|2199023256818|539|2008
1272840114121|2199023256835|544|2005
1272840114121|2199023256835|545|2004
1272840114121|2199023256835|538|2004
1269188610059|2199023256868|1363|2011
1267907921893|2199023256889|175|2009
1268096060572|2199023256904|547|2002
1268096060572|2199023256904|549|2001
1268096060572|2199023256904|552|2002
1268096060572|2199023256904|553|2002
1270520618098|2199023256905|1090|2004
1270520618098|2199023256905|1095|2004
1270520618098|2199023256905|1023|2004
1269676556198|2199023256914|544|2009
1269676556198|2199023256914|545|2011
1269676556198|2199023256914|541|2009
1272847626674|2199023256946|912|2008
1272847626674|2199023256946|930|2009
1272847626674|2199023256946|915|2008
1272847626674|2199023256946|916|2009
1272847626674|2199023256946|917|2009
1271507028143|2199023257001|549|2007
1271507028143|2199023257001|550|2007
1271507028143|2199023257001|552|2007
1269087437903|2199023257003|937|2009
1272662572823|2199023257005|937|2004
1272662572823|2199023257005|938|2002
1272662572823|2199023257005|926|2004
1272662572823|2199023257005|927|2003
1269002352435|2199023257024|538|2006
1269002352435|2199023257024|541|2005
1269534096185|2199023257093|887|2000
1269534096185|2199023257093|891|2001
1269534096185|2199023257093|892|2000
1269534096185|2199023257093|894|2002
1272379384416|2199023257136|544|2007
1269221026947|2199023257140|548|2011
1269221026947|2199023257140|549|2011
1269221026947|2199023257140|538|2011
1271050366381|2199023257181|550|2009
1271050366381|2199023257181|551|2009
1271050366381|2199023257181|543|2009
1267863033831|2199023257197|933|2009
1267863033831|2199023257197|937|2008
1267863033831|2199023257197|925|2010
1267964966743|2199023257212|602|2010
1270035885428|2199023257247|891|1999
1270035885428|2199023257247|894|2000
1276758774354|4398046511147|544|2009
1276758774354|4398046511147|546|2008
1276758774354|4398046511147|553|2008
1276758774354|4398046511147|540|2008
1274609008904|4398046511151|1227|2004
1274609008904|4398046511151|1228|2004
1274609008904|4398046511151|1229|2004
1274609008904|4398046511151|1230|2005
1273334024822|4398046511168|1012|2002
1273334024822|4398046511168|263|2002
1273334024822|4398046511168|285|2002
1273334024822|4398046511168|286|2001
1273334024822|4398046511168|271|2001
1277172156730|4398046511176|997|2009
1277172156730|4398046511176|982|2009
1277172156730|4398046511176|986|2009
1277172156730|4398046511176|987|2010
1275825108075|4398046511219|936|2006
1275825108075|4398046511219|920|2005
1275825108075|4398046511219|923|2005
1275825108075|4398046511219|927|2006
1275825108075|4398046511219|911|2006
1275969991624|4398046511230|809|2008
1275969991624|4398046511230|810|2009
1275969991624|4398046511230|811|2008
1275969991624|4398046511230|812|2008
1276524598585|4398046511247|499|2012
1276524598585|4398046511247|1047|2010
1276524598585|4398046511247|505|2006
1276524598585|4398046511247|494|2011
1276110698984|4398046511255|3|2010
1276110698984|4398046511255|5|2010
1276110698984|4398046511255|6|2009
1273644575222|4398046511273|549|2012
1275602146645|4398046511357|448|2008
1275602146645|4398046511357|450|2010
1275602146645|4398046511357|443|2011
1274785389336|4398046511377|7|1999
1274785389336|4398046511377|9|1999
1275233279852|4398046511407|201|2008
1273016799802|4398046511440|544|2007
1273016799802|4398046511440|546|2012
1273016799802|4398046511440|547|2005
1273016799802|4398046511440|553|2008
1273923642605|4398046511453|205|2005
1273923642605|4398046511453|207|2004
1274320364613|4398046511458|38|2002
1274320364613|4398046511458|71|2002
1274320364613|4398046511458|42|2003
1274320364613|4398046511458|63|2003
1277790385424|4398046511484|1365|2009
1277790385424|4398046511484|1385|2010
1273739609609|4398046511549|593|2004
1273739609609|4398046511549|597|2004
1273739609609|4398046511549|599|2004
1273739609609|4398046511549|604|2004
1273739609609|4398046511549|591|2005
1274257293228|4398046511568|946|2004
1272965559822|4398046511577|1154|2010
1272965559822|4398046511577|1160|2011
1272965559822|4398046511577|1144|2010
1272965559822|4398046511577|1165|2010
1273542797809|4398046511591|481|2001
1273542797809|4398046511591|485|2001
1273542797809|4398046511591|476|2001
1276155269783|4398046511595|177|2009
1276155269783|4398046511595|145|2009
1276155269783|4398046511595|149|2009
1276155269783|4398046511595|152|2009
1276155269783|4398046511595|156|2010
1277827547294|4398046511602|547|2008
1277827547294|4398046511602|550|2009
1273778449953|4398046511608|548|2003
1273778449953|4398046511608|553|2002
1273778449953|4398046511608|543|2003
1273436919124|4398046511652|1172|2002
1273436919124|4398046511652|1150|2002
1276764590604|4398046511689|930|2005
1276764590604|4398046511689|919|2005
1276764590604|4398046511689|920|2005
1276764590604|4398046511689|938|2005
1276764590604|4398046511689|908|2006
1272950782332|4398046511802|1091|2011
1272950782332|4398046511802|1108|2010
1276698372586|4398046511851|1297|2012
1276698372586|4398046511851|549|2009
1276698372586|4398046511851|554|2007
1276698372586|4398046511851|541|2009
1277366067514|4398046511867|1121|2006
1277366067514|4398046511867|402|2007
1277366067514|4398046511867|115|2006
1277366067514|4398046511867|840|2006
1277366067514|4398046511867|764|2007
1273667819435|4398046511870|921|2007
1273667819435|4398046511870|924|2007
1273667819435|4398046511870|908|2008
1277723641202|4398046511908|1505|2005
1277723641202|4398046511908|1459|2009
1277723641202|4398046511908|1492|2009
1277723641202|4398046511908|1509|2005
1277723641202|4398046511908|1486|2007
1274275003922|4398046511926|1018|2007
1275403315597|4398046511930|147|2010
1275403315597|4398046511930|167|2010
1275403315597|4398046511930|143|2011
1274871936201|4398046511934|545|1999
1274871936201|4398046511934|550|2000
1278191876525|4398046511938|565|2007
1278191876525|4398046511938|571|2007
1278191876525|4398046511938|587|2006
1276889847295|4398046511989|489|2002
1276889847295|4398046511989|446|2001
1276889847295|4398046511989|463|2002
1274176484340|4398046512103|400|2004
1274176484340|4398046512103|399|2006
1273431100803|4398046512138|804|2009
1273431100803|4398046512138|789|2009
1273431100803|4398046512138|807|2008
1273431100803|4398046512138|798|2009
1273431100803|4398046512138|799|2009
1273664320357|4398046512139|887|2008
1273664320357|4398046512139|888|2006
1273664320357|4398046512139|894|2006
1274227065316|4398046512158|996|2007
1274227065316|4398046512158|989|2007
1276721627633|4398046512162|5|2002
1275781842625|4398046512163|106|2010
1275781842625|4398046512163|107|2012
1275781842625|4398046512163|108|2008
1273363616767|4398046512189|544|2004
1273363616767|4398046512189|553|2012
1273736338428|4398046512197|1560|2000
1273924098552|4398046512233|394|2005
1273709386024|4398046512238|1001|2003
1273709386024|4398046512238|1002|2003
1277486323122|4398046512254|787|2003
1277486323122|4398046512254|789|2003
1277486323122|4398046512254|794|2002
1277486323122|4398046512254|783|2002
1272978588711|4398046512269|678|2001
1272978588711|4398046512269|1560|2003
1272978588711|4398046512269|682|2001
1272978588711|4398046512269|667|2002
1272978588711|4398046512269|668|2001
1277841689945|4398046512273|1557|2005
1277841689945|4398046512273|1560|2005
1277841689945|4398046512273|1561|2005
1276468137487|4398046512286|544|2000
1276468137487|4398046512286|553|2002
1276468137487|4398046512286|554|2001
1274851218491|4398046512328|544|2010
1274851218491|4398046512328|551|2011
1274851218491|4398046512328|553|2010
1274851218491|4398046512328|542|2010
1277362280900|4398046512336|1456|2005
1277362280900|4398046512336|1463|2006
1277362280900|4398046512336|1481|2004
1273206486352|4398046512338|554|2007
1274583211133|4398046512342|591|2009
1272918963878|4398046512349|723|2006
1272918963878|4398046512349|725|2007
1272918963878|4398046512349|717|2007
1272918963878|4398046512349|718|2007
1277812019181|4398046512351|913|2010
1277812019181|4398046512351|907|2008
1277812019181|4398046512351|923|2006
1277812019181|4398046512351|926|2012
1273144231573|4398046512359|571|2007
1273755130467|4398046512371|1376|2004
1273755130467|4398046512371|480|2004
1273755130467|4398046512371|456|2004
1273755130467|4398046512371|458|2004
1275891047296|4398046512388|1313|2011
1274000507746|4398046512392|1317|2009
1274000507746|4398046512392|1303|2008
1277767718810|4398046512405|700|2011
1276456682172|4398046512445|887|2006
1276456682172|4398046512445|891|2006
1276456682172|4398046512445|892|2004
1276456682172|4398046512445|893|2005
1273054613781|4398046512447|1488|2008
1273054613781|4398046512447|1460|2009
1274122293030|4398046512479|784|2005
1274122293030|4398046512479|785|2012
1274122293030|4398046512479|794|2004
1274122293030|4398046512479|798|2008
1277427034376|4398046512495|199|2003
1277427034376|4398046512495|200|2004
1277427034376|4398046512495|203|2003
1277427034376|4398046512495|204|2003
1275793122865|4398046512570|541|2009
1275793122865|4398046512570|542|2008
1275793122865|4398046512570|543|2009
1274665973075|4398046512621|208|2002
1274665973075|4398046512621|988|2001
1274665973075|4398046512621|205|2000
1274665973075|4398046512621|207|2001
1277263724946|4398046512623|540|1998
1275408022670|4398046512629|949|2007
1276021558978|4398046512642|550|2010
1276021558978|4398046512642|541|2007
1276986753025|4398046512651|673|2008
1276986753025|4398046512651|679|2009
1277206126131|4398046512669|720|2004
1275331844397|4398046512700|909|2008
1275331844397|4398046512700|911|2008
1273255543337|4398046512769|968|2009
1273255543337|4398046512769|956|2009
1273255543337|4398046512769|957|2010
1273752637815|4398046512770|896|2006
1273752637815|4398046512770|888|2007
1273752637815|4398046512770|889|2007
1273316124710|4398046512778|1250|2009
1273316124710|4398046512778|1235|2009
1273316124710|4398046512778|1240|2009
1273316124710|4398046512778|1242|2009
1273316124710|4398046512778|1260|2008
1279621062074|6597069766709|891|2005
1279621062074|6597069766709|894|2006
1279555494330|6597069766712|300|2005
1281511199174|6597069766713|675|2010
1281511199174|6597069766713|680|2011
1281275886265|6597069766725|368|2004
1281275886265|6597069766725|675|2004
1281275886265|6597069766725|669|2003
1281275886265|6597069766725|670|2002
1279349416472|6597069766789|704|2005
1279349416472|6597069766789|696|2006
1279349416472|6597069766789|712|2012
1279349416472|6597069766789|697|2012
1279349416472|6597069766789|1180|2007
1280618954931|6597069766793|258|2000
1279674733073|6597069766802|764|2007
1279018394626|6597069766819|363|2007
1279018394626|6597069766819|364|2006
1282642898655|6597069766835|915|2003
1282642898655|6597069766835|933|2002
1282792677091|6597069766925|583|2005
1282792677091|6597069766925|572|2006
1279069779975|6597069766942|895|2002
1281435807702|6597069766972|1561|2001
1278731002964|6597069766995|8|2002
1278731002964|6597069766995|9|2006
1278731002964|6597069766995|11|2008
1280124193817|6597069767006|108|2009
1282837498033|6597069767044|550|2009
1282837498033|6597069767044|543|2003
1279671479562|6597069767047|480|2006
1279671479562|6597069767047|464|2006
1279671479562|6597069767047|451|2007
1279671479562|6597069767047|456|2007
1281949412451|6597069767115|824|2006
1281949412451|6597069767115|825|2006
1281949412451|6597069767115|826|2006
1278622206524|6597069767176|836|2002
1278622206524|6597069767176|840|2003
1278622206524|6597069767176|841|2003
1279699051382|6597069767182|933|2009
1280900599461|6597069767205|1557|2001
1280407998809|6597069767221|148|2002
1280407998809|6597069767221|166|2002
1280407998809|6597069767221|170|2001
1280407998809|6597069767221|154|2002
1280407998809|6597069767221|141|2002
1281413273772|6597069767262|624|2011
1281413273772|6597069767262|649|2011
1279414517037|6597069767351|552|2007
1279414517037|6597069767351|553|2006
1279414517037|6597069767351|540|2007
1281075567406|6597069767362|541|2011
1281075567406|6597069767362|542|2010
1280812134075|6597069767372|903|2003
1280812134075|6597069767372|904|2003
1283199124000|6597069767381|1232|2010
1283199124000|6597069767381|1231|2010
1281824276420|6597069767390|930|2002
1281824276420|6597069767390|932|2004
1280244257391|6597069767446|324|2010
1280244257391|6597069767446|308|2009
1280244257391|6597069767446|326|2010
1280244257391|6597069767446|312|2010
1280244257391|6597069767446|328|2010
1281959446610|6597069767449|1018|2000
1281959446610|6597069767449|1020|2000
1280333233556|6597069767462|819|2010
1280333233556|6597069767462|820|2009
1280626720049|6597069767484|135|2003
1280626720049|6597069767484|183|2003
1280384465815|6597069767539|930|2002
1280384465815|6597069767539|915|2001
1280384465815|6597069767539|932|1998
1280384465815|6597069767539|909|2002
1280384465815|6597069767539|927|2006
1280271002496|6597069767561|549|2009
1280271002496|6597069767561|550|2009
1280271002496|6597069767561|552|2011
1280271002496|6597069767561|539|2012
1279683528525|6597069767597|582|2003
1279683528525|6597069767597|566|2004
1279683528525|6597069767597|586|2004
1282020753935|6597069767598|729|2011
1282020753935|6597069767598|957|2010
1283101870682|6597069767615|1174|2008
1283101870682|6597069767615|1178|2007
1282591774208|6597069767638|26|2002
1282591774208|6597069767638|29|2003
1280656653421|6597069767700|799|2009
1280656653421|6597069767700|783|2011
1279790435817|6597069767706|1169|2006
1278960261604|6597069767713|1540|2007
1278960261604|6597069767713|1544|2007
1278960261604|6597069767713|1547|2006
1278960261604|6597069767713|1550|2006
1282159217520|6597069767722|676|2010
1282159217520|6597069767722|666|2009
1282159217520|6597069767722|668|2011
1282159217520|6597069767722|671|2010
1282526487179|6597069767723|673|2003
1282526487179|6597069767723|680|2004
1282526487179|6597069767723|664|2003
1282224755355|6597069767744|1558|2004
1280298041832|6597069767767|887|2008
1280298041832|6597069767767|891|2009
1280298041832|6597069767767|893|2008
1280298041832|6597069767767|894|2008
1283322220651|6597069767834|552|2006
1283322220651|6597069767834|540|2008
1278908084619|6597069767849|1073|2005
1278908084619|6597069767849|1058|2004
1278908084619|6597069767849|1075|2004
1278908084619|6597069767849|1060|2003
1282831903047|6597069767969|961|2008
1282831903047|6597069767969|962|2009
1282831903047|6597069767969|952|2009
1282831903047|6597069767969|959|2009
1281901238576|6597069767971|810|2005
1281626561578|6597069767996|178|2008
1281626561578|6597069767996|168|2011
1281626561578|6597069767996|143|2009
1283261765904|6597069768067|149|2004
1283261765904|6597069768067|151|2005
1283261765904|6597069768067|153|2004
1278227282095|6597069768129|778|2005
1279959764320|6597069768144|540|2006
1280653907429|6597069768148|265|2006
1280653907429|6597069768148|266|2006
1280653907429|6597069768148|287|2006
1281132289717|6597069768167|325|2006
1281132289717|6597069768167|315|2004
1280107939914|6597069768193|1403|2010
1283014533371|6597069768234|539|2009
1283014533371|6597069768234|542|2009
1281689464441|6597069768249|417|2004
1281689464441|6597069768249|436|2004
1281689464441|6597069768249|414|2004
1282410505243|6597069768281|7|2002
1282410505243|6597069768281|10|2003
1282410505243|6597069768281|11|2001
1282520595801|6597069768352|906|2006
1284731610345|8796093022260|677|2009
1284731610345|8796093022260|665|2010
1284731610345|8796093022260|666|2009
1284731610345|8796093022260|670|2006
1287973611087|8796093022282|544|2001
1287973611087|8796093022282|552|2012
1287973611087|8796093022282|553|2005
1287973611087|8796093022282|541|2003
1285156166915|8796093022283|897|2009
1285156166915|8796093022283|887|2007
1285156166915|8796093022283|888|2012
1285156166915|8796093022283|890|2012
1285156166915|8796093022283|893|2007
1285411215828|8796093022442|848|2006
1285411215828|8796093022442|851|2006
1285411215828|8796093022442|853|2008
1285411215828|8796093022442|109|2008
1283989532769|8796093022449|481|2006
1283989532769|8796093022449|465|2006
1283989532769|8796093022449|450|2006
1283989532769|8796093022449|442|2006
1288602409522|8796093022491|244|2001
1288602409522|8796093022491|522|2000
1286389222131|8796093022501|1029|2006
1286389222131|8796093022501|1101|2005
1286512564672|8796093022532|199|2006
1287276544274|8796093022579|992|2004
1287276544274|8796093022579|546|2005
1287276544274|8796093022579|548|2006
1287276544274|8796093022579|539|2005
1285421204923|8796093022582|145|2005
1285421204923|8796093022582|167|2011
1285421204923|8796093022582|156|2012
1286222530903|8796093022589|543|2000
1286713758029|8796093022606|7|2001
1286713758029|8796093022606|8|2001
1286713758029|8796093022606|9|2000
1286054876658|8796093022629|1549|2004
1285006656269|8796093022685|665|2006
1285006656269|8796093022685|667|2006
1285006656269|8796093022685|668|2007
1287722883036|8796093022697|720|2007
1287722883036|8796093022697|724|2006
1287722883036|8796093022697|726|2007
1287722883036|8796093022697|717|2006
1284015416443|8796093022715|7|2011
1284015416443|8796093022715|8|2011
1284015416443|8796093022715|10|2011
1284015416443|8796093022715|11|2011
1288406295198|8796093022726|301|2005
1287427022184|8796093022736|801|2012
1287427022184|8796093022736|789|2013
1287427022184|8796093022736|791|2013
1287427022184|8796093022736|796|2013
1285707701042|8796093022784|108|2001
1285707701042|8796093022784|109|2001
1287045770340|8796093022823|928|2002
1287045770340|8796093022823|769|2002
1287045770340|8796093022823|917|2002
1287045770340|8796093022823|924|2002
1287045770340|8796093022823|909|2001
1284492936956|8796093022884|785|2011
1284492936956|8796093022884|780|2010
1284492936956|8796093022884|796|2011
1284492936956|8796093022884|782|2012
1287668804540|8796093022904|546|2012
1287668804540|8796093022904|547|2011
1287668804540|8796093022904|550|2011
1283526060927|8796093022910|793|2007
1283526060927|8796093022910|798|2006
1283526060927|8796093022910|783|2007
1286587409930|8796093022932|546|2010
1286587409930|8796093022932|554|2009
1286587409930|8796093022932|538|2010
1288008327765|8796093022945|546|2009
1285666693075|8796093022967|545|2008
1285666693075|8796093022967|2|2008
