creationdate:LONG|:START_ID(Person)|:END_ID(Post)
1293778736477|4398046512351|343597384718
1293972939196|4398046512585|343597384718
1293712332914|6597069767216|343597384718
1293821403541|6597069768067|343597384718
1293682904984|6597069768249|343597384718
1294111065193|8796093022402|343597384718
1294036672243|8796093022932|343597384718
1293598489597|8796093023537|343597384718
1293930504482|8796093023616|343597384718
1293832147603|8796093023864|343597384718
1294033651270|8796093023891|343597384718
1293617561122|8796093023896|343597384718
1293608309468|10995116277761|343597384718
1293921069347|10995116277892|343597384718
1293790690220|10995116278083|343597384718
1293563060561|10995116278091|343597384718
1293604048820|10995116278230|343597384718
1293574816146|10995116278274|343597384718
1293651691600|10995116278326|343597384718
1293736215314|10995116278710|343597384718
1293852216971|10995116278767|343597384718
1293962953815|10995116279335|343597384718
1293545171726|10995116279452|343597384718
1326640258182|27|824633721883
1326437538442|555|824633721883
1326662105990|808|824633721883
1326300978076|981|824633721883
1326200459558|1223|824633721883
1326379330929|1443|824633721883
1326220543481|1582|824633721883
1326539044084|1682|824633721883
1326342978352|2199023255898|824633721883
1326218920367|2199023256055|824633721883
1326115753219|2199023256304|824633721883
1326235285282|2199023256573|824633721883
1326214218367|4398046511247|824633721883
1326453642771|4398046511357|824633721883
1326511373629|4398046512195|824633721883
1326386542894|4398046512351|824633721883
1326514296800|4398046512585|824633721883
1326222192353|6597069767216|824633721883
1326500186520|6597069768067|824633721883
1326453779718|6597069768249|824633721883
1326632189159|8796093022402|824633721883
1326472296276|8796093022932|824633721883
1326528553913|8796093023537|824633721883
1326442647116|8796093023616|824633721883
1326267192765|8796093023864|824633721883
1326421021844|8796093023891|824633721883
1326626246214|8796093023896|824633721883
1326266004158|10995116277761|824633721883
1326418455593|10995116277892|824633721883
1326396753628|10995116278091|824633721883
1326506983096|10995116278230|824633721883
1326546726095|10995116278274|824633721883
1326491692559|10995116278326|824633721883
1326492650821|10995116278710|824633721883
1326667195034|10995116278767|824633721883
1326196920752|10995116279335|824633721883
1326451635416|10995116279452|824633721883
1326577761627|13194139533966|824633721883
1326614505710|15393162788957|824633721883
1326635226476|15393162789023|824633721883
1326422844279|15393162789151|824633721883
1326352746282|15393162789781|824633721883
1326336644067|15393162790399|824633721883
1326647873692|17592186044645|824633721883
1326636399341|17592186044794|824633721883
1326192327135|17592186045004|824633721883
1326627949770|17592186045488|824633721883
1326163833088|17592186045813|824633721883
1326433457231|19791209300224|824633721883
1326400601259|19791209300501|824633721883
1326587202688|19791209300502|824633721883
1326386101820|21990232555880|824633721883
1326353120510|21990232556531|824633721883
1326178809946|21990232556892|824633721883
1326564456907|24189255811142|824633721883
1326150952135|24189255811723|824633721883
1326400197007|24189255812554|824633721883
1326295497548|24189255812761|824633721883
1350938810213|24189255811723|1099511628840
1294187763899|27|343597384908
1294175150395|555|343597384908
1293921344529|981|343597384908
1294071527434|1223|343597384908
1293951933962|1443|343597384908
1294081686216|1682|343597384908
1294226806256|2199023255898|343597384908
1294076264050|2199023256055|343597384908
1294328737155|2199023256304|343597384908
1293955660050|2199023256573|343597384908
1293775484336|4398046511247|343597384908
1293825511389|4398046511357|343597384908
1294341065139|4398046512195|343597384908
1294140653922|4398046512351|343597384908
1293998082668|4398046512585|343597384908
1293797404295|6597069767216|343597384908
1293975666052|6597069768067|343597384908
1293971310495|6597069768249|343597384908
1294285133672|8796093022402|343597384908
1293790975901|8796093022932|343597384908
1293992189992|8796093023537|343597384908
1294108925594|8796093023616|343597384908
1293977917636|8796093023864|343597384908
1294130022559|8796093023891|343597384908
1293860845352|10995116277761|343597384908
1294293851573|10995116277892|343597384908
1293811838905|10995116278083|343597384908
1294151268806|10995116278091|343597384908
1293764549129|10995116278230|343597384908
1294275933098|10995116278274|343597384908
1294251980144|10995116278326|343597384908
1294145427976|10995116278710|343597384908
1293767975012|10995116278767|343597384908
1294239245916|10995116279335|343597384908
1294062330349|10995116279452|343597384908
1344951594201|24189255812761|1030792152336
1345056147126|26388279067353|1030792152350
1296223511436|2199023256573|412316861733
1325943110272|555|755914245424
1325853799207|808|755914245424
1326016720866|981|755914245424
1325718682017|1223|755914245424
1325789147351|1582|755914245424
1325948096227|1682|755914245424
1325697857426|2199023255898|755914245424
1326130533708|2199023256304|755914245424
1325735962569|2199023256573|755914245424
1326097723667|4398046511357|755914245424
1325759811373|4398046512195|755914245424
1325805241826|4398046512351|755914245424
1325813556356|4398046512585|755914245424
1325598901616|6597069767216|755914245424
1326174227808|6597069768067|755914245424
1325731497621|8796093022402|755914245424
1326053659124|8796093023537|755914245424
1326046676695|8796093023616|755914245424
1325953673951|8796093023864|755914245424
1325903759464|8796093023891|755914245424
1325689907408|8796093023896|755914245424
1325754378862|10995116277761|755914245424
1325624972804|10995116278083|755914245424
1325868491598|10995116278091|755914245424
1325989653521|10995116278230|755914245424
1326118234905|10995116278274|755914245424
1326190171706|10995116278326|755914245424
1325756895183|10995116278767|755914245424
1325660224348|10995116279335|755914245424
1326126396909|10995116279452|755914245424
1325973150394|13194139533966|755914245424
1326165930902|15393162788957|755914245424
1325938294367|15393162789023|755914245424
1325654849384|15393162789151|755914245424
1326101084394|15393162789781|755914245424
1325854813287|17592186044645|755914245424
1325943257766|17592186045004|755914245424
1325997631897|17592186045488|755914245424
1325731135149|19791209300224|755914245424
1325769089638|19791209300501|755914245424
1326150983912|19791209300502|755914245424
1325784394342|21990232555880|755914245424
1325946878539|21990232556531|755914245424
1325867971343|21990232556892|755914245424
1326193913355|24189255811142|755914245424
1325757088860|24189255811723|755914245424
1325600038895|24189255812761|755914245424
1326125602959|808|755914245425
1325776836515|981|755914245425
1310184931843|17592186044645|549755815233
1275111217155|27|137438954868
1275193906290|555|137438954868
1274959185117|808|137438954868
1275062776201|981|137438954868
1275374765058|1223|137438954868
1274800888145|1443|137438954868
1275169488585|1582|137438954868
1275365963757|1682|137438954868
1275172682619|2199023256055|137438954868
1274918385039|2199023256304|137438954868
1275031913923|4398046512585|137438954868
1330568060844|27|824633722260
1330403546471|981|824633722260
1330570354080|1223|824633722260
1330187657695|1443|824633722260
1330547856013|1682|824633722260
1330301581490|2199023256304|824633722260
1330622182276|4398046511357|824633722260
1330389533639|4398046512195|824633722260
1330647217387|4398046512351|824633722260
1330574368933|6597069767216|824633722260
1330091273327|6597069768067|824633722260
1330503561086|8796093023616|824633722260
1330411097131|8796093023864|824633722260
1330297246723|8796093023896|824633722260
1330327424348|10995116277761|824633722260
1330316181409|10995116277892|824633722260
1330372897254|10995116278083|824633722260
1330362304844|10995116278274|824633722260
1330499166137|13194139533966|824633722260
1330175738928|15393162788957|824633722260
1330365435122|15393162789023|824633722260
1330194641947|15393162790399|824633722260
1330600830748|17592186044794|824633722260
1330097593074|17592186045004|824633722260
1330239110053|17592186045488|824633722260
1330479837774|17592186045813|824633722260
1330166725132|19791209300224|824633722260
1330219734450|19791209300501|824633722260
1330608349276|19791209300502|824633722260
1330469171038|21990232555880|824633722260
1330163753708|21990232556892|824633722260
1330231047195|24189255811723|824633722260
1330357114219|24189255812554|824633722260
1330294099263|26388279066876|824633722260
1330511848577|26388279067353|824633722260
1312605979860|27|618475292066
1273225948596|4398046512195|68719478197
1282983931121|1682|206158431693
1283174356655|27|206158431694
1283271299466|555|206158431694
1283189798401|808|206158431694
1283153721185|1223|206158431694
1283000431518|1443|206158431694
1283338919469|1682|206158431694
1283242303021|2199023255898|206158431694
1283062438840|2199023256055|206158431694
1283066686148|2199023256304|206158431694
1283144096695|2199023256573|206158431694
1283333240395|4398046511247|206158431694
1283433513964|4398046512195|206158431694
1282958307951|4398046512585|206158431694
1283375315991|6597069767216|206158431694
1343595994235|28587302322534|1030792152552
1343702556409|28587302322838|1030792152552
1343855852708|28587302323557|1030792152552
1343765302564|30786325578070|1030792152552
1344074777412|30786325579231|1030792152552
1317430631438|27|687194768901
1317222193866|808|687194768901
1317581106927|981|687194768901
1317582210949|1443|687194768901
1317236280310|1682|687194768901
1317138284286|2199023255898|687194768901
1317284028384|2199023256055|687194768901
1317386308059|2199023256304|687194768901
1317486007938|4398046511357|687194768901
1317549483668|4398046512195|687194768901
1317099610003|4398046512351|687194768901
1317280494385|6597069767216|687194768901
1317096967098|6597069768067|687194768901
1317089277121|8796093022402|687194768901
1317221652090|8796093022932|687194768901
1317374908511|8796093023537|687194768901
1317363653007|8796093023616|687194768901
1317624832620|8796093023891|687194768901
1317109204966|8796093023896|687194768901
1317351377773|10995116277761|687194768901
1317370069970|10995116277892|687194768901
1317576416761|10995116278083|687194768901
1317162814907|10995116278230|687194768901
1317398086416|10995116278274|687194768901
1317189931081|10995116278326|687194768901
1317257362935|10995116278767|687194768901
1317632524710|10995116279452|687194768901
1317184499779|13194139533966|687194768901
1317102471069|15393162788957|687194768901
1317468844995|15393162789023|687194768901
1317150820411|15393162789151|687194768901
1317454569611|15393162790399|687194768901
1317669593805|17592186044645|687194768901
1317163343605|17592186044794|687194768901
1317437512339|17592186045004|687194768901
1317117929071|17592186045488|687194768901
1317360725738|17592186045813|687194768901
1317153613733|19791209300224|687194768901
1317378290522|19791209300501|687194768901
1317127672647|19791209300502|687194768901
1317420727194|8796093023896|687194768904
1303579936827|10995116278230|481036338723
1330917815124|2199023256573|824633722409
1330634967094|555|824633722410
1289709442615|555|343597385270
1289490300433|981|343597385270
1289425370820|1223|343597385270
1350985501849|17592186045004|1099511629389
1351258746769|32985348833673|1099511629390
1346726091341|1443|1030792152694
1346955082117|1682|1030792152694
1346535016190|2199023255898|1030792152694
1346978101673|2199023256304|1030792152694
1346677780087|4398046511247|1030792152694
1346707358788|4398046511357|1030792152694
1346876672660|4398046512195|1030792152694
1346813464765|4398046512585|1030792152694
1346894166919|8796093022402|1030792152694
1346566053804|8796093023616|1030792152694
1346787661655|8796093023864|1030792152694
1346651140240|8796093023896|1030792152694
1346433005997|10995116277761|1030792152694
1346917405053|10995116277892|1030792152694
1346774740588|10995116278083|1030792152694
1346527149920|10995116278091|1030792152694
1346908281530|10995116278230|1030792152694
1346661308456|10995116278274|1030792152694
1346539387621|10995116278326|1030792152694
1346665112131|10995116279335|1030792152694
1346805541142|15393162788957|1030792152694
1346550377924|15393162789151|1030792152694
1346771340480|15393162789781|1030792152694
1346959159984|15393162790071|1030792152694
1346878562696|17592186044645|1030792152694
1267352761259|1204|1740
1309754209875|1204|549755815669
1309857592768|13194139534730|549755815669
1309931898433|13194139534730|549755815670
1321828541932|1204|755914245892
1348717474088|1204|1099511629605
1348512831268|13194139534730|1099511629605
1348516428655|28587302322210|1099511629605
1348897216015|30786325578726|1099511629605
1348666425832|1204|1099511629607
1348853832186|13194139534730|1099511629607
1348409909382|28587302322210|1099511629607
1348549249819|30786325578726|1099511629607
1322191392485|1204|755914245940
1322418682310|1204|755914245947
1322087097018|24189255812167|755914245947
1281437297122|1204|206158432065
1305117940461|1204|549755815775
1305548604607|1204|549755815784
1305212489441|1204|549755815788
1325838477170|24189255812167|755914246019
1350942880442|1204|1099511629710
1351362164308|13194139534730|1099511629712
1317964093293|1204|687194769359
1317413249969|1204|687194769361
1317386178337|13194139534730|687194769361
1312084559112|1204|618475292646
1311936672122|1204|618475292659
1304521652093|13194139534730|481036339204
1304511206646|13194139534730|481036339213
1275954775408|1204|137438955562
1350741550010|2199023255824|1099511629996
1350346805583|2199023256383|1099511629996
1350750875262|4398046511304|1099511629996
1350826540049|4398046511661|1099511629996
1350541050911|4398046512405|1099511629996
1350598369382|15393162789106|1099511629996
1350767573692|17592186045284|1099511629996
1350756478566|19791209300814|1099511629996
1350315530183|19791209301454|1099511629996
1350325198857|19791209301531|1099511629996
1350578885007|21990232556019|1099511629996
1350533978041|21990232556083|1099511629996
1350826868987|21990232556130|1099511629996
1350552604187|24189255812037|1099511629996
1350783402522|24189255812556|1099511629996
1350558562510|35184372090482|1099511629996
1350685880887|35184372090482|1099511629999
1343378244192|21990232556083|1030792153283
1319972703813|910|687194769623
1319924223888|2199023256383|687194769623
1320195023346|4398046511304|687194769623
1320051760732|4398046511661|687194769623
1320131522132|13194139534949|687194769623
1320316059855|17592186045284|687194769623
1320307956335|19791209300224|687194769623
1320110703208|19791209300814|687194769623
1320197619727|19791209301454|687194769623
1320028744746|19791209301531|687194769623
1319887619681|19791209301580|687194769623
1291643572694|910|343597385989
1291675388992|2199023255824|343597385989
1291459599366|2199023256383|343597385989
1291461584987|4398046511661|343597385989
1321037537257|21990232556130|755914246420
1304242394962|910|481036339496
1304815126174|2199023255824|481036339496
1304615697126|4398046511304|481036339496
1304332245869|4398046512405|481036339496
1304304474912|10995116277851|481036339496
1304776157017|15393162789106|481036339496
1344678895169|17592186045284|1030792153391
1316062278852|2199023256383|687194769727
1315903555192|4398046511304|687194769727
1316324816525|4398046512405|687194769727
1316269236852|17592186045284|687194769727
1315778720743|19791209300224|687194769727
1315896187344|19791209300814|687194769727
1315807519369|19791209301454|687194769727
1315957019775|19791209301580|687194769727
1353776538220|4398046512405|1168231106882
1353583601519|2199023256383|1168231106890
1354005756991|4398046511304|1168231106890
1353736453384|4398046512405|1168231106890
1353784329994|13194139534949|1168231106890
1353856999697|19791209300224|1168231106890
1353894164022|19791209301454|1168231106890
1353832501156|19791209301531|1168231106890
1353973765528|19791209301580|1168231106890
1353590052117|21990232556019|1168231106890
1353818561820|21990232556083|1168231106890
1353873384251|21990232556130|1168231106890
1353904450277|24189255812037|1168231106890
1353903877295|26388279067210|1168231106890
1353995806335|28587302322311|1168231106890
1353493931850|30786325578120|1168231106890
1353614177225|30786325578829|1168231106890
1353513176056|30786325578929|1168231106890
1353829523767|32985348833584|1168231106890
1353519701401|32985348833938|1168231106890
1353494615525|37383395345707|1168231106890
1353978809628|2199023256383|1168231106891
1353625212478|4398046511304|1168231106891
1353693283640|4398046512405|1168231106891
1353904352841|13194139534949|1168231106891
1353922327797|19791209300224|1168231106891
1353956286556|19791209301454|1168231106891
1353953576791|19791209301531|1168231106891
1353750589116|19791209301580|1168231106891
1353811899220|21990232556019|1168231106891
1353987795117|21990232556083|1168231106891
1353817017094|21990232556130|1168231106891
1354042431507|24189255811914|1168231106891
1354010725553|24189255812037|1168231106891
1353527907853|24189255812556|1168231106891
1353592567447|26388279067210|1168231106891
1354073237070|28587302322311|1168231106891
1353544229992|30786325578120|1168231106891
1353636416209|30786325578829|1168231106891
1353946248108|30786325578929|1168231106891
1354005814537|32985348833584|1168231106891
1353497861653|32985348833938|1168231106891
1353644671450|37383395345707|1168231106891
1353719355029|2199023256383|1168231106894
1353536320660|4398046511304|1168231106894
1353708596858|4398046512405|1168231106894
1353549964763|13194139534949|1168231106894
1353771068644|19791209300224|1168231106894
1353513276761|19791209301454|1168231106894
1353681097089|19791209301531|1168231106894
1353544633294|19791209301580|1168231106894
1353728753243|21990232556019|1168231106894
1353637627918|21990232556083|1168231106894
1353700675963|21990232556130|1168231106894
1354067804184|24189255811914|1168231106894
1353960291344|24189255812037|1168231106894
1354019970987|24189255812556|1168231106894
1354024374046|26388279067210|1168231106894
1353997530537|28587302322311|1168231106894
1354005067530|30786325578120|1168231106894
1353819693743|30786325578829|1168231106894
1353585383589|30786325578929|1168231106894
1353581871340|32985348833584|1168231106894
1353741934271|32985348833938|1168231106894
1353854453124|37383395345707|1168231106894
1354051677118|2199023256383|1168231106895
1353472469479|4398046511304|1168231106895
1353502461049|4398046512405|1168231106895
1353497770748|13194139534949|1168231106895
1353921249492|19791209300224|1168231106895
1353908954910|19791209301454|1168231106895
1353774955400|19791209301531|1168231106895
1353486498755|19791209301580|1168231106895
1353581549427|21990232556019|1168231106895
1353591373080|21990232556083|1168231106895
1353789294137|21990232556130|1168231106895
1353724232212|24189255811914|1168231106895
1353728789645|24189255812037|1168231106895
1353864223030|26388279067210|1168231106895
1354018559701|28587302322311|1168231106895
1353568477172|30786325578120|1168231106895
1353937956892|30786325578829|1168231106895
1353543542939|30786325578929|1168231106895
1353710109464|32985348833584|1168231106895
1353874755867|32985348833938|1168231106895
1353500182256|37383395345707|1168231106895
1306878218412|4398046511304|549755816277
1306926999947|4398046511661|549755816277
1306607746584|10995116277851|549755816277
1306605938837|13194139534949|549755816277
1307059196887|15393162789106|549755816277
1317128317311|2199023256383|687194769750
1309805191873|4398046511661|549755816294
1278166994964|910|137438955891
1278009257659|2199023256383|137438955891
1278134786932|4398046511304|137438955891
1311919177612|15393162789106|618475293062
1342973704076|15393162789106|1030792153501
1322788661709|21990232556130|755914246569
1342642222593|2199023255824|1030792153530
1287045245667|2199023255824|274877909452
1286905426975|2199023256383|274877909452
1287089345455|4398046511304|274877909452
1286902139866|4398046511661|274877909452
1287224491381|4398046512405|274877909452
1329060869329|773|824633723398
1316759317421|8796093023077|687194769954
1316685519102|8796093023077|687194769959
1316581562810|8796093023077|687194769961
1316673430652|8796093023077|687194769967
1337478853150|773|962072676943
1337523716419|8796093023077|962072676943
1340808638161|773|962072676956
1340702274636|8796093023077|962072676956
1340665263797|773|962072676958
1340994286380|8796093023077|962072676958
1340868569601|773|962072676963
1348476460995|773|1099511630445
1348710386057|773|1099511630449
1338178641244|773|962072676996
1352174188522|8796093023077|1099511630489
1352040795199|773|1099511630494
1330086534909|8796093023077|824633723558
1329558159180|8796093023077|824633723568
1313947413881|8796093023077|618475293380
1314048276305|8796093023077|618475293381
1314257045115|8796093023077|618475293382
1286608823107|8796093023077|274877909725
1322287859221|8796093023077|755914246906
1301927211783|8796093023077|481036339969
1352565251569|773|1168231107346
1333869260130|773|893353200411
1320044072868|8796093023077|687194770236
1305010056110|8796093023077|549755816783
1350140089526|773|1099511630684
1308336804669|2199023256031|549755816861
1308565543579|6597069766793|549755816861
1308539069744|6597069767706|549755816861
1308386269384|10995116278996|549755816861
1308510676613|13194139534730|549755816861
1308280569337|15393162788957|549755816861
1308416664412|17592186045577|549755816861
1308677648543|2199023256031|549755816901
1308553305536|6597069766793|549755816901
1308486444881|6597069767706|549755816901
1308304672485|10995116278996|549755816901
1308430944650|13194139534730|549755816901
1308567228063|15393162788957|549755816901
1308488982569|17592186045577|549755816901
1297660164480|13194139534447|412316863586
1282606296060|1204|206158433389
1282533069109|1204|206158433397
1307550338989|1204|549755817096
1307530423889|13194139534447|549755817096
1307569731485|13194139534610|549755817096
1307446687904|1204|549755817136
1307568779747|13194139534447|549755817136
1307750387019|13194139534610|549755817136
1331387229246|13194139534610|824633724088
1333492872464|1204|893353200836
1333516712481|1204|893353200842
1333374855180|13194139534447|893353200842
1333525223193|13194139534610|893353200842
1323191632877|13194139534610|755914247386
1350046549503|1204|1099511631069
1320099006287|1204|687194770657
1320408119830|1204|687194770664
1298351030863|1204|412316863751
1337499289914|1204|962072677641
1337375311795|1204|962072677642
1337272292099|13194139534447|962072677642
1337722772143|13194139534610|962072677642
1337654796524|26388279066773|962072677642
1286510106756|1204|274877910287
1295603893326|13194139534610|412316863784
1295982673239|13194139534610|412316863785
1326666281658|1204|824633724232
1335543863202|6597069767484|893353201070
1342597046692|910|1030792154574
1342848682824|6597069767484|1030792154574
1342657260711|6597069768129|1030792154574
1342609165381|6597069768167|1030792154574
1342784428035|10995116278230|1030792154574
1342662091864|10995116278727|1030792154574
1342373962104|10995116279024|1030792154574
1342537293292|13194139534447|1030792154574
1342292907018|17592186044648|1030792154574
1342524368658|17592186044850|1030792154574
1342543248144|19791209300150|1030792154574
1342745133775|21990232556623|1030792154574
1342330987838|24189255811723|1030792154574
1342494703301|28587302323389|1030792154574
1342522666294|28587302323659|1030792154574
1342738252695|30786325578598|1030792154574
1342770799295|30786325579250|1030792154574
1289985070598|4398046512582|343597387436
1276911312012|1555|137438957456
1300411690366|1555|481036341150
1300548008094|4398046512388|481036341150
1300179469862|8796093023087|481036341150
1300119288605|10995116278066|481036341150
1300172361818|13194139534169|481036341150
1353468441502|19791209300812|1168231108519
1353839790406|1204|1168231108521
1353974613351|1555|1168231108521
1353588502731|4398046512351|1168231108521
1353522608717|4398046512582|1168231108521
1353856412347|13194139534169|1168231108521
1353561110132|19791209300778|1168231108521
1354010384245|19791209300812|1168231108521
1353975699212|21990232555639|1168231108521
1353691152817|21990232556121|1168231108521
1353620698909|24189255811441|1168231108521
1354006945915|26388279066936|1168231108521
1353631883909|26388279067210|1168231108521
1353944565727|28587302323330|1168231108521
1354010064038|30786325578612|1168231108521
1319563448519|1204|687194771372
1319676136999|4398046512582|687194771372
1319383572904|8796093023087|687194771372
1319507177440|8796093023851|687194771372
1319598036106|10995116278066|687194771372
1319761812958|13194139533919|687194771372
1319505387467|13194139534169|687194771372
1280273827706|4398046512351|206158434264
1269309776313|1204|68719480812
1308788210289|1204|549755817982
1308728023568|1555|549755817982
1308790149135|4398046512351|549755817982
1308666045001|4398046512388|549755817982
1308589886341|4398046512582|549755817982
1308780129592|8796093023087|549755817982
1308590526661|10995116278066|549755817982
1308699059935|17592186045627|549755817982
1308338564296|1555|549755817984
1282860093462|1204|206158434314
1282813041805|1555|206158434314
1282508595350|4398046512351|206158434314
1282830809882|4398046512388|206158434314
1283033434381|4398046512582|206158434314
1348562729612|1204|1099511631928
1348660229412|4398046512351|1099511631928
1348737552170|4398046512388|1099511631928
1348466634171|8796093023087|1099511631928
1348288755033|10995116278066|1099511631928
1348515144167|17592186045627|1099511631928
1348547708721|19791209300812|1099511631928
1348674138488|21990232556121|1099511631928
1348665399149|24189255811441|1099511631928
1348439424303|26388279067210|1099511631928
1348708205732|19791209300812|1099511631929
1348200629396|10995116278066|1099511631930
1348352150879|1204|1099511631940
1348639743760|4398046512351|1099511631940
1348419001771|4398046512388|1099511631940
1348606740687|8796093023087|1099511631940
1348577280365|10995116278066|1099511631940
1348416251187|17592186045627|1099511631940
1348723517484|19791209300812|1099511631940
1348137846003|21990232556121|1099511631940
1348634169550|24189255811441|1099511631940
1348622638581|26388279067210|1099511631940
1348491277396|28587302322216|1099511631940
1305005186167|1204|549755818067
1305405909920|4398046512351|549755818067
1305103778579|4398046512388|549755818067
1305108657489|8796093023087|549755818067
1305099123103|8796093023851|549755818067
1305334560669|10995116278066|549755818067
1305394318544|13194139533919|549755818067
1326078194989|1204|755914248284
1326258983043|4398046512351|755914248284
1326043739156|4398046512388|755914248284
1325944869232|4398046512582|755914248284
1325873561172|8796093023087|755914248284
1326344197078|8796093023851|755914248284
1325836314280|10995116278066|755914248284
1325884700381|13194139533919|755914248284
1326199180448|13194139534169|755914248284
1325816409934|21990232555639|755914248284
1326372177449|21990232556121|755914248284
1326074550272|1204|755914248291
1326017299162|4398046512351|755914248291
1325844078156|4398046512388|755914248291
1325849808675|4398046512582|755914248291
1326175749632|8796093023087|755914248291
1326228535112|8796093023851|755914248291
1326036631449|10995116278066|755914248291
1326365426178|13194139533919|755914248291
1326128664494|13194139534169|755914248291
1326162334665|21990232556121|755914248291
1340304956584|4398046512351|962072678510
1340066412852|4398046512388|962072678510
1339988936901|4398046512582|962072678510
1340033174444|8796093023087|962072678510
1340040112891|8796093023851|962072678510
1340330878317|10995116278066|962072678510
1340004445496|13194139533919|962072678510
1305825678316|8796093023851|549755818100
1333784712238|1204|893353201795
1334080221660|1555|893353201795
1333969359080|4398046512351|893353201795
1334086698990|4398046512582|893353201795
1334315972587|8796093023851|893353201795
1334192186491|10995116278066|893353201795
1333983484354|13194139534169|893353201795
1334132937496|19791209300778|893353201795
1333956914702|19791209300812|893353201795
1333916342792|21990232555639|893353201795
1334159848370|21990232556121|893353201795
1334288739065|24189255811148|893353201795
1334054237040|24189255811441|893353201795
1334305179307|26388279067210|893353201795
1333921305021|1204|893353201796
1334012696596|1555|893353201796
1334146544538|4398046512351|893353201796
1334280962106|4398046512582|893353201796
1334217965561|8796093023851|893353201796
1334324898317|10995116278066|893353201796
1333861359974|13194139534169|893353201796
1333771404821|19791209300778|893353201796
1334073749585|19791209300812|893353201796
1334071734584|21990232555639|893353201796
1333973830629|21990232556121|893353201796
1334199029416|24189255811148|893353201796
1334183149580|24189255811441|893353201796
1334168454290|26388279067210|893353201796
1313064234202|17592186045707|618475295187
1290399092680|705|343597388347
1290093108619|910|343597388347
1290454059950|1204|343597388347
1289957003038|4398046511608|343597388347
1290144870001|8796093022572|343597388347
1290323659301|705|343597388352
1289958785195|910|343597388352
1290136317364|1204|343597388352
1290371331066|4398046511608|343597388352
1290015121002|8796093022572|343597388352
1290418604731|705|343597388353
1290153987074|910|343597388353
1290051969069|1204|343597388353
1289956394025|4398046511608|343597388353
1290335739355|8796093022572|343597388353
1289954976564|705|343597388361
1290399566366|910|343597388361
1290169237535|1204|343597388361
1290195494311|4398046511608|343597388361
1290455906009|8796093022572|343597388361
1313451243268|705|618475295310
1313268629035|910|618475295310
1313164040520|2199023256031|618475295310
1313200143666|2199023256503|618475295310
1313474379980|8796093022572|618475295310
1313596310605|15393162789420|618475295310
1313677782701|17592186044645|618475295310
1313577558497|17592186045707|618475295310
1320580074714|21990232555855|687194772114
1320627894530|21990232557028|687194772114
1333562991854|705|893353202405
1333566796301|910|893353202405
1333648105831|2199023256031|893353202405
1333712197109|2199023256503|893353202405
1333662435174|2199023256657|893353202405
1333443644255|4398046511608|893353202405
