creationdate:LONG|:START_ID(Forum)|:END_ID(Tag)
1291189765550|343597383802|2
1320835260987|755914244219|2057
1265775786825|124|2057
1304233982704|481036337277|2057
1344132712158|1030792151166|2057
1279298469212|206158430335|2
1343119431338|1030792151168|2057
1315758886153|687194767489|2
1353472407209|1168231104642|2
1306584287595|549755814019|2
1316744213888|687194767492|2
1309322296996|549755814021|2
1279989598122|206158430342|2
1295364734725|412316860551|2057
1277793770392|137438953608|2
1311887559446|618475290761|2
1323330350734|755914244234|2057
1274451267194|137438953611|2057
1342563749789|1030792151180|2057
1303103358611|481036337293|2
1322764564783|755914244238|2
1335244386029|893353197711|2057
1317318347347|687194767504|2057
1342275061975|1030792151185|2
1330018061269|824633720978|2
1286652213194|274877907091|2
1265754551024|148|1936
1265754551024|148|2909
1279574800513|206158430357|1936
1269663301442|68719476886|1936
1328492928109|824633720983|1936
1293121403843|343597383832|2909
1329452852153|824633720986|1936
1282240819196|206158430363|1936
1267361711427|156|1936
1316311967372|687194767517|2909
1310933903212|618475290782|1936
1337004120762|962072674463|1936
1340414070825|962072674464|1936
1348334594687|1099511627937|1936
1274861725000|137438953634|2909
1337606305818|962072674467|2909
1310512279664|618475290788|1936
1351858430557|1099511627941|1936
1329528741957|824633720998|2909
1341261626927|962072674471|1936
1313775844934|618475290792|2909
1286007800267|274877907114|1936
1295741423123|412316860587|1936
1322091373866|755914244268|1936
1268372745830|68719476909|2909
1301840484103|481036337326|2909
1352433015481|1168231104687|2909
1333672022205|893353197744|1936
1315274077845|618475290801|2909
1319897426652|687194767539|1936
1304931395156|549755814068|1936
1313232768637|618475290805|1936
1349603299608|1099511627958|1936
1315359505956|687194767543|1936
1263780123909|184|193
1263780123909|184|801
1263780123909|184|1410
1263780123909|184|1680
1263780123909|184|2011
1263780123909|184|2023
1263780123909|184|2028
1263780123909|184|2043
1263780123909|184|2784
1263780123909|184|2803
1263780123909|184|2820
1263780123909|184|2836
1263780123909|184|2859
1263780123909|184|2879
1263780123909|184|2890
1263780123909|184|2999
1263780123909|184|3014
1263780123909|184|4871
1263780123909|184|6365
1263780123909|184|6704
1263780123909|184|6934
1263780123909|184|7598
1263780123909|184|7782
1263780123909|184|12498
1263780123909|184|14846
1266571023438|185|1021
1266571023438|185|1664
1266571023438|185|2002
1266571023438|185|2041
1266571023438|185|2074
1266571023438|185|2781
1266571023438|185|2796
1266571023438|185|2816
1266571023438|185|2861
1266571023438|185|3055
1266571023438|185|5129
1266571023438|185|6354
1266571023438|185|6878
1266571023438|185|7330
1266571023438|185|7523
1266571023438|185|7604
1266571023438|185|10147
1266571023438|185|11745
1270751893996|68719476922|10147
1351947581337|1099511627963|2041
1297586054319|412316860604|2861
1316673925327|687194767549|10147
1282138947749|206158430398|1664
1342905035129|1030792151231|2074
1311679610668|618475290816|2816
1307131039021|549755814081|2816
1290723760487|343597383874|1664
1327710151939|824633721028|2796
1333714193654|893353197765|2796
1321162668376|755914244294|1021
1304277220731|481036337351|2796
1307275881923|549755814088|7604
1331024217051|824633721033|7523
1333080710048|893353197770|7330
1323104985753|755914244300|2816
1349985068670|1099511627981|5129
1320097160164|687194767566|6354
1302965002793|481036337359|6878
1301939702837|481036337360|7523
1298345602734|412316860625|7330
1337260901070|962072674514|2861
1291260299268|343597383891|1021
1285934736241|274877907156|11745
1280221576895|206158430421|7604
1289025299030|343597383894|1021
1307757556486|549755814103|10147
1295490031933|412316860632|2002
1307335091097|549755814105|6354
1326115099367|824633721050|1664
1313576581337|618475290843|10147
1266583344255|220|566
1266583344255|220|567
1266583344255|220|585
1266583344255|220|591
1266583344255|220|776
1266583344255|220|781
1266583344255|220|795
1266583344255|220|807
1266583344255|220|1021
1266583344255|220|1450
1266583344255|220|1760
1266583344255|220|1984
1266583344255|220|1986
1266583344255|220|1988
1266583344255|220|1992
1266583344255|220|1995
1266583344255|220|1996
1266583344255|220|2014
1266583344255|220|2044
1266583344255|220|2045
1266583344255|220|2056
1266583344255|220|2078
1266583344255|220|2792
1266583344255|220|2797
1266583344255|220|2824
1266583344255|220|3106
1266583344255|220|4849
1266583344255|220|6368
1266583344255|220|6930
1266583344255|220|9102
1266583344255|220|9706
1266583344255|220|11679
1262306776678|221|1518
1262306776678|221|1989
1262306776678|221|2014
1262306776678|221|7580
1262863211390|222|1932
1262863211390|222|2933
1264861413459|223|193
1264861413459|223|586
1264861413459|223|785
1264861413459|223|1684
1264861413459|223|2803
1264861413459|223|2948
1264861413459|223|6368
1264861413459|223|6413
1264861413459|223|7380
1264432231430|224|411
1264432231430|224|5162
1264432231430|224|9271
1263129876708|225|280
1263129876708|225|292
1263129876708|225|543
1263129876708|225|544
1263129876708|225|1987
1263129876708|225|2779
1263129876708|225|2780
1263129876708|225|2792
1263129876708|225|2829
1263129876708|225|2834
1263129876708|225|2932
1263129876708|225|4847
1263129876708|225|5119
1263129876708|225|6945
1263129876708|225|9143
1263129876708|225|9209
1263129876708|225|9329
1263129876708|225|11622
1263763834103|226|8
1263763834103|226|206
1263763834103|226|569
1263763834103|226|778
1263763834103|226|1408
1263763834103|226|1454
1263763834103|226|1760
1263763834103|226|1989
1263763834103|226|2044
1263763834103|226|2779
1263763834103|226|2783
1263763834103|226|2885
1263763834103|226|3041
1263763834103|226|5062
1263763834103|226|5163
1263763834103|226|6438
1263763834103|226|7507
1263763834103|226|11409
1263763834103|226|12047
1263763834103|226|12296
1264596346698|227|1635
1266740272178|229|1732
1266740272178|229|5153
1276462360999|137438953702|1732
1300074984217|481036337383|1732
1353463752289|1168231104744|5153
1319212394241|687194767593|5153
1328025196989|824633721067|5153
1314738792905|618475290860|5153
1279697412657|206158430445|1732
1349774479986|1099511628014|1732
1316745859065|687194767599|5153
1269298488049|68719476976|5153
1282617683658|206158430449|1732
1308319548112|549755814130|1732
1282482334394|206158430451|1732
1344555807769|1030792151284|1732
1329947268902|824633721077|5153
1316770259231|687194767606|5153
1345252701759|1030792151287|1732
1294583177359|412316860664|5153
1273450906639|137438953721|5153
1316666380332|687194767610|5153
1348137230474|1099511628027|5153
1304851088504|549755814140|5153
1310480576012|618475290877|5153
1289141358751|343597383934|5153
1288948578959|343597383935|1732
1325785542857|755914244352|1732
1331436262853|893353197825|5153
1325855337230|755914244354|5153
1305398359081|549755814147|5153
1339845295496|962072674564|5153
1305548903277|549755814149|5153
1333768642885|893353197830|1732
1264365141771|264|1406
1266756223240|265|1533
1266756223240|265|1985
1266756223240|265|5063
1312641193141|618475290890|5063
1325909420519|755914244363|5063
1273989501340|137438953741|1533
1338316875528|962072674574|1533
1306252282899|549755814159|1985
1313759287834|618475290896|5063
1282809175021|206158430482|1985
1327129366821|824633721107|5063
1278970772615|206158430484|5063
1296402984342|412316860693|1985
1306434431605|549755814167|1985
1312011872474|618475290904|1533
1289897906077|343597383961|5063
1313110137644|618475290906|1533
1315803021769|687194767643|5063
1315712151447|687194767644|5063
1350928799769|1099511628061|1533
1346624485842|1030792151326|5063
1310449140860|618475290911|1533
1320480795838|687194767648|1533
1344677047527|1030792151329|5063
1310523255321|618475290914|1533
1297436171479|412316860707|1533
1325888358141|755914244389|1533
1302292190858|481036337446|1533
1334045523902|893353197863|5063
1352663895951|1168231104808|1533
1272522448814|68719477033|1985
1286861742335|274877907242|1533
1333404591780|893353197867|5063
1267074648286|300|1732
1266147356669|301|138
1266147356669|301|145
1266147356669|301|206
1266147356669|301|545
1266147356669|301|561
1266147356669|301|565
1266147356669|301|569
1266147356669|301|597
1266147356669|301|780
1266147356669|301|783
1266147356669|301|786
1266147356669|301|1153
1266147356669|301|1154
1266147356669|301|1444
1266147356669|301|1454
1266147356669|301|1505
1266147356669|301|1506
1266147356669|301|1667
1266147356669|301|1771
1266147356669|301|1988
1266147356669|301|1991
1266147356669|301|1992
1266147356669|301|2005
1266147356669|301|2011
1266147356669|301|2782
1266147356669|301|2785
1266147356669|301|2820
1266147356669|301|2836
1266147356669|301|2844
1266147356669|301|2846
1266147356669|301|2888
1266147356669|301|2954
1266147356669|301|3063
1266147356669|301|3089
1266147356669|301|5115
1266147356669|301|5197
1266147356669|301|6981
1266147356669|301|6993
1266147356669|301|7509
1266147356669|301|7604
1266147356669|301|9170
1266147356669|301|9474
1266147356669|301|9477
1266147356669|301|10417
1266147356669|301|11408
1266147356669|301|11531
1266147356669|301|11644
1266147356669|301|14298
1265961875439|302|244
1348740956675|1099511628079|244
1336807730779|962072674608|244
1304833526603|549755814193|244
1318418564773|687194767666|244
1340859260621|962072674611|244
1284097264738|274877907252|244
1299882547452|481036337461|244
1311135365282|618475290934|244
1286434641337|274877907255|244
1350383905192|1099511628088|244
1350684014454|1099511628089|244
1314982931492|618475290938|244
1335638237878|893353197883|244
1320682711551|755914244413|244
1326096321089|824633721150|244
1289801984276|343597383999|244
1329646334799|824633721152|244
1298819045994|412316860737|244
1280215697212|206158430530|244
1267474369512|323|244
1288422109433|274877907268|244
1343282152308|1030792151365|244
1332589134162|893353197894|244
1322260563192|755914244423|244
1333363198419|893353197896|244
1306609523157|549755814217|244
1349130399743|1099511628106|244
1270636241799|68719477067|244
1275485776276|137438953804|244
1343019275035|1030792151373|244
1276396497455|137438953806|244
1297060356730|412316860751|244
1316911450547|687194767696|244
1308174379712|549755814225|244
1264573043238|338|4
1264573043238|338|196
1264573043238|338|293
1264573043238|338|561
1264573043238|338|595
1264573043238|338|2021
1264573043238|338|2780
1264573043238|338|2803
1264573043238|338|2833
1264573043238|338|2859
1264573043238|338|2882
1264573043238|338|2911
1264573043238|338|5176
1264573043238|338|5962
1264573043238|338|6771
1264573043238|338|7380
1264573043238|338|7534
1264573043238|338|7567
1264573043238|338|7601
1264573043238|338|9474
1264573043238|338|10147
1264573043238|338|10367
1264573043238|338|13357
1264573043238|338|13851
1349278806984|1099511628115|2911
1315571386234|687194767701|561
1317413396109|687194767702|293
1288820269633|343597384023|293
1349171053209|1099511628120|6771
1346377419934|1030792151385|2859
1300818585767|481036337498|9474
1315388608155|687194767707|2859
1348454067464|1099511628124|7601
1302071293229|481036337501|13851
1296590340727|412316860766|5176
1271951517457|68719477087|10147
1352328630116|1099511628129|561
1296853551295|412316860771|561
1296352695927|412316860772|13851
1338720368523|962072674661|196
1275915360902|137438953830|13357
1325282354413|755914244455|10147
1303034280912|481036337512|2021
1339824493125|962072674665|7534
1318887545492|687194767722|6771
1297236786305|412316860779|10367
1346782882468|1030792151404|13357
1334547366375|893353197933|2780
1324827350918|755914244462|7601
1300693160993|481036337519|7380
1351057564201|1099511628144|2859
1290730137779|343597384049|13851
1322944792715|755914244466|13851
1322398607237|755914244467|2780
1269615534614|68719477108|5176
1343772827608|1030792151413|2859
1263841884363|374|1940
1263841884363|374|6409
1263841884363|374|9174
1266088858228|375|6
1266088858228|375|143
1266088858228|375|205
1266088858228|375|414
1266088858228|375|574
1266088858228|375|583
1266088858228|375|596
1266088858228|375|777
1266088858228|375|778
1266088858228|375|801
1266088858228|375|1670
1266088858228|375|1986
1266088858228|375|1991
1266088858228|375|2003
1266088858228|375|2010
1266088858228|375|2033
1266088858228|375|2071
1266088858228|375|2113
1266088858228|375|2777
1266088858228|375|2808
1266088858228|375|2812
1266088858228|375|2841
1266088858228|375|2918
1266088858228|375|2947
1266088858228|375|2951
1266088858228|375|2974
1266088858228|375|3043
1266088858228|375|3102
1266088858228|375|5116
1266088858228|375|6938
1266088858228|375|6990
1266088858228|375|7516
1266088858228|375|9058
1266088858228|375|9143
1266088858228|375|9314
1266088858228|375|11537
1266088858228|375|11898
1266088858228|375|13456
1311536310457|618475291000|2951
1267292262292|377|2113
1342276876498|1030792151418|583
1277796750281|137438953851|2808
1347517240039|1099511628156|6
1329636049043|824633721213|1670
1325678376324|755914244478|1991
1347951523640|1099511628159|583
1286038428448|274877907328|801
1291872738916|343597384065|414
1325100952394|755914244482|414
1330545289501|824633721219|13456
1332967598972|893353197956|2812
1269487667359|68719477125|596
1319477296129|687194767750|3043
1342505123712|1030792151431|3043
1345013928839|1030792151432|6
1345654973663|1030792151433|9143
1328121591687|824633721226|2947
1311937600224|618475291019|574
1317116909219|687194767756|2841
1267597661367|397|2841
1344585056738|1030792151438|9143
1280720070741|206158430607|2113
1310293683060|618475291024|2951
1313234329555|618475291025|2841
1347312895970|1099511628178|777
1306829492844|549755814291|6990
1267826243215|68719477140|5116
1317733092629|687194767765|3102
1269284485096|68719477142|5116
1282471139903|206158430615|11537
1311750962478|618475291032|2947
1279850328936|206158430617|2777
1310474078558|618475291034|2947
1269623643944|68719477147|205
1296825910484|412316860828|11898
1341231729182|962072674717|2918
1263880993336|415|193
1263880993336|415|1187
1263880993336|415|1203
1263880993336|415|1679
1263880993336|415|1770
1263880993336|415|1909
1263880993336|415|2033
1263880993336|415|2087
1263880993336|415|2089
1263880993336|415|2820
1263880993336|415|2825
1263880993336|415|2834
1263880993336|415|2890
1263880993336|415|2904
1263880993336|415|2958
1263880993336|415|2975
1263880993336|415|2992
1263880993336|415|3036
1263880993336|415|3045
1263880993336|415|3082
1263880993336|415|4947
1263880993336|415|5066
1263880993336|415|5115
1263880993336|415|5546
1263880993336|415|6394
1263880993336|415|6405
1263880993336|415|6931
1263880993336|415|7604
1263880993336|415|7975
1263880993336|415|8757
1263880993336|415|9097
1263880993336|415|9144
1263880993336|415|10401
1263880993336|415|12296
1263880993336|415|14348
1263880993336|415|14379
1264072576071|416|149
1264072576071|416|205
1264072576071|416|2005
1264072576071|416|2026
1336423210673|893353197985|2026
1304623379204|481036337570|149
1309432640051|549755814307|2026
1265325002614|420|2026
1286270855739|274877907365|2005
1286270959651|274877907366|2026
1336552410484|962072674727|2026
1323960131001|755914244520|2005
1265971781470|425|149
1267315705295|426|149
1314751769144|618475291051|2026
1303384557719|481036337580|2026
1268177400947|68719477165|205
1278604327841|206158430638|149
1306523190885|549755814319|149
1283082199979|206158430640|205
1341396781535|962072674737|2026
1338287676111|962072674738|205
1270428221731|68719477171|205
1289248241324|343597384116|2026
1286655044815|274877907381|149
1312177466366|618475291062|2026
1288686492029|274877907383|205
1292193374555|343597384120|205
1346414707817|1030792151481|2026
1286095425495|274877907386|205
1348768290467|1099511628219|205
1318004705050|687194767804|2005
1321680778480|755914244541|2005
1273012734371|137438953918|2026
1330691540284|824633721279|205
1293892176710|343597384128|2026
1351390778878|1099511628225|2026
1338673678461|962072674754|2005
1318544900816|687194767811|2005
1262360757061|452|138
1262360757061|452|463
1262360757061|452|470
1262360757061|452|589
1262360757061|452|785
1262360757061|452|810
1262360757061|452|1031
1262360757061|452|1153
1262360757061|452|1171
1262360757061|452|1173
1262360757061|452|1375
1262360757061|452|1614
1262360757061|452|1675
1262360757061|452|1766
1262360757061|452|1908
1262360757061|452|1992
1262360757061|452|2049
1262360757061|452|2079
1262360757061|452|2786
1262360757061|452|2811
1262360757061|452|2817
1262360757061|452|2829
1262360757061|452|2871
1262360757061|452|2887
1262360757061|452|2896
1262360757061|452|2919
1262360757061|452|2931
1262360757061|452|2980
1262360757061|452|2982
1262360757061|452|2999
1262360757061|452|3094
1262360757061|452|5712
1262360757061|452|6438
1262360757061|452|6518
1262360757061|452|6945
1262360757061|452|6991
1262360757061|452|7034
1262360757061|452|7338
1262360757061|452|7572
1262360757061|452|8499
1262360757061|452|9036
1262360757061|452|9058
1262360757061|452|9299
1262360757061|452|9317
1262360757061|452|11240
1262360757061|452|15227
1311596389157|618475291077|2982
1338059947057|962072674758|11240
1295304926220|412316860871|2896
1284222485480|274877907400|3094
1265308994734|457|9317
1298876153432|412316860874|1908
1319676776507|687194767819|9058
1307134156875|549755814348|9058
1328187190770|824633721293|2871
1286845914656|274877907406|15227
1295851851437|412316860879|1992
1330163949443|824633721296|1908
1339759654684|962072674769|2786
1266811058033|466|5712
1328123826283|824633721299|2829
1264505652250|468|2982
1303256943910|481036337621|2919
1333561750993|893353198039|1675
1326955847756|824633721304|1173
1263715433408|473|2871
1290863929467|343597384154|9036
1269634195779|68719477211|7338
1267947826218|68719477212|2817
1292854445222|343597384157|6518
1280920220864|206158430686|1173
1317565593032|687194767839|810
1342510804574|1030792151520|8499
1270442325198|68719477217|1375
1275501203476|137438953954|470
1297331862348|412316860899|1992
1287206539199|274877907428|138
1350826324336|1099511628261|7572
1286538342395|274877907430|7034
1346246485785|1030792151527|810
1267144394619|489|1154
1267144394619|489|1940
1337919690766|962072674794|1154
1353862724723|1168231105003|1154
1340419430780|962072674796|1154
1341780453767|962072674797|1154
1335271646736|893353198062|1940
1340852475994|962072674799|1154
1329003950973|824633721328|1940
1325796689938|755914244593|1940
1313858436899|618475291122|1154
1286863332446|274877907443|1940
1333695943942|893353198068|1154
1332557084936|893353198069|1940
1280798898004|206158430711|1940
1299948852324|481036337656|1940
1318400538444|687194767866|1154
1317833941776|687194767867|1940
1348611480242|1099511628284|1154
1301395203675|481036337661|1940
1301780256102|481036337662|1940
1283448308002|206158430719|1940
1339489733502|962072674816|1940
1304006301149|481036337665|1154
1313169573568|618475291138|1940
1350738642648|1099511628291|1154
1267188026313|516|1940
1340140557969|962072674821|1940
1294082809108|343597384198|1940
1332844779656|893353198087|1154
1270735967561|68719477256|1154
1299245269271|412316860937|1940
1298060892448|412316860938|1154
1334404766797|893353198091|1154
1266632539856|524|183
1266632539856|524|468
1266632539856|524|574
1266632539856|524|774
1266632539856|524|779
1266632539856|524|1175
1266632539856|524|1533
1266632539856|524|1990
1266632539856|524|1993
1266632539856|524|2100
1266632539856|524|2789
1266632539856|524|2813
1266632539856|524|2831
1266632539856|524|2837
1266632539856|524|2845
1266632539856|524|2919
1266632539856|524|2994
1266632539856|524|3034
1266632539856|524|3036
1266632539856|524|3092
1266632539856|524|6413
1266632539856|524|7005
1266632539856|524|8303
1266632539856|524|9063
1279069356177|206158430733|2837
1342720004584|1030792151566|3034
1334032612094|893353198095|1533
1316985146583|687194767888|183
1302439213623|481036337682|1533
1310461228112|618475291155|1175
1272237528667|68719477268|574
1304727947980|549755814421|3034
1351625563530|1099511628310|3034
1337376778696|962072674839|3036
1316375342358|687194767896|9063
1307349179883|549755814425|574
1330462921643|824633721370|2100
1335461667515|893353198107|1993
1289766061400|343597384220|2919
1276760522550|137438954013|3092
1267418481162|542|9063
1310187965601|618475291167|779
1299867693872|481036337696|1533
1331733548290|893353198113|3034
1288695707260|274877907490|183
1315156440657|618475291171|3034
1292911692852|343597384228|2845
1285607484482|274877907493|2919
1270721542250|68719477286|1993
1303798248769|481036337703|8303
1319487215893|687194767912|183
1309822591490|549755814441|8303
1278507184020|206158430762|2837
1286093568768|274877907499|3092
1287117957262|274877907500|1533
1312647176014|618475291181|2789
1324804428893|755914244654|7005
1264468035669|559|145
1264468035669|559|287
1264468035669|559|1170
1264468035669|559|1379
1264468035669|559|1759
1264468035669|559|1985
1264468035669|559|2812
1264468035669|559|2824
1264468035669|559|2844
1264468035669|559|2919
1264468035669|559|2957
1264468035669|559|2973
1264468035669|559|2978
1264468035669|559|3053
1264468035669|559|3081
1264468035669|559|5498
1264468035669|559|6429
1264468035669|559|6533
1264468035669|559|6981
1264468035669|559|7380
1264468035669|559|7719
1264468035669|559|8767
1264468035669|559|9174
1264468035669|559|9293
1264468035669|559|10024
1264468035669|559|10028
1264468035669|559|11338
1264468035669|559|12128
1264468035669|559|14171
1263288350126|560|445
1263288350126|560|2790
1263288350126|560|2840
1263288350126|560|5189
1263288350126|560|6440
1263288350126|560|6704
1263288350126|560|7354
1263288350126|560|9163
1264358805614|561|1799
1264358805614|561|2813
1264358805614|561|2896
1264358805614|561|2900
1264358805614|561|3049
1264358805614|561|3084
1264358805614|561|5303
1264358805614|561|6704
1264358805614|561|7777
1264358805614|561|8107
1264358805614|561|9326
1264358805614|561|9548
1264358805614|561|11541
1262809691024|562|522
1262809691024|562|2836
1262930420612|563|244
1262930420612|563|295
1262930420612|563|803
1262930420612|563|1174
1262930420612|563|1181
1262930420612|563|1546
1262930420612|563|1764
1262930420612|563|1863
1262930420612|563|2017
1262930420612|563|2779
1262930420612|563|2785
1262930420612|563|2792
1262930420612|563|2807
1262930420612|563|2812
1262930420612|563|2827
1262930420612|563|2829
1262930420612|563|2884
1262930420612|563|2889
1262930420612|563|2944
1262930420612|563|3027
1262930420612|563|4848
1262930420612|563|4872
1262930420612|563|5153
1262930420612|563|5951
1262930420612|563|6931
1262930420612|563|6940
1262930420612|563|6971
1262930420612|563|7311
1262930420612|563|7396
1262930420612|563|7517
1262930420612|563|7543
1262930420612|563|7570
1262930420612|563|7638
1262930420612|563|13265
1265291917400|564|811
1265291917400|564|1908
1265291917400|564|1986
1265291917400|564|4850
1265291917400|564|7051
1265291917400|564|7394
1265291917400|564|7534
1265291917400|564|13453
1298881514626|412316860981|13453
1269762925667|68719477302|4850
1284762896028|274877907511|1986
1341241373356|962072674872|1908
1353571299298|1168231105081|7534
1286583795908|274877907514|13453
1278088845793|137438954044|811
1266660499315|573|811
1328487189009|824633721406|7394
1294116539348|412316860991|4850
1301443362553|481036337728|7051
1347153852652|1099511628353|1908
1335226636735|893353198146|4850
1289926465325|343597384259|1908
1296976894424|412316860996|1986
1345025688508|1030792151621|1986
1265711029986|582|13453
1331684903678|893353198151|1908
1309088605798|549755814472|13453
1280610449501|206158430793|1986
1330461262874|824633721418|13453
1334901824990|893353198155|7394
1285191658484|274877907532|4850
1280694713954|206158430797|7051
1308844779545|549755814478|1908
1287651469054|274877907535|1908
1315350541640|687194767952|1908
1326223896926|824633721425|13453
1312430822891|618475291218|7394
1267273627775|596|13453
1339461439532|962072674901|7051
1281137340211|206158430806|7051
1333058075080|893353198167|811
1265763055975|600|1974
1272860611011|68719477337|1974
1295143715215|412316861018|1974
