creationdate:LONG|:START_ID(Person)|:END_ID(Person)
1330835216931|42|15393162788957
1327775501024|42|15393162789023
1326801650584|42|15393162789151
1323460845742|42|15393162789781
1351629860348|42|15393162790071
1322975260048|42|15393162790399
1311113460969|42|17592186044645
1321825059158|42|17592186044794
1341796948374|42|17592186045488
1347543142414|42|17592186045813
1333148102931|42|19791209300224
1351015253941|42|19791209300501
1352624381543|42|19791209300502
1336296136919|42|21990232555880
1320288938789|42|21990232556531
1345929383022|42|21990232556892
1324634479354|42|24189255811723
1336006190754|42|24189255812554
1349105590092|42|24189255812761
1333384639531|42|26388279066876
1330117769277|42|26388279067353
1352698789485|42|26388279067496
1350484271552|42|26388279068153
1346863927774|42|28587302322210
1353819889700|42|28587302322534
1335503627186|42|28587302322838
1348177527361|42|28587302323263
1336571038068|42|28587302323557
1350921164580|42|30786325578070
1339488490973|42|30786325579231
1345221533682|42|32985348833375
1354002239601|42|32985348833450
1342928366069|42|32985348833673
1353886613720|42|32985348833719
1351391541686|42|32985348833732
1343773705444|42|32985348834257
1349174928170|42|32985348834955
1352865114515|42|35184372089633
1348916226145|42|35184372090415
1353360070891|42|37383395344931
1267931244588|46|1204
1307481994580|46|13194139534730
1342695309937|46|24189255812167
1341025447913|46|28587302322210
1345144337208|46|30786325578726
1352087510966|46|35184372089722
1279738601949|66|910
1333661844772|66|2199023255824
1297841925052|66|2199023256383
1321535935976|66|4398046511304
1276193820702|66|4398046511661
1344877311076|66|4398046512405
1304967345008|66|10995116277851
1318495594599|66|13194139534949
1302222973898|66|15393162789106
1332584648682|66|17592186045284
1347437146012|66|19791209300224
1340803984014|66|19791209301454
1316479846148|66|19791209301531
1319900068905|66|19791209301580
1344881531103|66|21990232556019
1344235030396|66|21990232556083
1353420454293|66|21990232556130
1352124578809|66|24189255811914
1343119763326|66|24189255812037
1345607382222|66|28587302322311
1343986681138|66|30786325578120
1341879876696|66|30786325578829
1349498785376|66|30786325578929
1352030828027|66|32985348833584
1348738207870|66|32985348833938
1350391298254|66|35184372090482
1317315194538|71|773
1304431975281|71|8796093023077
1333017455975|100|2199023256031
1333733385628|100|6597069766793
1282685371941|100|6597069767706
1350925094141|100|13194139534730
1343857932802|100|15393162788957
1345957482475|100|17592186045577
1320659399528|100|21990232556445
1351032800469|100|28587302322668
1336138423807|100|28587302323340
1341519426010|100|28587302323557
1345851874752|100|30786325578726
1353481340595|100|35184372089942
1286006463935|107|1204
1305361526077|107|13194139534447
1351033835643|107|13194139534610
1337477325741|107|26388279066773
1316813469571|166|910
1292283381276|166|2199023255851
1339463080882|166|2199023256031
1279280474516|166|2199023256183
1298233479031|166|2199023256361
1317345707031|166|6597069767597
1339335903216|166|6597069768129
1293974738858|181|910
1315093384792|181|6597069767484
1324066348934|181|6597069768129
1337874910262|181|6597069768167
1314260549576|181|10995116278230
1302717851029|181|10995116279024
1333628706753|181|13194139534447
1324761496314|181|17592186044648
1327231029258|181|17592186044850
1330313805151|181|21990232556623
1335095359540|181|24189255811723
1342276840523|181|28587302323389
1344541133350|181|28587302323659
1347771675294|181|30786325579250
1318278309252|325|6597069767706
1294215068569|325|8796093023851
1338359799274|325|28587302322180
1351056554623|325|32985348833485
1352324163392|325|35184372089942
1340438916118|347|26388279067210
1328993887403|375|24189255811433
1339391290244|375|24189255812167
1351976237048|375|26388279067210
1344127139347|375|32985348834072
1350359789436|394|6597069766769
1296707510318|394|10995116278230
1332998049840|394|17592186045071
1323988990475|394|17592186045627
1321705629978|394|21990232557010
1345877342952|394|32985348834955
1336927117193|412|21990232556617
1293478261253|435|1204
1306519822664|435|1555
1291726887730|435|4398046512351
1350926707171|435|4398046512388
1280889488611|435|4398046512582
1351639284067|435|8796093023851
1320102879451|435|10995116278066
1297017669470|435|13194139533919
1338009742876|435|13194139534169
1307782954187|435|17592186045627
1318818704106|435|19791209300778
1335567188060|435|19791209300812
1318343940557|435|21990232555639
1341729465113|435|24189255811148
1334328165353|435|24189255811441
1337824489555|435|26388279066936
1345033127206|435|26388279067210
1348083006522|435|28587302322216
1351103479412|435|28587302323330
1352813618085|435|30786325578612
1353875620985|435|35184372089798
1321714318378|448|4398046512388
1309424434602|448|8796093023209
1350119034930|448|13194139534936
1334740792095|448|17592186045284
1341334607686|448|24189255811433
1349562373923|448|28587302322180
1336361674164|448|28587302322668
1343163727395|448|30786325578527
1352386933566|448|32985348833732
1269914111593|455|705
1340006326357|455|910
1301417593503|455|1204
1301738815877|455|2199023256031
1282489386941|455|2199023256503
1336002444136|455|2199023256657
1283402965519|455|4398046511608
1336138241173|455|8796093022572
1311793690480|455|13194139533727
1331135582983|455|13194139534447
1334922190257|455|13194139534663
1330944591027|455|15393162789420
1349448240816|455|17592186044645
1351292036490|455|17592186045707
1321589674072|455|21990232555855
1341264035744|455|21990232557028
1352340726281|455|24189255812726
1352689308988|455|26388279066773
1331739681807|455|26388279067202
1334742278542|455|28587302322180
1347927488524|455|32985348834665
1354062770865|455|35184372089633
1327459953714|460|15393162789420
1335960531762|460|17592186044648
1324669294843|460|24189255812167
1351024504915|460|24189255812726
1292954984912|478|2199023256361
1296422840838|478|13194139534936
1346177470707|478|24189255812726
1339771006398|478|30786325579250
1304401363939|483|772
1334832454063|483|1355
1284912796945|483|2199023256657
1336286840013|483|4398046511247
1298575665100|483|4398046511458
1348677418689|483|4398046512405
1297700571700|483|4398046512669
1342996613537|483|6597069767834
1306700999473|483|8796093022260
1350680366152|483|8796093023087
1291590990491|483|8796093023876
1304128156831|483|10995116277782
1307063228640|483|10995116278996
1318593916832|483|10995116279037
1323272331063|483|13194139533966
1339330703980|483|13194139534610
1309086672575|483|13194139534942
1344754500645|483|15393162789466
1334060412774|483|17592186044525
1319687470523|483|17592186045408
1340896387393|483|19791209300224
1334987716524|483|19791209301104
1346077680823|483|21990232556064
1353674296735|483|21990232556524
1344421957201|483|24189255811148
1338726043762|483|24189255811175
1342486297358|483|24189255811441
1339996103881|483|24189255812167
1354059596279|483|26388279067202
1352965916734|483|30786325577795
1350126775806|483|30786325578931
1347994803236|483|30786325578980
1338387747579|483|30786325579250
1344870073456|483|32985348834257
1311718794665|490|4398046512405
1312193435864|490|8796093022948
1303788714526|490|13194139534949
1343751025921|490|17592186045284
1341963705784|490|17592186045627
1337948944602|490|19791209300227
1346005404541|490|21990232556083
1339575598396|490|26388279067210
1343217888675|490|28587302322311
1346183174014|490|28587302322698
1344203642364|529|910
1331665221228|529|2199023256904
1277943277042|529|4398046511926
1305563749638|529|4398046512405
1294461213197|529|6597069767115
1344726539662|529|8796093022726
1300065139367|529|8796093023077
1309886609766|529|13194139533919
1321870140365|529|15393162789912
1339523346012|529|19791209300778
1327165651294|529|21990232556205
1335787165149|529|24189255811441
1348204199625|529|28587302322767
1335312785519|529|28587302323163
1347118888761|529|30786325578528
1344507341849|529|32985348834072
1354029133589|529|35184372090106
1343038773893|555|1425
1302547344513|555|2199023255851
1318878307918|555|2199023255905
1277607902048|555|2199023256303
1280377800117|555|2199023256377
1278685376811|555|4398046512336
1280474876630|555|4398046512770
1324717580519|555|6597069767675
1289488949221|555|8796093023077
1345751774554|555|8796093023209
1307568582680|555|10995116278066
1342988079521|555|10995116279002
1345524602654|555|10995116279024
1307273812594|555|15393162789718
1317042964337|555|15393162789912
1312195559696|555|15393162789916
1337510487620|555|17592186045041
1323888792031|555|17592186045408
1328392018475|555|19791209300224
1328871197391|555|21990232556036
1319350735930|555|21990232556317
1337173568809|555|21990232556610
1350350404927|555|24189255812253
1352800341838|555|28587302322307
1337606458358|555|28587302322491
1341939860643|555|28587302322767
1351489671252|555|30786325578526
1340435840203|555|30786325578931
1351928480774|555|30786325579197
1343927160184|555|32985348834355
1352643590847|555|35184372088856
1352724953096|555|35184372089942
1270536210214|599|690
1298871700714|599|4398046511247
1296444262897|599|8796093022402
1309254336812|599|17592186045284
1325216719663|599|21990232556641
1333518022281|599|24189255811081
1348849532868|599|30786325578980
1352491055880|599|35184372089362
1304586984292|604|8796093023371
1336398565105|604|17592186045284
1325682001517|604|24189255811433
1346287583762|604|30786325578980
1270477083511|659|756
1350980759634|659|4398046512103
1305966813083|659|10995116277851
1337882161115|659|10995116279024
1343266638298|659|19791209300150
1351526115169|659|19791209300164
1335672481021|659|19791209301265
1328450880210|659|24189255812726
1342700015778|659|28587302322307
1352827123862|659|28587302322491
1352644254285|659|30786325578073
1344721979667|659|30786325578576
1347501624367|659|32985348834072
1353270657595|673|28587302323659
1299895498992|690|2199023256303
1301233489795|690|2199023256573
1288215007856|690|2199023257149
1313650149738|690|6597069766769
1337285486872|690|8796093023077
1351902460349|690|10995116277889
1331766642936|690|10995116278066
1309418526647|690|10995116278449
1304344086404|690|10995116279024
1339312648750|690|13194139534060
1351343298066|690|13194139534284
1315640494369|690|13194139534651
1322857743222|690|15393162789912
1332346940537|690|17592186044525
1344509300216|690|17592186044609
1335522052178|690|17592186044826
1348267973291|690|17592186045364
1329866676394|690|17592186045627
1312231236341|690|17592186045996
1344428391942|690|19791209300177
1336931772294|690|19791209300191
1336344456728|690|19791209300358
1317892275065|690|19791209300650
1336776153834|690|19791209300778
1353140019439|690|19791209300925
1350530270742|690|21990232556073
1344052588101|690|21990232556610
1320444973969|690|21990232556641
1329707854095|690|24189255811081
1328831385823|690|24189255811433
1353123321973|690|24189255812167
1349364265260|690|26388279067426
1349850749855|690|28587302322840
1342881971800|690|28587302323557
1349333043365|690|30786325578706
1342953796272|690|30786325578980
1352442244373|690|32985348833559
1353819186033|690|32985348834574
1350981572481|690|35184372088917
1350820764035|690|35184372089511
1353802143548|690|35184372089942
1353717721373|690|35184372090391
1266539493938|699|1204
1347978948929|699|2199023257093
1292801914126|699|4398046512103
1341233818398|699|4398046512195
1345192648645|699|13194139534507
1326287255585|699|13194139534942
1302479781532|699|15393162790399
1336810822817|699|17592186045364
1348863014757|699|19791209300150
1314146447232|699|19791209300225
1332983471509|699|21990232556052
1333432893616|699|21990232556666
1326934919865|699|24189255812099
1330649257615|699|26388279068275
1340629386959|699|28587302323003
1333925077782|699|28587302323389
1331764584938|699|28587302323557
1338774626583|699|30786325578300
1353250027419|699|35184372089798
1348934462069|699|35184372090060
1302262836303|701|1204
1321355837667|701|4398046511989
1283939886588|701|4398046512405
1329568932304|701|10995116279024
1345509855949|701|28587302322311
1299140799327|705|756
1284748654640|705|773
1317808222494|705|983
1284547701415|705|1223
1330265524519|705|1355
1326339653986|705|2199023255851
1304640695623|705|2199023256183
1337134758329|705|4398046511689
1307993032263|705|4398046512388
1352563875793|705|6597069767216
1333323570778|705|8796093022619
1296895456441|705|8796093023518
1305320812779|705|8796093023537
1325342505246|705|8796093023864
1317032333306|705|10995116278132
1317950216265|705|10995116278352
1310225463215|705|10995116278767
1325090824817|705|13194139533758
1348022111819|705|13194139533839
1329185390517|705|13194139534169
1346477265248|705|13194139534574
1333020060084|705|13194139534663
1346771519215|705|13194139534671
1309465872721|705|15393162789466
1325554447791|705|15393162789811
1327266806839|705|15393162790214
1342187753846|705|15393162790355
1321433746770|705|17592186044645
1350565464002|705|17592186044850
1339490040481|705|17592186045707
1338932556023|705|19791209300926
1347503154524|705|21990232555781
1352508338127|705|21990232556466
1343793080009|705|21990232557010
1328129702288|705|24189255812726
1346851101922|705|26388279067204
1339047586639|705|28587302322552
1339825449369|705|28587302323330
1341052981155|705|30786325578867
1350528024827|705|32985348833576
1352490352596|705|32985348834507
1353273890530|705|35184372089116
1348949275254|705|35184372089367
1353342786293|705|37383395345264
1353988072173|705|37383395346041
1313230969961|756|1223
1344473781040|756|1425
1341965610025|756|2199023255672
1278652932388|756|2199023255686
1335182357172|756|8796093023614
1342717153699|756|17592186045408
1322533120044|756|17592186045748
1342327490726|756|30786325577990
1322644751957|772|983
1313215285696|772|1251
1283952453294|772|2199023256083
1321274235463|772|2199023256293
1271407441965|772|2199023256503
1330649952957|772|4398046511577
1325689029793|772|4398046512621
1346770623055|772|6597069767381
1294888306988|772|6597069767446
1338924837279|772|6597069767834
1287466952378|772|6597069768167
1325816263039|772|8796093023087
1351920962553|772|8796093023573
1310768001622|772|8796093023876
1327914584856|772|10995116277934
1296124906245|772|10995116278421
1340449130775|772|13194139534610
1319842754167|772|15393162789655
1316764314496|772|19791209300224
1342201839062|772|19791209300358
1334472302571|772|26388279066773
1330405016211|772|26388279067353
1351298860043|772|30786325578931
1346744207548|772|32985348834574
1352507447830|772|35184372088850
1300161064951|773|910
1299861630401|773|1223
1342805132203|773|1230
1295063651454|773|1382
1341816668995|773|1435
1343432869916|773|2199023255724
1314337578938|773|2199023256599
1275125869274|773|4398046511348
1337716932662|773|4398046511458
1284769089178|773|4398046511577
1338252062870|773|4398046511930
1347859748882|773|4398046512247
1346078398437|773|4398046512445
1324457228824|773|6597069766853
1351448291246|773|6597069767006
1301815515236|773|6597069767484
1353566213179|773|6597069768323
1333660182073|773|8796093023077
1350226713755|773|8796093023477
1294930261262|773|8796093023782
1333707438190|773|8796093023876
1342592881822|773|10995116278274
1329043008918|773|10995116278322
1340090674629|773|10995116278326
1320414028957|773|10995116278421
1301460325204|773|10995116278449
1294783523856|773|10995116278767
1333325609790|773|10995116278836
1344447372745|773|10995116279035
1316077722838|773|13194139533439
1344503559368|773|13194139533743
1350377203063|773|13194139534507
1352151751862|773|13194139534923
1326059263873|773|15393162789322
1353883117467|773|17592186044648
1320846422895|773|17592186044846
1310794924177|773|17592186045004
1352812524394|773|17592186045248
1352334631384|773|17592186045748
1323479925771|773|21990232556302
1340826648178|773|21990232556367
1331501641797|773|21990232556858
1321016274121|773|21990232556892
1346534500593|773|21990232557010
1343404557577|773|24189255811178
1351599007459|773|24189255811236
1331788063574|773|24189255812134
1343256176491|773|24189255812167
1329390449704|773|24189255812380
1341234661896|773|26388279066876
1346614714753|773|26388279066944
1352065928059|773|26388279067210
1352836071092|773|26388279067353
1350471057532|773|26388279067997
1346613664324|773|26388279068318
1351150518341|773|28587302323163
1345902120208|773|32985348834358
1351297355292|773|32985348834826
1343827091670|773|32985348834928
1352692701117|773|35184372088985
1351951011013|773|35184372089100
1351594126255|773|35184372089116
1353647944998|773|37383395346041
1331302496641|783|4398046511926
1331698590988|783|4398046512103
1299603952208|783|4398046512803
1322444969075|783|6597069767381
1289653231003|783|8796093023143
1290387779755|783|8796093023144
1334317486366|783|10995116278326
1299726636760|783|13194139534424
1353223879567|783|13194139534651
1341460327239|783|17592186044645
1337266118609|783|17592186045071
1353473618426|783|17592186045211
1320442047331|783|17592186045371
1318925924338|783|19791209300502
1351781327580|783|19791209301084
1336955069681|783|21990232555748
1338391117594|783|21990232556892
1349750247116|783|24189255811917
1337984752682|783|24189255811993
1352312212464|783|26388279067210
1334756894518|783|26388279067332
1346326834524|783|26388279067496
1351832224321|783|28587302322838
1343771415481|783|28587302322876
1352251662412|783|28587302323795
1350985718914|783|30786325578528
1352196686073|783|32985348833576
1349533233711|783|35184372089362
1351988275157|783|35184372090106
1352363251498|783|35184372090502
1305143403419|786|10995116278066
1329123974002|808|6597069768249
1301904800142|808|13194139534936
1342173748422|808|13194139534942
1318008064224|808|17592186044574
1333444147344|808|17592186045408
1332690679245|808|19791209301580
1343179995522|808|24189255812574
1345997678049|808|30786325578612
1350110587204|808|30786325578931
1319756589078|859|1130
1349991673952|859|1428
1329346395915|859|1582
1287310682440|859|2199023255851
1288823735842|859|2199023256183
1306639972771|859|2199023256361
1296610942291|859|4398046511440
1324664073715|859|4398046512269
1341113363982|859|4398046512623
1338086449528|859|4398046512629
1315056533425|859|6597069767351
1351161217268|859|6597069767362
1346400228786|859|6597069767597
1295774846737|859|6597069767834
1339809320388|859|8796093023143
1307504547647|859|8796093023144
1293027214034|859|8796093023371
1318505243818|859|8796093023613
1336987941203|859|8796093023892
1311774808542|859|10995116277916
1353073649927|859|10995116278421
1324008598428|859|13194139534169
1317515857308|859|13194139534574
1309036667936|859|13194139534671
1330013231013|859|15393162788969
1324674119595|859|15393162789532
1337908579851|859|15393162790214
1335182337981|859|15393162790390
1323187361579|859|17592186044525
1343938725378|859|17592186044574
1349732027538|859|17592186044744
1315654103194|859|17592186045211
1323378876196|859|17592186045408
1351660935464|859|17592186045627
1325150139444|859|17592186045670
1353903768135|859|17592186045848
1310749272850|859|19791209300752
1329414552829|859|19791209301378
1343266300212|859|19791209301454
1324091066761|859|21990232555781
1340235523700|859|21990232555934
1329695077885|859|21990232556130
1331306201594|859|21990232556183
1319895042152|859|21990232556290
1327904114418|859|21990232556367
1333254049001|859|21990232556466
1321913370588|859|21990232557143
1335872523331|859|24189255812078
1341130052486|859|24189255812158
1340403046628|859|24189255812167
1326138089420|859|24189255812556
1336984198168|859|26388279066736
1346099510799|859|26388279067293
1349574653808|859|26388279067748
1340022210300|859|30786325577795
1348529893094|859|30786325578202
1345664254199|859|30786325578829
1338882971495|859|30786325578929
1347682684054|859|32985348833598
1345654044438|859|32985348834358
1347841133372|859|35184372089100
1350201833207|859|35184372089586
1341581132055|881|28587302322180
1316041392643|903|2199023256031
1340699120700|903|17592186044566
1327843551314|903|21990232556617
1272461976849|910|933
1270311939336|910|1096
1304598934929|910|1180
1294490196830|910|1204
1272771128331|910|1223
1321884107924|910|1305
1345225936429|910|1355
1342976497983|910|1374
1337729138771|910|1403
1307084499787|910|1412
1311098510705|910|1425
1317923322714|910|1443
1278731746138|910|1582
1301160314838|910|1640
1345256465233|910|2199023255686
1325921012004|910|2199023255767
1332116805421|910|2199023255783
1304701814005|910|2199023255797
1337318127381|910|2199023255869
1288231253765|910|2199023255898
1285701116903|910|2199023255994
1314333031593|910|2199023256048
1314075347276|910|2199023256198
1328341229355|910|2199023256230
1291660039056|910|2199023256302
1321647162469|910|2199023256363
1304151967490|910|2199023256472
1353974697044|910|2199023256479
1305372137092|910|2199023256503
1351259510121|910|2199023256532
1318366880248|910|2199023256573
1289640682047|910|2199023256576
1343690045823|910|2199023256868
1353674403085|910|2199023256904
1352728337835|910|2199023256978
1343203409974|910|2199023257110
1295063926579|910|2199023257212
1307577191891|910|4398046511302
1319249222200|910|4398046511304
1344975887414|910|4398046511357
1276058943291|910|4398046511377
1291078477988|910|4398046511577
1293980584113|910|4398046511602
1341686847765|910|4398046511802
1300962729867|910|4398046511851
1290449063440|910|4398046511867
1346437724595|910|4398046511989
1277936852268|910|4398046512008
1304014191414|910|4398046512012
1293867763818|910|4398046512336
1330381601178|910|4398046512342
1288842630188|910|4398046512349
1293676904199|910|4398046512351
1345181157800|910|4398046512392
1303365506787|910|4398046512447
1345951006123|910|4398046512642
1281591144253|910|6597069766709
1319321052819|910|6597069766769
1334327473778|910|6597069766789
1338563281784|910|6597069766853
1285375485697|910|6597069766982
1315131173117|910|6597069767011
1319169266134|910|6597069767080
1287940710615|910|6597069767115
1289268983664|910|6597069767449
1324309912998|910|6597069767598
1299216688997|910|6597069767615
1317949430459|910|6597069767674
1288304049577|910|6597069767722
1303231813376|910|6597069767781
1284818319663|910|6597069767834
1300536919074|910|6597069767971
1287283539017|910|6597069768067
1327456345234|910|6597069768144
1352147512061|910|6597069768167
1343084923107|910|6597069768193
1322712231362|910|6597069768249
1290656138097|910|6597069768281
1318618441637|910|8796093022238
1290197457485|910|8796093022606
1331320681801|910|8796093022726
1313923356836|910|8796093022932
1289520275645|910|8796093023117
1331456938802|910|8796093023143
1309223573440|910|8796093023183
1296520595263|910|8796093023209
1325473258767|910|8796093023500
1325534597092|910|8796093023537
1321396197757|910|8796093023614
1335444781896|910|8796093023740
1354129867945|910|8796093023835
1341403255414|910|8796093023851
1325332019992|910|8796093023864
1345996334068|910|8796093023896
1306376331728|910|10995116277761
1296324652672|910|10995116277805
1334275520571|910|10995116278083
1313141412208|910|10995116278091
1299972226718|910|10995116278132
1293726356769|910|10995116278230
1313436335961|910|10995116278314
1347640515485|910|10995116278482
1341685565386|910|10995116278729
1309945518109|910|10995116278753
1340456766993|910|10995116278767
1340776900770|910|10995116278774
1334183634773|910|10995116278785
1327738001676|910|10995116278803
1320893873304|910|10995116278859
1344469614285|910|10995116278912
1302934907206|910|10995116278952
1301881711806|910|10995116279002
1322427131971|910|10995116279024
1331439473848|910|13194139533520
1298747617120|910|13194139533620
1335598025974|910|13194139533712
1300577009858|910|13194139533721
1326100005709|910|13194139533743
1329961775525|910|13194139533758
1316515523950|910|13194139533901
1323213212535|910|13194139533931
1341005077830|910|13194139534026
1304481385029|910|13194139534129
1302926168680|910|13194139534228
1339410339204|910|13194139534338
1301582864871|910|13194139534340
1347064193493|910|13194139534432
1343923947320|910|13194139534460
1341165662652|910|13194139534507
1309844300273|910|13194139534610
1334514712298|910|13194139534651
1350259504339|910|13194139534868
1308741004723|910|13194139534869
1343917344913|910|13194139534898
1325694553665|910|15393162788951
1320796019290|910|15393162789104
1303883890731|910|15393162789151
1311092115378|910|15393162789277
1324458512455|910|15393162789287
1333014488107|910|15393162789464
1302018283616|910|15393162789532
1353671284891|910|15393162789716
1334503288986|910|15393162789811
1334414045481|910|15393162789840
1349805413872|910|15393162789916
1331746277600|910|15393162790015
1335341324779|910|15393162790062
1335224134260|910|15393162790063
1353703685352|910|15393162790071
1337835982371|910|15393162790123
1317223073156|910|15393162790214
1317246708484|910|15393162790235
1303431247691|910|15393162790351
1324914795642|910|15393162790445
1315915299288|910|17592186044477
1321709966568|910|17592186044513
1326219842743|910|17592186044534
1334988383963|910|17592186044566
1309814198112|910|17592186044609
1339529448055|910|17592186044645
1341344617764|910|17592186044648
1348348553270|910|17592186044744
1320227969612|910|17592186044826
1313909293768|910|17592186044846
1341609496477|910|17592186045169
1322674247060|910|17592186045196
1344569218413|910|17592186045364
1313624755253|910|17592186045488
1334540251433|910|17592186045627
1311116602052|910|17592186045707
1338690028650|910|17592186045804
1326625259685|910|17592186045848
1323774454873|910|17592186045934
1335135504940|910|17592186045996
1352662139872|910|17592186046107
1331892492595|910|19791209299987
1322810241174|910|19791209300333
1338884145166|910|19791209300508
1331631692126|910|19791209300650
1341762309955|910|19791209300656
1335512393138|910|19791209300828
1322572809992|910|19791209300926
1343297962241|910|19791209301378
1341674986356|910|19791209301495
1327371038084|910|19791209301603
1322150594184|910|21990232555636
1336541874046|910|21990232555811
1340196029494|910|21990232555847
1323069029461|910|21990232556019
1322876636127|910|21990232556064
1321217888651|910|21990232556073
1319768518405|910|21990232556212
1339364433997|910|21990232556251
1339273259429|910|21990232556317
1337188352248|910|21990232556524
1320642245280|910|21990232556531
1316150703202|910|21990232556610
1353781344129|910|21990232556635
1320449823575|910|21990232556666
1333677502645|910|21990232556739
1324628508803|910|21990232556763
1318869671388|910|21990232556792
1342975378023|910|21990232557020
1339013724506|910|21990232557153
1353704417717|910|24189255811180
1353894055847|910|24189255811232
1341691365045|910|24189255811323
1349892068173|910|24189255811431
1333396730969|910|24189255811433
1336437365655|910|24189255811441
1324256109146|910|24189255811512
1335418873157|910|24189255811539
1338922169167|910|24189255811783
1341257644211|910|24189255811785
1339784104389|910|24189255811789
1340307197019|910|24189255811875
1346170203313|910|24189255812009
1353353857686|910|24189255812037
1330308532123|910|24189255812158
1325534159847|910|24189255812506
1345366632214|910|24189255812528
1335561139563|910|24189255812540
1353525481710|910|24189255812561
1333053364386|910|24189255812617
1328600699554|910|26388279066641
1326808995783|910|26388279066650
1338884308291|910|26388279066660
1347886706527|910|26388279066772
1338155354642|910|26388279066876
1329642654060|910|26388279067078
1328423504188|910|26388279067204
1340251142379|910|26388279067210
1335480638766|910|26388279067240
1353888575837|910|26388279067332
1348319094214|910|26388279067353
1342240631550|910|26388279067426
1341063016489|910|26388279067663
1333440724972|910|26388279067850
1351616088897|910|26388279067920
1348990009959|910|26388279067987
1353345676097|910|26388279068047
1346087754540|910|26388279068195
1334839386112|910|26388279068245
1338367076845|910|28587302322180
1341020910631|910|28587302322210
1335394309056|910|28587302322216
1353428687540|910|28587302322464
1340279883113|910|28587302322483
1353482004778|910|28587302322516
1351320592592|910|28587302322562
1346561243042|910|28587302322603
1343548360008|910|28587302322645
1343027106056|910|28587302322673
1342644684388|910|28587302322698
1346941699258|910|28587302322797
1335317429937|910|28587302322805
1347425050178|910|28587302322810
1345090415319|910|28587302322840
1350147014350|910|28587302322876
1344919938263|910|28587302323130
1335563021130|910|28587302323163
1353382271133|910|28587302323263
1335990407411|910|28587302323314
1352288932657|910|28587302323510
1348781558352|910|28587302323583
1340435810759|910|28587302323795
1338317945401|910|30786325577795
1337744562167|910|30786325577994
1349783760163|910|30786325578070
1346268594457|910|30786325578096
1351981725196|910|30786325578241
1346088918332|910|30786325578253
1351961075311|910|30786325578333
1353795427373|910|30786325578366
1342390799831|910|30786325578370
1341507569733|910|30786325578432
1352645045579|910|30786325578557
1352354365011|910|30786325578612
1342708399957|910|30786325578643
1352864380201|910|30786325578706
1342931042245|910|30786325578744
1349395187744|910|30786325578859
1343633028909|910|30786325578867
1350148863686|910|30786325578905
1344381967753|910|30786325578933
1351268787742|910|30786325578948
1352347650874|910|30786325579035
1349753300926|910|30786325579118
1345548393442|910|30786325579172
1351618879774|910|30786325579197
1344514326366|910|30786325579297
1350332179193|910|32985348833375
1351665393354|910|32985348833584
1351840551201|910|32985348833732
1352023995511|910|32985348833955
1347161557328|910|32985348834355
1351967519931|910|35184372088972
1351876382795|910|35184372089050
1353830716793|910|35184372089117
1351472345370|910|35184372089265
1351578448486|910|35184372089300
1351187848873|910|35184372089370
1352664824683|910|35184372089373
1351026263051|910|35184372089406
1349096834722|910|35184372089609
1352657034750|910|35184372089722
1350124759351|910|35184372089936
1350005658363|910|35184372090028
1351609498165|910|35184372090046
1351235047775|910|35184372090346
1352119012780|910|35184372090505
1349532595350|910|35184372090529
1353983853352|910|37383395345492
1352880509998|910|37383395345741
1348591435561|933|6597069767115
1350032031982|981|2199023255851
