creationdate:LONG|:START_ID(Comment)|:END_ID(Post)
1353886835813|1168231105434|137438954393
1325284937697|755914245019|137438954393
1330851010560|824633721761|137438954393
1323463136217|755914245031|343597384614
1290098180323|343597384616|343597384614
1325271959483|755914245033|343597384614
1344552060935|1030792151980|343597384614
1348706388785|1099511628719|343597384614
1351017078846|1099511628721|343597384614
1346405289584|1030792151988|1030792151987
1346414158851|1030792151989|1030792151987
1354079244892|1168231105462|1030792151987
1346435588195|1030792151991|1030792151987
1349207109191|1099511628729|1030792151987
1346421027344|1030792151999|1030792151987
1315775658684|687194768321|687194768320
1352749885839|1168231105475|687194768320
1342741030601|1030792152004|687194768320
1330117801494|824633721797|687194768320
1353385474157|1168231105478|687194768320
1315774232908|687194768330|687194768320
1342704375029|1030792152014|68719477709
1354098902866|1168231105487|68719477709
1290088263235|343597384656|68719477709
1336573142544|962072675281|68719477709
1335388698524|893353198546|68719477709
1315550695566|687194768339|68719477709
1349285276272|1099511628757|68719477709
1329923408038|824633721814|68719477709
1313891339492|618475291609|68719477709
1319556812358|687194768347|687194768346
1335511944586|893353198557|687194768346
1352625380844|1168231105503|687194768346
1350537707366|1099511628768|687194768346
1319561861826|687194768355|687194768346
1345226535440|1030792152037|687194768346
1333157576889|893353198566|687194768346
1326801826618|824633721832|618475291623
1351023880367|1099511628777|618475291623
1349245816576|1099511628778|618475291623
1313342431471|618475291627|618475291623
1313323823008|618475291631|618475291623
1343851649380|1030792152053|412316861428
1333148164570|893353198582|412316861428
1295174318696|412316861431|412316861428
1352878571438|1168231105538|274877907969
1342946096848|1030792152067|274877907969
1342688394300|1030792152068|274877907969
1302894460137|481036338182|274877907969
1325354175485|755914245128|274877907969
1348218615138|1099511628811|274877907969
1335980836876|893353198610|343597384718
1326311644163|824633721880|343597384718
1350014381463|1099511628828|824633721883
1340544080347|962072675357|824633721883
1326119063878|824633721886|824633721883
1326091002516|824633721887|824633721883
1339512280212|962072675360|824633721883
1326106592768|824633721889|824633721883
1343860997672|1030792152098|824633721883
1353838815208|1168231105571|824633721883
1353914749386|1168231105574|824633721883
1350786428600|1099511628842|1099511628840
1350808795730|1099511628845|1099511628840
1350839848302|1099511628848|1099511628840
1335632841025|893353198646|893353198645
1351686135925|1099511628855|893353198645
1325314178932|755914245187|274877908034
1322977071431|755914245190|274877908034
1292757797594|343597384779|274877908034
1302511856867|481036338256|481036338255
1351634820236|1099511628881|481036338255
1321882070957|755914245202|481036338255
1351394446293|1099511628883|481036338255
1302454488315|481036338260|481036338255
1333231265157|893353198681|481036338255
1313875540397|618475291739|481036338255
1349693172922|1099511628893|549755815004
1349118101019|1099511628896|549755815004
1350500148784|1099511628899|549755815004
1342536350859|1030792152164|549755815004
1312821953788|618475291750|549755815004
1306289038512|549755815015|549755815004
1351629894080|1099511628906|274877908073
1351053403161|1099511628907|274877908073
1351641364401|1099511628909|687194768492
1319280157917|687194768494|687194768492
1308023540476|549755815025|68719477871
1335355883972|893353198708|343597384818
1320289593019|687194768502|687194768501
1350484645041|1099511628919|687194768501
1316731000918|687194768505|68719477880
1306751883017|549755815034|68719477880
1311115150880|618475291772|343597384827
1349107778436|1099511628925|343597384827
1349315765610|1099511628927|893353198718
1332333785291|893353198720|893353198718
1351447087535|1099511628930|274877908097
1344568737170|1030792152195|274877908097
1353890136784|1168231105670|343597384837
1350484749599|1099511628935|343597384837
1352884903561|1168231105673|274877908104
1326801775038|824633721994|274877908104
1321827690723|755914245261|274877908108
1290141157429|343597384846|274877908108
1351634983762|1099511628944|343597384847
1302917208002|481036338321|343597384847
1330881896687|824633722003|343597384850
1351708900415|1099511628948|343597384850
1332354134067|893353198742|893353198741
1332363188533|893353198743|893353198741
1332346254651|893353198745|893353198744
1332348577725|893353198746|893353198744
1290076415044|343597384861|274877908123
1349164466444|1099511628959|687194768542
1324814648978|755914245280|687194768542
1326357431991|824633722018|274877908129
1342687227048|1030792152227|274877908129
1354038489698|1168231105701|343597384868
1336296157782|893353198761|687194768552
1349678382899|1099511628972|68719477931
1341803565438|962072675501|68719477931
1272235020964|68719477935|68719477934
1343861511936|1030792152240|68719477934
1335992607927|893353198770|343597384881
1296800574906|412316861619|343597384881
1351398726618|1099511628981|687194768564
1350971832777|1099511628982|687194768564
1336620959267|962072675513|274877908152
1308051420774|549755815098|274877908152
1324798644758|755914245309|687194768572
1319338916643|687194768574|687194768572
1336296169217|893353198784|343597384895
1336036298040|893353198785|343597384895
1342928858497|1030792152261|343597384899
1348682468896|1099511628999|893353198790
1342535730203|1030792152264|893353198790
1349702207692|1099511629002|343597384905
1340549782350|962072675533|343597384908
1350484413168|1099511629008|687194768591
1354044223852|1168231105745|687194768591
1340520969069|962072675540|893353198803
1332344941775|893353198805|893353198803
1330186921677|824633722071|274877908182
1335979913020|893353198810|687194768601
1336296317019|893353198811|687194768601
1326274751118|824633722077|343597384924
1345294674369|1030792152286|343597384924
1290441995057|343597384928|343597384927
1326805549935|824633722081|343597384927
1319294343962|687194768611|687194768610
1342576837610|1030792152292|687194768610
1325400447575|755914245350|687194768613
1349120218517|1099511629031|687194768613
1353360679547|1168231105769|343597384936
1316730859653|687194768618|343597384936
1352757099695|1168231105772|687194768619
1333151526553|893353198829|687194768619
1319289320642|687194768623|687194768622
1349751487062|1099511629040|687194768622
1349110650947|1099511629042|343597384945
1315515667479|687194768627|343597384945
1326812414562|824633722101|68719478004
1326820208404|824633722102|68719478004
1324811840318|755914245368|343597384951
1352698812917|1168231105785|343597384951
1336571797821|962072675581|343597384956
1341096020831|962072675975|687194769030
1341085073606|962072675976|687194769030
1342741069891|1030792152713|687194769030
1352087695670|1099511629451|687194769030
1342707272830|1030792152720|687194769030
1342726097553|1030792152723|687194769030
1341059289704|962072675989|687194769030
1345145628549|1030792152728|343597385367
1341026463225|962072675994|343597385367
1341039113419|962072675995|343597385367
1342744753433|1030792152732|343597385367
1341039647922|962072675997|343597385367
1342762142597|1030792152734|343597385367
1341038434075|962072676000|343597385367
1342695452313|1030792152737|343597385367
1341070230173|962072676004|343597385367
1345224420161|1030792152743|343597385367
1307485128532|549755815593|343597385384
1352119305435|1099511629482|343597385384
1341025671010|962072676011|343597385384
1345160288892|1030792152748|343597385384
1345149761420|1030792152749|343597385384
1307502590398|549755815609|343597385384
1341077126010|962072676027|1722
1342707552815|1030792152766|1722
1345153450150|1030792152768|1722
1267972236084|68719478470|1722
1341039225981|962072676045|1740
1342696419540|1030792152782|1740
1307520236129|549755815631|1740
1345168499890|1030792152785|1740
1345156011805|1030792152786|1740
1307539277510|549755815635|1740
1307483741969|549755815636|1740
1341048646723|962072676063|343597385438
1342709567763|1030792152800|343597385438
1342697352336|1030792152801|343597385438
1345147025788|1030792152802|343597385438
1345154748583|1030792152803|343597385438
1342695330113|1030792152807|343597385438
1341064191078|962072676073|343597385438
1341047492018|962072676074|343597385438
1352165644713|1099511629547|343597385438
1347437169095|1099511629885|206158432316
1333702839241|893353199678|206158432316
1335831405138|893353199681|893353199680
1344007248966|1030792153154|893353199680
1349577619541|1099511629891|893353199680
1336241670641|893353199685|893353199684
1336242858331|893353199686|893353199684
1336168322085|893353199687|893353199684
1340882661353|962072676425|206158432328
1352033081762|1099511629898|206158432328
1340843087719|962072676429|618475292748
1344235453631|1030792153166|618475292748
1311174941737|618475292751|618475292748
1344887918890|1030792153169|206158432336
1319941129691|687194769490|206158432336
1344241194766|1030792153171|206158432336
1350186910187|1099511629909|1099511629908
1350185089967|1099511629911|1099511629908
1353439374950|1168231106649|412316862552
1302223027971|481036339290|412316862552
1318495650428|687194769499|412316862552
1304355497418|481036339294|481036339292
1304355251859|481036339295|481036339292
1344938839672|1030792153193|618475292776
1353449183330|1168231106666|618475292776
1316530637628|687194769517|481036339308
1303506478219|481036339310|481036339308
1303540291119|481036339311|481036339308
1344885966931|1030792153205|824633722996
1347522678997|1099511629942|824633722996
1347437268889|1099511629943|824633722996
1348740486258|1099511629945|206158432376
1348742127786|1099511629946|206158432376
1348818866420|1099511629947|206158432376
1344947312550|1030792153213|137438955644
1345609946363|1030792153215|137438955644
1348732296452|1099511629954|1099511629952
1344910421469|1030792153221|962072676484
1341010039262|962072676486|962072676484
1318576757436|687194769545|274877909128
1318506393280|687194769546|274877909128
1347469921993|1099511629965|274877909132
1344890644705|1030792153230|274877909132
1345648246118|1030792153231|274877909132
1349513075501|1099511629968|274877909132
1353431681709|1168231106707|274877909132
1349499892988|1099511629972|274877909132
1347446058526|1099511629973|274877909132
1297920893740|412316862617|274877909144
1297856241070|412316862618|274877909144
1319900093981|687194769563|274877909144
1285856598476|274877909149|274877909144
1302231893728|481036339358|274877909144
1302236757527|481036339362|274877909144
1320698931122|755914247019|618475293546
1341539434943|962072677228|618475293546
1353494893069|1168231107438|549755816813
1346041470973|1030792153967|549755816813
1308202695096|549755816816|549755816813
1343911544690|1030792153971|549755816813
1320694575017|755914247028|549755816813
1320692699319|755914247030|549755816821
1345958030035|1030792153975|549755816821
1351032987092|1099511630718|549755816829
1308137627221|549755816832|549755816829
1343865850562|1030792153985|549755816829
1320721113259|755914247043|549755816829
1333050594656|893353200516|549755816829
1345852513688|1030792153990|549755816837
1308188246824|549755816839|549755816837
1351092083041|1099511630730|549755816837
1336139007249|893353200523|549755816837
1353555250881|1168231107468|549755816837
1351058289991|1099511630734|549755816845
1353518116876|1168231107475|549755816845
1345853079779|1030792154006|549755816853
1341519880306|962072677272|549755816853
1333027200803|893353200537|549755816853
1353500014658|1168231107482|549755816853
1345883758229|1030792154015|549755816861
1341539946443|962072677280|549755816861
1308137001909|549755816866|549755816861
1333789721720|893353200547|549755816861
1333740791093|893353200548|549755816861
1345887727514|1030792154022|549755816869
1308166462229|549755816872|549755816869
1350951115219|1099511630761|549755816869
1353481399601|1168231107498|549755816869
1308156657925|549755816875|549755816869
1341536141766|962072677294|549755816877
1308134529088|549755816879|549755816877
1336187167004|893353200563|549755816877
1350925321707|1099511630772|549755816877
1308081510496|549755816886|549755816885
1353481931968|1168231107512|549755816885
1345937087913|1030792154044|549755816885
1351034812256|1099511630782|549755816893
1320678077425|755914247103|549755816893
1333053140873|893353200577|549755816893
1350931835115|1099511630786|549755816893
1345957661063|1030792154054|549755816901
1308119551027|549755816903|549755816901
1308101423689|549755816904|549755816901
1308090970757|549755816905|549755816901
1350927931246|1099511630803|549755816909
1351059064477|1099511630804|549755816909
1345885852620|1030792154070|549755816917
1351009738987|1099511630807|549755816917
1320695858083|755914247128|549755816917
1333083718876|893353200601|549755816917
1333040560250|893353200603|549755816917
1351033998236|1099511630812|549755816917
1353522214510|1168231107550|549755816925
1353486180907|1168231107551|549755816925
1353545647224|1168231107553|549755816925
1329743727406|824633723878|824633723877
1351033866030|1099511630823|824633723877
1329747199421|824633723880|824633723877
1329749134057|824633723884|824633723877
1351076481551|1099511630831|824633723877
1329695605756|824633723894|824633723877
1351034008028|1099511630843|137438956538
1305362039867|549755816956|137438956538
1351053673604|1099511630845|137438956538
1351038877172|1099511630848|137438956538
1351047886180|1099511630849|137438956538
1351081117458|1099511630851|137438956538
1351055770852|1099511630855|137438956538
1286008928154|274877910026|137438956538
1351049605798|1099511630864|1030792154127
1346886567842|1030792154132|1030792154127
1346887534887|1030792154134|1030792154127
1346899275076|1030792154138|1030792154127
1351080196843|1099511630885|412316863524
1305368765310|549755816998|412316863524
1305432028185|549755817018|137438956601
1351034328949|1099511630907|137438956601
1305362983214|549755817021|137438956601
1337477346031|962072677451|137438956601
1339046831680|962072677732|962072677731
1339046750859|962072677733|962072677731
1324513489029|755914247531|755914247530
1324470638382|755914247532|755914247530
1324530628537|755914247534|755914247530
1324511171671|755914247536|755914247530
1298234756277|412316863859|206158433649
1298253772505|412316863861|206158433649
1339336007647|962072677751|206158433649
1353032459636|1168231107962|1168231107960
1353011793651|1168231107963|1168231107960
1292284551951|343597387136|274877910399
1339492059322|962072677764|274877910399
1317381553849|687194770824|274877910399
1316868019833|687194770827|274877910399
1339478259797|962072677773|137438956940
1279286237654|206158433678|137438956940
1316839534859|687194770832|137438956940
1339340567456|962072677777|137438956940
1339358068322|962072677778|137438956940
1339469885077|962072677779|137438956940
1292300600623|343597387156|137438956940
1339464752086|962072677781|137438956940
1339463421743|962072677782|137438956940
1339508020977|962072677784|137438956940
1339342316211|962072677786|274877910425
1298257771692|412316863899|274877910425
1339477773406|962072677788|274877910425
1339483716847|962072677789|274877910425
1292334942551|343597387166|274877910425
1288551841325|274877910431|274877910425
1298233506710|412316863905|274877910425
1298241999184|412316863906|274877910425
1288495450052|274877910435|274877910425
1339476677183|962072677797|274877910425
1327249178309|824633724327|274877910438
1347776066627|1099511631272|274877910438
1293991565422|343597387177|274877910438
1344542097797|1030792154538|274877910438
1342312325004|1030792154539|274877910438
1330355091473|824633724332|274877910438
1342280197857|1030792154543|893353201070
1334978763242|893353201072|893353201070
1334975320727|893353201073|893353201070
1334971101935|893353201074|893353201070
1335022407917|893353201076|893353201070
1334995330298|893353201077|893353201070
1314261420883|618475294143|3518
1347795474409|1099511631298|3518
1344541282676|1030792154563|3518
1314284887463|618475294148|3518
1351481564942|1099511631305|1099511631302
1351414385320|1099511631308|1099511631302
1342280559486|1030792154575|1030792154574
1342280345355|1030792154576|1030792154574
1347772814921|1099511631313|1030792154574
1342293817168|1030792154581|1030792154574
1337923905754|962072677847|137438957014
1330343814587|824633724376|137438957014
1314270461587|618475294169|137438957014
1342276860629|1030792154586|137438957014
1294031602806|343597387227|137438957014
1324105490233|755914247645|137438957014
1333666230631|893353201119|549755817438
1347773858077|1099511631328|549755817438
1309153901137|549755817442|549755817438
1314268359150|618475294181|549755817438
1334036698736|893353201127|893353201126
1342283779371|1030792154600|893353201126
1334107699790|893353201129|893353201126
1334032373186|893353201130|893353201126
1334086960050|893353201132|893353201126
1334037374981|893353201133|893353201126
1335117704368|893353201136|206158433774
1337945846300|962072677877|206158433774
1302718545419|481036340733|206158433774
1314298105576|618475294210|206158433792
1327231057192|824633724419|206158433792
1342280307193|1030792154631|206158433792
1347778954802|1099511631369|206158433792
1324147950551|755914247699|206158433810
1324067584816|755914247700|206158433810
1342335762967|1030792154645|206158433810
1330321963923|824633724440|206158433810
1347851475666|1099511631386|206158433810
1347772366154|1099511631388|206158433810
1315165046504|618475294243|206158433810
1324084654140|755914247719|343597387300
1315158504686|618475294248|343597387300
1337906539815|962072677929|343597387300
1344576079208|1030792154667|343597387300
1337879898107|962072677935|343597387300
1333701441951|893353201204|343597387300
1338370957968|962072677943|343597387318
1294225254528|412316864058|343597387318
1294244898179|412316864060|343597387318
1352341698555|1099511631422|343597387318
1338369913299|962072677956|343597387318
1338445180688|962072677960|549755817542
1338373565890|962072677962|206158433865
1338380153480|962072677963|206158433865
1318322326643|687194771021|3660
1338430360782|962072677969|549755817552
1308087631363|549755817554|549755817552
1345878870157|1030792154711|68719480406
1333040911605|893353201240|68719480406
1350364752311|1099511631449|68719480406
1333036533701|893353201247|68719480412
1345877707835|1030792154720|68719480412
1296743776111|412316864097|68719480412
1350363640372|1099511631459|274877910626
1345945370851|1030792154724|274877910626
1345879420094|1030792154725|274877910626
1296727792123|412316864102|274877910626
1339968104998|962072677998|962072677993
1350378741454|1099511631472|68719480431
1345908363357|1030792154737|68719480431
1345881518344|1030792154738|68719480431
1350391030837|1099511631475|68719480431
1350399511617|1099511631476|68719480431
1321717197043|755914247801|481036340856
1350381458357|1099511631482|481036340856
1323989030266|755914247804|481036340856
1350387462764|1099511631485|481036340856
1345943477717|1030792154750|481036340856
1345877366732|1030792154751|481036340856
1350432146268|1099511631491|481036340865
1350361929863|1099511631492|481036340865
1321717167260|755914247815|481036340865
1345900343268|1030792154766|343597387402
1321706196589|755914247823|343597387402
1350397641057|1099511631505|343597387402
1323989180774|755914247826|343597387402
1323989099888|755914247828|481036340883
1300845670038|481036340886|481036340883
1323989011391|755914247833|481036340883
1297018767896|412316864173|343597387436
1318345341384|687194771118|343597387436
1351673475215|1099511631535|343597387436
1320105200734|687194771122|343597387436
1339520522814|962072678070|962072678069
1339521124537|962072678071|962072678069
1339545353205|962072678072|962072678069
1339601068471|962072678075|962072678069
1307068530417|549755817663|549755817662
1318344347210|687194771137|549755817662
1345076508707|1030792154821|549755817662
1328253037224|824633724617|824633724615
1328217534122|824633724618|824633724615
1352816573056|1168231108299|824633724615
1328178163210|824633724620|824633724615
1345048609400|1030792154829|824633724615
1345044070814|1030792154831|824633724615
1318868388419|687194771153|412316864208
1350917329746|1099511631578|1099511631577
1350950635901|1099511631579|1099511631577
1350916330481|1099511631580|1099511631577
1350926240587|1099511631581|1099511631577
1350917951286|1099511631582|1099511631577
1350915313737|1099511631583|1099511631577
1350917868719|1099511631584|1099511631577
1350921178066|1099511631585|1099511631577
1344475320798|1030792154851|1030792154850
1345033867777|1030792154852|1030792154850
1344485621314|1030792154853|1030792154850
1344486549182|1030792154854|1030792154850
1283688305171|274877910764|274877910763
1291727146857|343597387501|274877910763
1353908756111|1168231108334|274877910763
1348143506367|1099511631599|274877910763
1307784201834|549755817712|274877910763
1318820148165|687194771187|274877910763
1335578901800|893353201397|893353201396
1332765671904|893353201401|893353201396
1352817881299|1168231108348|893353201396
1334338438134|893353201406|137438957309
1351150656471|1099511631615|137438957309
1348139575178|1099511631616|137438957309
1320144305898|687194771201|137438957309
1297046263031|412316864258|137438957309
1334364761128|893353201411|137438957309
1348302193753|1099511631623|1099511631622
1348269548270|1099511631624|1099511631622
1348259498545|1099511631626|1099511631622
1348287534761|1099511631627|1099511631622
1348292073547|1099511631628|1099511631622
1350948540180|1099511631629|1099511631622
1338737528232|962072678160|962072678159
1350938208021|1099511631633|962072678159
1350230583905|1099511631650|1099511631649
1350178297911|1099511631651|1099511631649
1350208417778|1099511631652|1099511631649
1350175625681|1099511631653|1099511631649
1350212711767|1099511631654|1099511631649
1350180126518|1099511631655|1099511631649
1350222728207|1099511631656|1099511631649
1350180117708|1099511631657|1099511631649
1345127860872|1030792154923|1030792154922
1353889236345|1168231108396|1030792154922
1345139618337|1030792154927|1030792154922
1353895998271|1168231108402|1030792154922
1338061670878|962072678196|824633724723
1328140359553|824633724726|824633724723
1341757614222|962072678199|824633724723
1351103731104|1099511631672|824633724723
1328100772400|824633724731|824633724723
1348137164480|1099511631677|755914247996
1325146664038|755914247998|755914247996
1325145190643|755914247999|755914247996
1351643633992|1099511631681|755914247996
1335570106695|893353201476|755914247996
1341732578554|962072678214|343597387589
1337824664535|962072678215|343597387589
1353945237129|1168231108424|343597387589
1320103707249|687194771273|343597387589
1345049819329|1030792154954|343597387589
1338058618094|962072678220|343597387589
1306526776203|549755817807|343597387598
1306520929519|549755817816|343597387607
1306526438965|549755817817|343597387607
1318862148678|687194771290|343597387607
1334378084241|893353201499|343597387607
1334376435717|893353201505|343597387616
1293547173000|343597387618|343597387616
1351176243766|1099511631715|343597387616
1348133129642|1099511631718|343597387616
1291764356007|343597387626|343597387625
1335596377121|893353201515|343597387625
1335627711982|893353201516|343597387625
1353931657413|1168231108461|343597387625
1345066878802|1030792154990|343597387625
1353953889088|1168231108463|343597387625
1291759406791|343597387633|343597387625
1307831202715|549755817843|343597387634
1334328437233|893353201524|343597387634
1335570223008|893353201525|343597387634
1352886316483|1168231108470|343597387634
1345052980111|1030792155001|343597387634
1341730858875|962072678268|343597387643
1350926901231|1099511631741|343597387643
1337850631321|962072678270|343597387643
1352896751767|1168231108485|343597387652
1318353834139|687194771334|343597387652
1338010798617|962072678281|343597387652
1349602371242|1099511632030|4253
1309447265247|549755818143|4253
1350161804724|1099511632033|4253
1349575997415|1099511632041|4253
1343163747674|1030792155306|4253
1309504274664|549755818156|4267
1352389950872|1099511632046|4267
1352411494483|1099511632054|4267
1309503978001|549755818171|4281
1352388325498|1099511632065|4281
1350119560466|1099511632072|4295
1321729950310|755914248393|4295
1352437829373|1168231108810|4295
