:START_ID(disease)|:END_ID(food)|type:STRING|name:STRING
5150|17307|忌吃|忌吃
6374|15943|忌吃|忌吃
7916|13897|忌吃|忌吃
2990|15487|忌吃|忌吃
8077|13050|忌吃|忌吃
834|14361|忌吃|忌吃
4358|12911|忌吃|忌吃
2148|15510|忌吃|忌吃
8255|15943|忌吃|忌吃
3112|13897|忌吃|忌吃
1580|13155|忌吃|忌吃
7101|15475|忌吃|忌吃
4001|13321|忌吃|忌吃
7394|15475|忌吃|忌吃
6801|14973|忌吃|忌吃
5171|13321|忌吃|忌吃
3193|16676|忌吃|忌吃
2429|17464|忌吃|忌吃
3107|12800|忌吃|忌吃
4560|15510|忌吃|忌吃
6077|14579|忌吃|忌吃
338|14166|忌吃|忌吃
616|14361|忌吃|忌吃
3087|15475|忌吃|忌吃
4119|13897|忌吃|忌吃
190|15510|忌吃|忌吃
764|14154|忌吃|忌吃
7079|15482|忌吃|忌吃
7308|14537|忌吃|忌吃
4326|15475|忌吃|忌吃
4393|16596|忌吃|忌吃
690|16596|忌吃|忌吃
7702|14361|忌吃|忌吃
3706|15487|忌吃|忌吃
7096|14537|忌吃|忌吃
7400|17333|忌吃|忌吃
1199|13321|忌吃|忌吃
1091|16945|忌吃|忌吃
5210|15475|忌吃|忌吃
5625|13321|忌吃|忌吃
808|13897|忌吃|忌吃
7173|15355|忌吃|忌吃
1633|14537|忌吃|忌吃
5243|17307|忌吃|忌吃
2112|13897|忌吃|忌吃
2875|14361|忌吃|忌吃
212|13897|忌吃|忌吃
1165|15743|忌吃|忌吃
1256|13897|忌吃|忌吃
1856|13897|忌吃|忌吃
7363|16242|忌吃|忌吃
7746|13155|忌吃|忌吃
2998|15487|忌吃|忌吃
129|17333|忌吃|忌吃
4219|12911|忌吃|忌吃
3275|16676|忌吃|忌吃
3059|14361|忌吃|忌吃
2976|15475|忌吃|忌吃
3457|13963|忌吃|忌吃
1099|14361|忌吃|忌吃
5655|15487|忌吃|忌吃
7809|15045|忌吃|忌吃
4585|13897|忌吃|忌吃
3445|13897|忌吃|忌吃
1113|16945|忌吃|忌吃
1188|16758|忌吃|忌吃
734|13321|忌吃|忌吃
1813|16596|忌吃|忌吃
122|15045|忌吃|忌吃
7113|15482|忌吃|忌吃
2216|13321|忌吃|忌吃
1329|13321|忌吃|忌吃
8699|15519|忌吃|忌吃
706|15820|忌吃|忌吃
639|13321|忌吃|忌吃
2107|15510|忌吃|忌吃
7495|16708|忌吃|忌吃
3616|16596|忌吃|忌吃
3416|15066|忌吃|忌吃
5289|13214|忌吃|忌吃
3435|13155|忌吃|忌吃
496|12988|忌吃|忌吃
4850|13214|忌吃|忌吃
624|16596|忌吃|忌吃
1499|13321|忌吃|忌吃
6480|17286|忌吃|忌吃
3365|15475|忌吃|忌吃
2453|13321|忌吃|忌吃
7659|12652|忌吃|忌吃
6491|13587|忌吃|忌吃
1491|14361|忌吃|忌吃
1789|13155|忌吃|忌吃
1040|13897|忌吃|忌吃
5116|16596|忌吃|忌吃
686|16596|忌吃|忌吃
4415|14361|忌吃|忌吃
364|16676|忌吃|忌吃
2962|13214|忌吃|忌吃
7618|13953|忌吃|忌吃
4094|12911|忌吃|忌吃
1174|15482|忌吃|忌吃
7500|14154|忌吃|忌吃
8734|15290|忌吃|忌吃
4002|13897|忌吃|忌吃
550|15519|忌吃|忌吃
457|16127|忌吃|忌吃
8388|13897|忌吃|忌吃
1417|15475|忌吃|忌吃
5821|14361|忌吃|忌吃
8701|13897|忌吃|忌吃
8787|17333|忌吃|忌吃
325|13897|忌吃|忌吃
641|15475|忌吃|忌吃
5300|16596|忌吃|忌吃
6261|13897|忌吃|忌吃
7839|13050|忌吃|忌吃
1914|13155|忌吃|忌吃
2131|14361|忌吃|忌吃
4312|16596|忌吃|忌吃
747|15864|忌吃|忌吃
3578|16596|忌吃|忌吃
7292|14361|忌吃|忌吃
7385|14361|忌吃|忌吃
5716|15510|忌吃|忌吃
724|15519|忌吃|忌吃
581|14361|忌吃|忌吃
1640|13897|忌吃|忌吃
5987|13587|忌吃|忌吃
2917|17464|忌吃|忌吃
310|14166|忌吃|忌吃
2506|13897|忌吃|忌吃
3101|14361|忌吃|忌吃
624|15109|忌吃|忌吃
2545|13897|忌吃|忌吃
1115|15519|忌吃|忌吃
2775|15475|忌吃|忌吃
2131|15510|忌吃|忌吃
6281|16243|忌吃|忌吃
4254|15820|忌吃|忌吃
1311|13897|忌吃|忌吃
8341|15475|忌吃|忌吃
1349|14361|忌吃|忌吃
373|16676|忌吃|忌吃
5055|14361|忌吃|忌吃
1822|17464|忌吃|忌吃
4638|12911|忌吃|忌吃
1901|13155|忌吃|忌吃
7165|15475|忌吃|忌吃
679|15510|忌吃|忌吃
1127|14537|忌吃|忌吃
4260|15820|忌吃|忌吃
1316|14361|忌吃|忌吃
5751|12753|忌吃|忌吃
3525|17336|忌吃|忌吃
4624|14361|忌吃|忌吃
8729|15922|忌吃|忌吃
6435|15482|忌吃|忌吃
5291|17307|忌吃|忌吃
347|14361|忌吃|忌吃
7691|12652|忌吃|忌吃
5575|13155|忌吃|忌吃
3413|17464|忌吃|忌吃
5135|16964|忌吃|忌吃
406|13767|忌吃|忌吃
7329|13953|忌吃|忌吃
5309|17464|忌吃|忌吃
1990|15487|忌吃|忌吃
3213|13214|忌吃|忌吃
346|13897|忌吃|忌吃
6908|15482|忌吃|忌吃
4184|14361|忌吃|忌吃
8508|17464|忌吃|忌吃
1999|13321|忌吃|忌吃
3102|13897|忌吃|忌吃
1276|16596|忌吃|忌吃
7184|13050|忌吃|忌吃
4347|15510|忌吃|忌吃
7598|14363|忌吃|忌吃
8065|13897|忌吃|忌吃
777|15206|忌吃|忌吃
1022|14361|忌吃|忌吃
5509|13214|忌吃|忌吃
8048|16515|忌吃|忌吃
6095|13897|忌吃|忌吃
7268|14361|忌吃|忌吃
8225|14363|忌吃|忌吃
2404|15487|忌吃|忌吃
5318|15487|忌吃|忌吃
1571|16243|忌吃|忌吃
6794|15943|忌吃|忌吃
187|15510|忌吃|忌吃
7988|15587|忌吃|忌吃
2661|17464|忌吃|忌吃
1483|13321|忌吃|忌吃
4906|13897|忌吃|忌吃
3439|13736|忌吃|忌吃
6858|14361|忌吃|忌吃
6823|14361|忌吃|忌吃
7934|13897|忌吃|忌吃
250|14361|忌吃|忌吃
7573|13050|忌吃|忌吃
2334|17464|忌吃|忌吃
4982|13214|忌吃|忌吃
8535|13897|忌吃|忌吃
11|14690|忌吃|忌吃
6843|14537|忌吃|忌吃
3558|17307|忌吃|忌吃
7174|17333|忌吃|忌吃
3241|15349|忌吃|忌吃
277|14585|忌吃|忌吃
2689|14361|忌吃|忌吃
3953|13214|忌吃|忌吃
2139|15487|忌吃|忌吃
2862|13897|忌吃|忌吃
973|14361|忌吃|忌吃
2538|16722|忌吃|忌吃
6853|15482|忌吃|忌吃
6231|13561|忌吃|忌吃
6242|15482|忌吃|忌吃
3642|13587|忌吃|忌吃
1408|13321|忌吃|忌吃
387|15487|忌吃|忌吃
8435|14308|忌吃|忌吃
7363|14361|忌吃|忌吃
8212|15943|忌吃|忌吃
1194|14328|忌吃|忌吃
625|15109|忌吃|忌吃
1648|14537|忌吃|忌吃
4590|13897|忌吃|忌吃
2770|13963|忌吃|忌吃
4638|15206|忌吃|忌吃
6093|14579|忌吃|忌吃
1335|14537|忌吃|忌吃
2500|16676|忌吃|忌吃
5248|15487|忌吃|忌吃
976|15519|忌吃|忌吃
8146|13214|忌吃|忌吃
8003|15877|忌吃|忌吃
6765|14537|忌吃|忌吃
304|14166|忌吃|忌吃
3279|14361|忌吃|忌吃
1298|13321|忌吃|忌吃
1454|14981|忌吃|忌吃
7105|17333|忌吃|忌吃
2092|15510|忌吃|忌吃
4316|15996|忌吃|忌吃
6576|16515|忌吃|忌吃
7663|14363|忌吃|忌吃
6515|14537|忌吃|忌吃
147|13321|忌吃|忌吃
6807|14361|忌吃|忌吃
267|13897|忌吃|忌吃
4143|15206|忌吃|忌吃
2167|15510|忌吃|忌吃
391|15512|忌吃|忌吃
2358|14361|忌吃|忌吃
3608|12911|忌吃|忌吃
1698|14361|忌吃|忌吃
5914|15551|忌吃|忌吃
1877|14537|忌吃|忌吃
4522|17464|忌吃|忌吃
4517|13953|忌吃|忌吃
6279|16945|忌吃|忌吃
6271|14319|忌吃|忌吃
1865|13155|忌吃|忌吃
1089|14361|忌吃|忌吃
5680|14133|忌吃|忌吃
1787|14116|忌吃|忌吃
2159|14361|忌吃|忌吃
4739|16596|忌吃|忌吃
7202|17333|忌吃|忌吃
1954|13214|忌吃|忌吃
1298|13897|忌吃|忌吃
5345|13347|忌吃|忌吃
8043|15587|忌吃|忌吃
6576|17452|忌吃|忌吃
6914|13897|忌吃|忌吃
7535|15512|忌吃|忌吃
4182|14361|忌吃|忌吃
5286|15487|忌吃|忌吃
5699|12753|忌吃|忌吃
5520|13214|忌吃|忌吃
1835|17464|忌吃|忌吃
429|16676|忌吃|忌吃
5463|16254|忌吃|忌吃
2956|13897|忌吃|忌吃
5740|13155|忌吃|忌吃
1941|17464|忌吃|忌吃
439|15487|忌吃|忌吃
7669|13897|忌吃|忌吃
910|13897|忌吃|忌吃
1914|17464|忌吃|忌吃
1349|13321|忌吃|忌吃
6230|17464|忌吃|忌吃
8025|13214|忌吃|忌吃
121|15045|忌吃|忌吃
8236|13050|忌吃|忌吃
7742|16708|忌吃|忌吃
5718|16223|忌吃|忌吃
5290|13051|忌吃|忌吃
2890|13897|忌吃|忌吃
365|13767|忌吃|忌吃
1516|13321|忌吃|忌吃
6359|16243|忌吃|忌吃
5468|13897|忌吃|忌吃
7542|13321|忌吃|忌吃
5259|14537|忌吃|忌吃
6213|16026|忌吃|忌吃
4135|13321|忌吃|忌吃
5259|13897|忌吃|忌吃
2005|13897|忌吃|忌吃
4706|15820|忌吃|忌吃
7572|15510|忌吃|忌吃
12|16223|忌吃|忌吃
7837|13214|忌吃|忌吃
3158|15475|忌吃|忌吃
7236|14973|忌吃|忌吃
443|14361|忌吃|忌吃
97|14361|忌吃|忌吃
8201|13897|忌吃|忌吃
4434|15820|忌吃|忌吃
3608|16596|忌吃|忌吃
819|17336|忌吃|忌吃
3240|16676|忌吃|忌吃
3302|15475|忌吃|忌吃
4683|15206|忌吃|忌吃
842|17336|忌吃|忌吃
471|13897|忌吃|忌吃
801|13897|忌吃|忌吃
8428|14361|忌吃|忌吃
1974|17464|忌吃|忌吃
8416|14361|忌吃|忌吃
828|15510|忌吃|忌吃
1095|15519|忌吃|忌吃
3359|15487|忌吃|忌吃
6781|14361|忌吃|忌吃
6444|15551|忌吃|忌吃
3162|15475|忌吃|忌吃
2932|14361|忌吃|忌吃
7258|17333|忌吃|忌吃
7495|13050|忌吃|忌吃
3683|14154|忌吃|忌吃
44|14361|忌吃|忌吃
1874|17464|忌吃|忌吃
1512|15943|忌吃|忌吃
505|17464|忌吃|忌吃
2600|17333|忌吃|忌吃
515|13897|忌吃|忌吃
1746|16223|忌吃|忌吃
3202|17464|忌吃|忌吃
420|15487|忌吃|忌吃
8260|16515|忌吃|忌吃
6883|13214|忌吃|忌吃
1868|13155|忌吃|忌吃
112|16596|忌吃|忌吃
8660|13897|忌吃|忌吃
2382|16596|忌吃|忌吃
8767|13897|忌吃|忌吃
928|13897|忌吃|忌吃
4405|13321|忌吃|忌吃
4248|12911|忌吃|忌吃
2329|16676|忌吃|忌吃
1139|15743|忌吃|忌吃
4620|15820|忌吃|忌吃
4940|15475|忌吃|忌吃
4940|16851|忌吃|忌吃
5444|13214|忌吃|忌吃
8662|12652|忌吃|忌吃
1072|16596|忌吃|忌吃
6437|17361|忌吃|忌吃
6955|14897|忌吃|忌吃
6015|15045|忌吃|忌吃
1727|16758|忌吃|忌吃
2959|15475|忌吃|忌吃
8052|14363|忌吃|忌吃
812|13897|忌吃|忌吃
1551|16596|忌吃|忌吃
2182|15487|忌吃|忌吃
530|16478|忌吃|忌吃
801|16596|忌吃|忌吃
4713|15045|忌吃|忌吃
3468|13321|忌吃|忌吃
5955|12981|忌吃|忌吃
4224|15820|忌吃|忌吃
6100|14579|忌吃|忌吃
742|13321|忌吃|忌吃
5214|16851|忌吃|忌吃
738|15996|忌吃|忌吃
1999|17464|忌吃|忌吃
184|17333|忌吃|忌吃
3126|14361|忌吃|忌吃
798|13321|忌吃|忌吃
880|13897|忌吃|忌吃
5323|14361|忌吃|忌吃
935|12709|忌吃|忌吃
5583|14971|忌吃|忌吃
2561|14579|忌吃|忌吃
6308|13155|忌吃|忌吃
5426|16596|忌吃|忌吃
5661|15519|忌吃|忌吃
4844|15045|忌吃|忌吃
6360|14579|忌吃|忌吃
5908|13897|忌吃|忌吃
6132|13897|忌吃|忌吃
2533|14361|忌吃|忌吃
6544|15943|忌吃|忌吃
640|15475|忌吃|忌吃
7348|15864|忌吃|忌吃
7149|14537|忌吃|忌吃
3977|14107|忌吃|忌吃
1849|13155|忌吃|忌吃
6540|14361|忌吃|忌吃
6050|13897|忌吃|忌吃
3306|15248|忌吃|忌吃
8058|14537|忌吃|忌吃
378|13767|忌吃|忌吃
7271|13897|忌吃|忌吃
1203|16758|忌吃|忌吃
6236|13214|忌吃|忌吃
1996|13786|忌吃|忌吃
2062|15510|忌吃|忌吃
939|16596|忌吃|忌吃
7575|13897|忌吃|忌吃
7020|13214|忌吃|忌吃
4635|15045|忌吃|忌吃
5521|12800|忌吃|忌吃
7246|13214|忌吃|忌吃
5666|13155|忌吃|忌吃
6260|17464|忌吃|忌吃
1785|13155|忌吃|忌吃
724|15510|忌吃|忌吃
1517|16596|忌吃|忌吃
2952|14361|忌吃|忌吃
7663|15510|忌吃|忌吃
6714|14537|忌吃|忌吃
1431|14361|忌吃|忌吃
917|14537|忌吃|忌吃
7303|15045|忌吃|忌吃
3551|17307|忌吃|忌吃
2223|13897|忌吃|忌吃
1223|13321|忌吃|忌吃
3706|12753|忌吃|忌吃
7616|15066|忌吃|忌吃
8528|13214|忌吃|忌吃
3176|14308|忌吃|忌吃
5148|17464|忌吃|忌吃
8804|15587|忌吃|忌吃
5950|16223|忌吃|忌吃
969|14537|忌吃|忌吃
5778|12981|忌吃|忌吃
4088|14361|忌吃|忌吃
2117|13897|忌吃|忌吃
3107|17464|忌吃|忌吃
5688|15430|忌吃|忌吃
927|13155|忌吃|忌吃
5491|15551|忌吃|忌吃
5419|14361|忌吃|忌吃
872|16242|忌吃|忌吃
6336|14537|忌吃|忌吃
1305|16596|忌吃|忌吃
5964|16243|忌吃|忌吃
6157|15482|忌吃|忌吃
8776|15510|忌吃|忌吃
4343|15820|忌吃|忌吃
1477|14981|忌吃|忌吃
1110|13736|忌吃|忌吃
1221|13897|忌吃|忌吃
4341|16596|忌吃|忌吃
2571|13897|忌吃|忌吃
325|14361|忌吃|忌吃
5739|16243|忌吃|忌吃
1281|14361|忌吃|忌吃
5152|13155|忌吃|忌吃
3904|13214|忌吃|忌吃
8162|14897|忌吃|忌吃
855|17464|忌吃|忌吃
834|15510|忌吃|忌吃
586|16851|忌吃|忌吃
88|12940|忌吃|忌吃
700|13897|忌吃|忌吃
4|15551|忌吃|忌吃
7135|17333|忌吃|忌吃
8701|14537|忌吃|忌吃
1999|15475|忌吃|忌吃
2095|15206|忌吃|忌吃
2322|13897|忌吃|忌吃
7280|13897|忌吃|忌吃
1327|16596|忌吃|忌吃
2071|17416|忌吃|忌吃
828|17464|忌吃|忌吃
2965|13897|忌吃|忌吃
2179|13897|忌吃|忌吃
2268|15510|忌吃|忌吃
6606|15609|忌吃|忌吃
5856|13897|忌吃|忌吃
2099|15510|忌吃|忌吃
7423|13897|忌吃|忌吃
3106|15679|忌吃|忌吃
2642|14361|忌吃|忌吃
3959|15206|忌吃|忌吃
7164|17333|忌吃|忌吃
6430|16945|忌吃|忌吃
6497|16223|忌吃|忌吃
1251|13214|忌吃|忌吃
7644|15066|忌吃|忌吃
23|16243|忌吃|忌吃
2029|13321|忌吃|忌吃
189|15045|忌吃|忌吃
6422|15943|忌吃|忌吃
240|16596|忌吃|忌吃
5958|15273|忌吃|忌吃
5357|16596|忌吃|忌吃
1713|16389|忌吃|忌吃
7883|13214|忌吃|忌吃
4288|12911|忌吃|忌吃
5565|15022|忌吃|忌吃
4650|15510|忌吃|忌吃
1040|17333|忌吃|忌吃
3185|12800|忌吃|忌吃
314|17416|忌吃|忌吃
2671|15487|忌吃|忌吃
8267|16708|忌吃|忌吃
912|14361|忌吃|忌吃
2486|14537|忌吃|忌吃
3787|15385|忌吃|忌吃
6429|15551|忌吃|忌吃
3233|12800|忌吃|忌吃
5473|13214|忌吃|忌吃
2298|13897|忌吃|忌吃
4042|16596|忌吃|忌吃
4023|16988|忌吃|忌吃
7907|15587|忌吃|忌吃
7341|13953|忌吃|忌吃
8053|14361|忌吃|忌吃
2118|15510|忌吃|忌吃
1932|13897|忌吃|忌吃
415|13767|忌吃|忌吃
1524|13321|忌吃|忌吃
3676|12753|忌吃|忌吃
1748|16301|忌吃|忌吃
6003|15219|忌吃|忌吃
1061|13897|忌吃|忌吃
3429|14361|忌吃|忌吃
8404|17144|忌吃|忌吃
7323|15045|忌吃|忌吃
6292|16223|忌吃|忌吃
897|13897|忌吃|忌吃
1351|15482|忌吃|忌吃
7073|13786|忌吃|忌吃
8791|13736|忌吃|忌吃
3388|16596|忌吃|忌吃
6038|13155|忌吃|忌吃
611|14361|忌吃|忌吃
1842|17464|忌吃|忌吃
3075|14361|忌吃|忌吃
5116|15045|忌吃|忌吃
1212|12678|忌吃|忌吃
6456|14579|忌吃|忌吃
7922|12652|忌吃|忌吃
1909|13155|忌吃|忌吃
8680|15510|忌吃|忌吃
3919|13897|忌吃|忌吃
1278|15743|忌吃|忌吃
863|16303|忌吃|忌吃
2144|13897|忌吃|忌吃
7648|13214|忌吃|忌吃
6154|16223|忌吃|忌吃
2754|14361|忌吃|忌吃
4886|13897|忌吃|忌吃
5358|13050|忌吃|忌吃
7063|13897|忌吃|忌吃
2028|16596|忌吃|忌吃
4267|15475|忌吃|忌吃
7379|14537|忌吃|忌吃
1622|13214|忌吃|忌吃
8660|15487|忌吃|忌吃
3037|16596|忌吃|忌吃
8711|15510|忌吃|忌吃
789|16596|忌吃|忌吃
4761|16596|忌吃|忌吃
3032|16676|忌吃|忌吃
7156|15482|忌吃|忌吃
1246|16596|忌吃|忌吃
748|15355|忌吃|忌吃
5265|16851|忌吃|忌吃
2340|13897|忌吃|忌吃
4175|16596|忌吃|忌吃
6577|15551|忌吃|忌吃
4319|12911|忌吃|忌吃
7957|13214|忌吃|忌吃
4962|13897|忌吃|忌吃
5753|14361|忌吃|忌吃
2569|16596|忌吃|忌吃
6136|16223|忌吃|忌吃
3373|13214|忌吃|忌吃
2695|16596|忌吃|忌吃
8013|13214|忌吃|忌吃
5401|13321|忌吃|忌吃
7745|13736|忌吃|忌吃
5469|13155|忌吃|忌吃
7449|13897|忌吃|忌吃
7794|17333|忌吃|忌吃
3346|15475|忌吃|忌吃
4800|15045|忌吃|忌吃
7893|13897|忌吃|忌吃
3352|17464|忌吃|忌吃
5385|15475|忌吃|忌吃
5648|12816|忌吃|忌吃
6453|13897|忌吃|忌吃
7182|14537|忌吃|忌吃
1835|13897|忌吃|忌吃
2503|13834|忌吃|忌吃
596|15109|忌吃|忌吃
2884|14361|忌吃|忌吃
7540|15512|忌吃|忌吃
1906|13321|忌吃|忌吃
2129|13897|忌吃|忌吃
3650|15206|忌吃|忌吃
279|14585|忌吃|忌吃
8138|14361|忌吃|忌吃
7191|13050|忌吃|忌吃
678|17336|忌吃|忌吃
7679|16676|忌吃|忌吃
