:START_ID(disease)|:END_ID(food)|type:STRING|name:STRING
3899|15487|宜吃|宜吃
3316|14328|宜吃|宜吃
1400|16127|宜吃|宜吃
1903|15512|宜吃|宜吃
2677|16478|宜吃|宜吃
2955|17464|宜吃|宜吃
890|16127|宜吃|宜吃
5638|14779|宜吃|宜吃
1868|15045|宜吃|宜吃
1823|15613|宜吃|宜吃
7826|14154|宜吃|宜吃
5309|15512|宜吃|宜吃
6352|15385|宜吃|宜吃
8411|16127|宜吃|宜吃
2884|16127|宜吃|宜吃
8013|14154|宜吃|宜吃
2077|15109|宜吃|宜吃
807|15512|宜吃|宜吃
1108|15451|宜吃|宜吃
3418|16945|宜吃|宜吃
8177|16383|宜吃|宜吃
2014|14945|宜吃|宜吃
3538|16478|宜吃|宜吃
5755|15451|宜吃|宜吃
3439|14945|宜吃|宜吃
831|16945|宜吃|宜吃
6011|15510|宜吃|宜吃
5754|15725|宜吃|宜吃
863|15820|宜吃|宜吃
1224|15385|宜吃|宜吃
1769|14597|宜吃|宜吃
8359|14154|宜吃|宜吃
264|16127|宜吃|宜吃
371|14210|宜吃|宜吃
7929|16127|宜吃|宜吃
4811|16389|宜吃|宜吃
4563|15512|宜吃|宜吃
7456|15512|宜吃|宜吃
191|15820|宜吃|宜吃
1998|14945|宜吃|宜吃
416|14210|宜吃|宜吃
2939|17336|宜吃|宜吃
6175|13575|宜吃|宜吃
7926|17307|宜吃|宜吃
6553|15512|宜吃|宜吃
2008|17307|宜吃|宜吃
642|12753|宜吃|宜吃
5248|13767|宜吃|宜吃
1572|15512|宜吃|宜吃
8570|15864|宜吃|宜吃
1681|16127|宜吃|宜吃
2919|17336|宜吃|宜吃
2084|13015|宜吃|宜吃
3335|14210|宜吃|宜吃
7027|16478|宜吃|宜吃
5615|16596|宜吃|宜吃
701|12753|宜吃|宜吃
1307|14154|宜吃|宜吃
2314|15143|宜吃|宜吃
1308|14652|宜吃|宜吃
349|14328|宜吃|宜吃
4180|14045|宜吃|宜吃
2838|12965|宜吃|宜吃
8448|15512|宜吃|宜吃
462|13575|宜吃|宜吃
4293|16389|宜吃|宜吃
1996|14945|宜吃|宜吃
6114|15487|宜吃|宜吃
1165|16389|宜吃|宜吃
1913|14154|宜吃|宜吃
1281|14166|宜吃|宜吃
90|17078|宜吃|宜吃
403|15820|宜吃|宜吃
865|12753|宜吃|宜吃
7808|15143|宜吃|宜吃
6367|14916|宜吃|宜吃
1401|14154|宜吃|宜吃
3355|14154|宜吃|宜吃
5150|12753|宜吃|宜吃
2022|17307|宜吃|宜吃
6877|15864|宜吃|宜吃
2522|14154|宜吃|宜吃
7686|16127|宜吃|宜吃
5395|14652|宜吃|宜吃
1862|15864|宜吃|宜吃
2618|12965|宜吃|宜吃
3928|15385|宜吃|宜吃
6667|17272|宜吃|宜吃
6937|16059|宜吃|宜吃
3684|14154|宜吃|宜吃
2015|15512|宜吃|宜吃
3082|14210|宜吃|宜吃
1529|12965|宜吃|宜吃
6958|14652|宜吃|宜吃
7659|15045|宜吃|宜吃
7000|16478|宜吃|宜吃
1425|16127|宜吃|宜吃
6742|14597|宜吃|宜吃
7903|15512|宜吃|宜吃
2545|15385|宜吃|宜吃
6650|13602|宜吃|宜吃
1261|14652|宜吃|宜吃
4824|15613|宜吃|宜吃
6742|15743|宜吃|宜吃
1743|14154|宜吃|宜吃
4267|15143|宜吃|宜吃
7182|13585|宜吃|宜吃
7092|14154|宜吃|宜吃
2603|15512|宜吃|宜吃
2828|14154|宜吃|宜吃
1999|17307|宜吃|宜吃
7181|14652|宜吃|宜吃
7292|14652|宜吃|宜吃
4650|15512|宜吃|宜吃
1570|16389|宜吃|宜吃
1675|16127|宜吃|宜吃
2509|15385|宜吃|宜吃
2555|12753|宜吃|宜吃
3894|14154|宜吃|宜吃
5882|16852|宜吃|宜吃
336|15820|宜吃|宜吃
3173|15045|宜吃|宜吃
5946|12847|宜吃|宜吃
4989|12965|宜吃|宜吃
5953|14045|宜吃|宜吃
5251|16945|宜吃|宜吃
2592|16478|宜吃|宜吃
4653|13437|宜吃|宜吃
1839|13953|宜吃|宜吃
637|14328|宜吃|宜吃
8712|15864|宜吃|宜吃
2308|14585|宜吃|宜吃
5655|15487|宜吃|宜吃
7983|14045|宜吃|宜吃
2460|15109|宜吃|宜吃
4432|16945|宜吃|宜吃
4220|13767|宜吃|宜吃
3648|16945|宜吃|宜吃
5893|14652|宜吃|宜吃
682|16851|宜吃|宜吃
1554|16478|宜吃|宜吃
2985|12965|宜吃|宜吃
130|16389|宜吃|宜吃
3384|14945|宜吃|宜吃
3401|16478|宜吃|宜吃
5609|14045|宜吃|宜吃
144|16127|宜吃|宜吃
382|14154|宜吃|宜吃
4440|15451|宜吃|宜吃
7768|17307|宜吃|宜吃
2582|17336|宜吃|宜吃
7353|16127|宜吃|宜吃
3302|13953|宜吃|宜吃
833|15487|宜吃|宜吃
4351|14154|宜吃|宜吃
3327|14579|宜吃|宜吃
8063|16851|宜吃|宜吃
7617|17307|宜吃|宜吃
2040|15512|宜吃|宜吃
510|12753|宜吃|宜吃
4219|17336|宜吃|宜吃
1218|16478|宜吃|宜吃
3562|14597|宜吃|宜吃
3509|16127|宜吃|宜吃
1277|14652|宜吃|宜吃
3091|15864|宜吃|宜吃
2546|14154|宜吃|宜吃
4810|14652|宜吃|宜吃
6342|14945|宜吃|宜吃
7282|16478|宜吃|宜吃
5417|13831|宜吃|宜吃
7608|14154|宜吃|宜吃
112|14210|宜吃|宜吃
4556|15512|宜吃|宜吃
1519|15512|宜吃|宜吃
2043|14945|宜吃|宜吃
3126|14154|宜吃|宜吃
1351|15045|宜吃|宜吃
2731|16389|宜吃|宜吃
7500|14154|宜吃|宜吃
6742|17073|宜吃|宜吃
3089|15512|宜吃|宜吃
4599|14045|宜吃|宜吃
3252|14210|宜吃|宜吃
419|14154|宜吃|宜吃
4392|13767|宜吃|宜吃
7559|14154|宜吃|宜吃
2868|12965|宜吃|宜吃
8150|13736|宜吃|宜吃
3271|15385|宜吃|宜吃
8778|15512|宜吃|宜吃
6418|15512|宜吃|宜吃
2166|16851|宜吃|宜吃
7044|15512|宜吃|宜吃
3194|14045|宜吃|宜吃
5150|17336|宜吃|宜吃
8766|15820|宜吃|宜吃
3240|16389|宜吃|宜吃
3255|16877|宜吃|宜吃
5533|16851|宜吃|宜吃
729|12753|宜吃|宜吃
6517|16478|宜吃|宜吃
1043|15451|宜吃|宜吃
3316|16127|宜吃|宜吃
5765|15143|宜吃|宜吃
7688|16407|宜吃|宜吃
7088|17272|宜吃|宜吃
7396|16219|宜吃|宜吃
33|13015|宜吃|宜吃
2505|14945|宜吃|宜吃
7565|16335|宜吃|宜吃
737|16389|宜吃|宜吃
8517|15864|宜吃|宜吃
3991|16945|宜吃|宜吃
2600|14652|宜吃|宜吃
5757|16478|宜吃|宜吃
7412|16219|宜吃|宜吃
400|14328|宜吃|宜吃
5507|15512|宜吃|宜吃
3601|15864|宜吃|宜吃
7756|17307|宜吃|宜吃
1418|14154|宜吃|宜吃
2473|14210|宜吃|宜吃
4276|16389|宜吃|宜吃
5600|16485|宜吃|宜吃
7158|14154|宜吃|宜吃
2871|17333|宜吃|宜吃
7627|15512|宜吃|宜吃
4828|15512|宜吃|宜吃
2709|15512|宜吃|宜吃
3301|14154|宜吃|宜吃
4275|14045|宜吃|宜吃
1440|14652|宜吃|宜吃
7267|14045|宜吃|宜吃
7387|16219|宜吃|宜吃
1621|13585|宜吃|宜吃
3014|15512|宜吃|宜吃
238|15512|宜吃|宜吃
1674|13953|宜吃|宜吃
2267|15512|宜吃|宜吃
2896|16478|宜吃|宜吃
5690|16383|宜吃|宜吃
5327|15451|宜吃|宜吃
3068|17336|宜吃|宜吃
382|14328|宜吃|宜吃
3694|15512|宜吃|宜吃
2733|14166|宜吃|宜吃
6966|16478|宜吃|宜吃
5411|16945|宜吃|宜吃
3148|16478|宜吃|宜吃
1944|14652|宜吃|宜吃
5403|14045|宜吃|宜吃
7155|14045|宜吃|宜吃
2785|16389|宜吃|宜吃
3259|14945|宜吃|宜吃
1182|15487|宜吃|宜吃
6120|12753|宜吃|宜吃
1370|14154|宜吃|宜吃
1432|15512|宜吃|宜吃
3807|14154|宜吃|宜吃
4620|13953|宜吃|宜吃
5408|14585|宜吃|宜吃
5688|17307|宜吃|宜吃
396|15820|宜吃|宜吃
1721|15451|宜吃|宜吃
8715|15512|宜吃|宜吃
6202|14269|宜吃|宜吃
595|17336|宜吃|宜吃
3449|16478|宜吃|宜吃
1284|15045|宜吃|宜吃
200|16127|宜吃|宜吃
5882|13998|宜吃|宜吃
1111|15864|宜吃|宜吃
1075|16596|宜吃|宜吃
7087|16127|宜吃|宜吃
8357|15512|宜吃|宜吃
2828|14045|宜吃|宜吃
2569|15512|宜吃|宜吃
6415|16478|宜吃|宜吃
1085|14652|宜吃|宜吃
7867|14166|宜吃|宜吃
1124|16478|宜吃|宜吃
4997|15451|宜吃|宜吃
224|15820|宜吃|宜吃
1091|14652|宜吃|宜吃
8751|14154|宜吃|宜吃
6228|15512|宜吃|宜吃
8122|15512|宜吃|宜吃
1480|17464|宜吃|宜吃
2561|15512|宜吃|宜吃
1656|12753|宜吃|宜吃
2158|15143|宜吃|宜吃
6425|13602|宜吃|宜吃
4678|15512|宜吃|宜吃
8167|14166|宜吃|宜吃
2855|15820|宜吃|宜吃
8038|14007|宜吃|宜吃
5044|17336|宜吃|宜吃
8694|16478|宜吃|宜吃
2606|14328|宜吃|宜吃
8123|15109|宜吃|宜吃
5491|13070|宜吃|宜吃
4043|15143|宜吃|宜吃
2098|15109|宜吃|宜吃
1170|15045|宜吃|宜吃
7625|12965|宜吃|宜吃
1623|16127|宜吃|宜吃
3542|14154|宜吃|宜吃
7167|15045|宜吃|宜吃
4857|16389|宜吃|宜吃
22|15045|宜吃|宜吃
8019|15512|宜吃|宜吃
333|14045|宜吃|宜吃
431|12644|宜吃|宜吃
979|16478|宜吃|宜吃
2967|15820|宜吃|宜吃
6272|16059|宜吃|宜吃
8646|14585|宜吃|宜吃
4378|14045|宜吃|宜吃
1495|16127|宜吃|宜吃
3|15872|宜吃|宜吃
3383|14328|宜吃|宜吃
1607|16478|宜吃|宜吃
4953|15451|宜吃|宜吃
1449|14154|宜吃|宜吃
985|15512|宜吃|宜吃
2374|15512|宜吃|宜吃
1594|14154|宜吃|宜吃
6998|15385|宜吃|宜吃
2935|16127|宜吃|宜吃
2819|14045|宜吃|宜吃
2116|16059|宜吃|宜吃
3467|12644|宜吃|宜吃
6274|15725|宜吃|宜吃
3292|14154|宜吃|宜吃
6660|13437|宜吃|宜吃
4139|16389|宜吃|宜吃
858|15045|宜吃|宜吃
3484|12753|宜吃|宜吃
569|15451|宜吃|宜吃
5680|14183|宜吃|宜吃
1197|15451|宜吃|宜吃
2069|14154|宜吃|宜吃
2155|15143|宜吃|宜吃
3269|16676|宜吃|宜吃
5106|15512|宜吃|宜吃
3992|17336|宜吃|宜吃
1833|14154|宜吃|宜吃
7095|17307|宜吃|宜吃
1682|16851|宜吃|宜吃
5310|15451|宜吃|宜吃
899|15512|宜吃|宜吃
1143|13437|宜吃|宜吃
7503|15512|宜吃|宜吃
2346|16389|宜吃|宜吃
5921|15898|宜吃|宜吃
6587|16478|宜吃|宜吃
6229|14779|宜吃|宜吃
1433|15864|宜吃|宜吃
2785|16851|宜吃|宜吃
3358|14166|宜吃|宜吃
6663|17464|宜吃|宜吃
5778|16080|宜吃|宜吃
8745|16478|宜吃|宜吃
6611|17272|宜吃|宜吃
981|14045|宜吃|宜吃
2094|15820|宜吃|宜吃
3315|16219|宜吃|宜吃
562|14154|宜吃|宜吃
3063|17336|宜吃|宜吃
1192|14154|宜吃|宜吃
8780|15512|宜吃|宜吃
3932|15487|宜吃|宜吃
5422|14652|宜吃|宜吃
509|17336|宜吃|宜吃
5390|16478|宜吃|宜吃
7535|15512|宜吃|宜吃
2137|15109|宜吃|宜吃
1504|12965|宜吃|宜吃
3358|13953|宜吃|宜吃
2824|15512|宜吃|宜吃
5809|13457|宜吃|宜吃
6069|16478|宜吃|宜吃
506|12753|宜吃|宜吃
1478|16127|宜吃|宜吃
7899|15512|宜吃|宜吃
2471|13437|宜吃|宜吃
5866|15487|宜吃|宜吃
7348|16127|宜吃|宜吃
3341|14166|宜吃|宜吃
1015|15864|宜吃|宜吃
8404|14045|宜吃|宜吃
7497|17307|宜吃|宜吃
8140|17336|宜吃|宜吃
6942|16478|宜吃|宜吃
3377|15864|宜吃|宜吃
904|15820|宜吃|宜吃
1841|14154|宜吃|宜吃
1883|16478|宜吃|宜吃
2015|17307|宜吃|宜吃
5958|15487|宜吃|宜吃
334|12644|宜吃|宜吃
780|15512|宜吃|宜吃
8463|15512|宜吃|宜吃
5409|16676|宜吃|宜吃
964|12753|宜吃|宜吃
2519|16389|宜吃|宜吃
1765|16389|宜吃|宜吃
5152|15385|宜吃|宜吃
5193|15512|宜吃|宜吃
8778|17307|宜吃|宜吃
864|15512|宜吃|宜吃
5603|14690|宜吃|宜吃
1508|15206|宜吃|宜吃
2982|12644|宜吃|宜吃
2229|16945|宜吃|宜吃
229|16127|宜吃|宜吃
1657|14652|宜吃|宜吃
1922|15487|宜吃|宜吃
355|16478|宜吃|宜吃
3249|16478|宜吃|宜吃
5593|16248|宜吃|宜吃
215|14210|宜吃|宜吃
2706|14166|宜吃|宜吃
376|14328|宜吃|宜吃
4068|14154|宜吃|宜吃
2022|14154|宜吃|宜吃
5569|14154|宜吃|宜吃
3004|15385|宜吃|宜吃
237|15512|宜吃|宜吃
1844|13953|宜吃|宜吃
8075|14210|宜吃|宜吃
7721|14045|宜吃|宜吃
2610|17336|宜吃|宜吃
2890|15385|宜吃|宜吃
7922|14007|宜吃|宜吃
3300|15385|宜吃|宜吃
990|15864|宜吃|宜吃
1411|15512|宜吃|宜吃
7033|17336|宜吃|宜吃
4634|15143|宜吃|宜吃
5440|15512|宜吃|宜吃
567|15143|宜吃|宜吃
108|15864|宜吃|宜吃
568|14652|宜吃|宜吃
638|14045|宜吃|宜吃
5221|14328|宜吃|宜吃
3382|13953|宜吃|宜吃
7084|15385|宜吃|宜吃
1567|14652|宜吃|宜吃
7489|17307|宜吃|宜吃
1829|15143|宜吃|宜吃
5227|14154|宜吃|宜吃
6027|15487|宜吃|宜吃
7259|12965|宜吃|宜吃
1165|14154|宜吃|宜吃
3361|15512|宜吃|宜吃
5323|14107|宜吃|宜吃
7412|14652|宜吃|宜吃
5860|16101|宜吃|宜吃
12|16688|宜吃|宜吃
7027|16127|宜吃|宜吃
7512|16407|宜吃|宜吃
1586|14045|宜吃|宜吃
998|15356|宜吃|宜吃
24|16389|宜吃|宜吃
6755|16478|宜吃|宜吃
6016|16478|宜吃|宜吃
9|13602|宜吃|宜吃
374|15820|宜吃|宜吃
6370|16596|宜吃|宜吃
8768|17307|宜吃|宜吃
2378|16945|宜吃|宜吃
7359|15143|宜吃|宜吃
6414|13173|宜吃|宜吃
1250|14652|宜吃|宜吃
8488|15512|宜吃|宜吃
4267|17336|宜吃|宜吃
1541|16127|宜吃|宜吃
5407|16945|宜吃|宜吃
4904|14328|宜吃|宜吃
5621|17464|宜吃|宜吃
287|14210|宜吃|宜吃
1249|15487|宜吃|宜吃
5216|15143|宜吃|宜吃
6472|16676|宜吃|宜吃
1699|13015|宜吃|宜吃
7769|17336|宜吃|宜吃
5426|16596|宜吃|宜吃
6929|14045|宜吃|宜吃
1928|16219|宜吃|宜吃
2978|16676|宜吃|宜吃
685|17272|宜吃|宜吃
5701|16478|宜吃|宜吃
4272|17336|宜吃|宜吃
4524|17307|宜吃|宜吃
5165|16389|宜吃|宜吃
5625|15487|宜吃|宜吃
5386|16478|宜吃|宜吃
3902|15045|宜吃|宜吃
8224|15109|宜吃|宜吃
2982|15045|宜吃|宜吃
6931|15512|宜吃|宜吃
5408|15143|宜吃|宜吃
3328|14328|宜吃|宜吃
5917|15143|宜吃|宜吃
1656|16851|宜吃|宜吃
7738|17307|宜吃|宜吃
8804|14154|宜吃|宜吃
3044|17333|宜吃|宜吃
7357|15512|宜吃|宜吃
1911|16478|宜吃|宜吃
7475|17307|宜吃|宜吃
7804|13736|宜吃|宜吃
1539|14652|宜吃|宜吃
856|15820|宜吃|宜吃
968|15512|宜吃|宜吃
225|15820|宜吃|宜吃
8116|15613|宜吃|宜吃
7077|13585|宜吃|宜吃
8638|15864|宜吃|宜吃
721|12753|宜吃|宜吃
1067|16389|宜吃|宜吃
1600|15510|宜吃|宜吃
557|15143|宜吃|宜吃
4790|14045|宜吃|宜吃
8775|15864|宜吃|宜吃
848|16945|宜吃|宜吃
6557|15045|宜吃|宜吃
3645|14154|宜吃|宜吃
8012|13736|宜吃|宜吃
515|17272|宜吃|宜吃
7847|15512|宜吃|宜吃
1799|13015|宜吃|宜吃
5327|16945|宜吃|宜吃
609|13070|宜吃|宜吃
927|13155|宜吃|宜吃
565|15143|宜吃|宜吃
1749|15512|宜吃|宜吃
7735|15512|宜吃|宜吃
4946|15512|宜吃|宜吃
2588|14652|宜吃|宜吃
83|16127|宜吃|宜吃
5102|15385|宜吃|宜吃
3864|16127|宜吃|宜吃
2196|16478|宜吃|宜吃
5421|13457|宜吃|宜吃
7081|16127|宜吃|宜吃
6604|14154|宜吃|宜吃
2164|14652|宜吃|宜吃
8080|14579|宜吃|宜吃
1424|13585|宜吃|宜吃
3264|16478|宜吃|宜吃
2843|15512|宜吃|宜吃
974|12753|宜吃|宜吃
7240|16676|宜吃|宜吃
1545|12965|宜吃|宜吃
8150|14166|宜吃|宜吃
5832|14779|宜吃|宜吃
1768|17073|宜吃|宜吃
1033|15864|宜吃|宜吃
6952|16389|宜吃|宜吃
260|16478|宜吃|宜吃
6052|14154|宜吃|宜吃
7713|16127|宜吃|宜吃
8689|15864|宜吃|宜吃
6968|14045|宜吃|宜吃
8043|16478|宜吃|宜吃
8420|14045|宜吃|宜吃
2660|15512|宜吃|宜吃
6950|15512|宜吃|宜吃
3227|14328|宜吃|宜吃
225|14210|宜吃|宜吃
3117|14328|宜吃|宜吃
83|14210|宜吃|宜吃
3258|15045|宜吃|宜吃
5305|15451|宜吃|宜吃
2091|13015|宜吃|宜吃
3907|15385|宜吃|宜吃
7587|15512|宜吃|宜吃
782|12753|宜吃|宜吃
2673|15487|宜吃|宜吃
1519|16127|宜吃|宜吃
3323|15045|宜吃|宜吃
1646|16127|宜吃|宜吃
7885|14007|宜吃|宜吃
766|17316|宜吃|宜吃
8683|14154|宜吃|宜吃
1093|14652|宜吃|宜吃
1412|14154|宜吃|宜吃
8045|16851|宜吃|宜吃
7443|16851|宜吃|宜吃
5231|16389|宜吃|宜吃
5342|16676|宜吃|宜吃
2782|14166|宜吃|宜吃
1670|16127|宜吃|宜吃
379|15820|宜吃|宜吃
1388|14166|宜吃|宜吃
5702|15143|宜吃|宜吃
6942|16059|宜吃|宜吃
4359|15487|宜吃|宜吃
6268|13575|宜吃|宜吃
6835|14045|宜吃|宜吃
1097|15451|宜吃|宜吃
7562|14652|宜吃|宜吃
1369|15512|宜吃|宜吃
6896|16676|宜吃|宜吃
4935|14652|宜吃|宜吃
6338|12847|宜吃|宜吃
1803|13015|宜吃|宜吃
6420|15512|宜吃|宜吃
6800|15864|宜吃|宜吃
4522|16945|宜吃|宜吃
3537|14585|宜吃|宜吃
2636|14045|宜吃|宜吃
4547|14045|宜吃|宜吃
1712|15143|宜吃|宜吃
80|16127|宜吃|宜吃
9|16611|宜吃|宜吃
2102|15109|宜吃|宜吃
6377|14045|宜吃|宜吃
2470|15512|宜吃|宜吃
6507|16676|宜吃|宜吃
509|12753|宜吃|宜吃
3755|12644|宜吃|宜吃
90|15820|宜吃|宜吃
5655|15385|宜吃|宜吃
5622|14154|宜吃|宜吃
4062|13767|宜吃|宜吃
4554|13155|宜吃|宜吃
7024|16478|宜吃|宜吃
7764|15512|宜吃|宜吃
7166|16676|宜吃|宜吃
7070|14154|宜吃|宜吃
2976|12965|宜吃|宜吃
1878|14652|宜吃|宜吃
577|15512|宜吃|宜吃
7201|17272|宜吃|宜吃
1128|15864|宜吃|宜吃
1115|16389|宜吃|宜吃
7299|14652|宜吃|宜吃
5058|15512|宜吃|宜吃
6976|14154|宜吃|宜吃
1709|15512|宜吃|宜吃
4688|16478|宜吃|宜吃
8472|13736|宜吃|宜吃
4628|16945|宜吃|宜吃
6268|14742|宜吃|宜吃
963|15864|宜吃|宜吃
7329|14652|宜吃|宜吃
917|16127|宜吃|宜吃
8026|15512|宜吃|宜吃
7248|16478|宜吃|宜吃
2754|16389|宜吃|宜吃
33|16127|宜吃|宜吃
737|12753|宜吃|宜吃
145|16127|宜吃|宜吃
2194|14154|宜吃|宜吃
5447|17073|宜吃|宜吃
7540|15512|宜吃|宜吃
1242|14652|宜吃|宜吃
415|14210|宜吃|宜吃
1451|14652|宜吃|宜吃
7805|16127|宜吃|宜吃
180|14210|宜吃|宜吃
830|15820|宜吃|宜吃
362|14210|宜吃|宜吃
434|16877|宜吃|宜吃
7408|15512|宜吃|宜吃
6780|15512|宜吃|宜吃
8100|15613|宜吃|宜吃
8140|14210|宜吃|宜吃
2994|12965|宜吃|宜吃
5348|13831|宜吃|宜吃
5695|16851|宜吃|宜吃
7202|14154|宜吃|宜吃
5860|17336|宜吃|宜吃
6206|15512|宜吃|宜吃
5482|15385|宜吃|宜吃
4937|16389|宜吃|宜吃
4289|16127|宜吃|宜吃
5754|13892|宜吃|宜吃
3020|14154|宜吃|宜吃
