creationdate:LONG|:START_ID(Person)|:END_ID(Tag)
1263780113909|100|2011
1263780113909|100|2023
1263780113909|100|2028
1263780113909|100|2043
1263780113909|100|2784
1263780113909|100|2803
1263780113909|100|2820
1263780113909|100|2836
1263780113909|100|2859
1263780113909|100|2879
1263780113909|100|2890
1263780113909|100|2999
1263780113909|100|3014
1263780113909|100|4871
1263780113909|100|6365
1263780113909|100|6704
1263780113909|100|6934
1263780113909|100|7598
1263780113909|100|7782
1263780113909|100|12498
1263780113909|100|14846
1266571013438|107|1021
1266571013438|107|1664
1266571013438|107|2002
1266571013438|107|2041
1266571013438|107|2074
1266571013438|107|2781
1266571013438|107|2796
1266571013438|107|2816
1266571013438|107|2861
1266571013438|107|3055
1266571013438|107|5129
1266571013438|107|6354
1266571013438|107|6878
1266571013438|107|7330
1266571013438|107|7523
1266571013438|107|7604
1266571013438|107|10147
1266571013438|107|11745
1266583334255|166|566
1266583334255|166|567
1266583334255|166|585
1266583334255|166|591
1266583334255|166|776
1266583334255|166|781
1266583334255|166|795
1266583334255|166|807
1266583334255|166|1021
1266583334255|166|1450
1266583334255|166|1760
1266583334255|166|1984
1266583334255|166|1986
1266583334255|166|1988
1266583334255|166|1992
1266583334255|166|1995
1266583334255|166|1996
1266583334255|166|2014
1266583334255|166|2044
1266583334255|166|2045
1266583334255|166|2056
1266583334255|166|2078
1266583334255|166|2792
1266583334255|166|2797
1266583334255|166|2824
1266583334255|166|3106
1266583334255|166|4849
1266583334255|166|6368
1266583334255|166|6930
1266583334255|166|9102
1266583334255|166|9706
1266583334255|166|11679
1262306766678|181|1518
1262306766678|181|1989
1262306766678|181|2014
1262306766678|181|7580
1262863201390|248|1932
1262863201390|248|2933
1264861403459|325|193
1264861403459|325|586
1264861403459|325|785
1264861403459|325|1684
1264861403459|325|2803
1264861403459|325|2948
1264861403459|325|6368
1264861403459|325|6413
1264861403459|325|7380
1264432221430|347|411
1264432221430|347|5162
1264432221430|347|9271
1263129866708|375|280
1263129866708|375|292
1263129866708|375|543
1263129866708|375|544
1263129866708|375|1987
1263129866708|375|2779
1263129866708|375|2780
1263129866708|375|2792
1263129866708|375|2829
1263129866708|375|2834
1263129866708|375|2932
1263129866708|375|4847
1263129866708|375|5119
1263129866708|375|6945
1263129866708|375|9143
1263129866708|375|9209
1263129866708|375|9329
1263129866708|375|11622
1263763824103|394|8
1263763824103|394|206
1263763824103|394|569
1263763824103|394|778
1263763824103|394|1408
1263763824103|394|1454
1263763824103|394|1760
1263763824103|394|1989
1263763824103|394|2044
1263763824103|394|2779
1263763824103|394|2783
1263763824103|394|2885
1263763824103|394|3041
1263763824103|394|5062
1263763824103|394|5163
1263763824103|394|6438
1263763824103|394|7507
1263763824103|394|11409
1263763824103|394|12047
1263763824103|394|12296
1264596336698|412|1635
1266740262178|435|1732
1266740262178|435|5153
1264365131771|448|1406
1266756213240|455|1533
1266756213240|455|1985
1266756213240|455|5063
1267074638286|460|1732
1266147346669|478|138
1266147346669|478|145
1266147346669|478|206
1266147346669|478|545
1266147346669|478|561
1266147346669|478|565
1266147346669|478|569
1266147346669|478|597
1266147346669|478|780
1266147346669|478|783
1266147346669|478|786
1266147346669|478|1153
1266147346669|478|1154
1266147346669|478|1444
1266147346669|478|1454
1266147346669|478|1505
1266147346669|478|1506
1266147346669|478|1667
1266147346669|478|1771
1266147346669|478|1988
1266147346669|478|1991
1266147346669|478|1992
1266147346669|478|2005
1266147346669|478|2011
1266147346669|478|2782
1266147346669|478|2785
1266147346669|478|2820
1266147346669|478|2836
1266147346669|478|2844
1266147346669|478|2846
1266147346669|478|2888
1266147346669|478|2954
1266147346669|478|3063
1266147346669|478|3089
1266147346669|478|5115
1266147346669|478|5197
1266147346669|478|6981
1266147346669|478|6993
1266147346669|478|7509
1266147346669|478|7604
1266147346669|478|9170
1266147346669|478|9474
1266147346669|478|9477
1266147346669|478|10417
1266147346669|478|11408
1266147346669|478|11531
1266147346669|478|11644
1266147346669|478|14298
1265961865439|483|244
1264573033238|490|4
1264573033238|490|196
1264573033238|490|293
1264573033238|490|561
1264573033238|490|595
1264573033238|490|2021
1264573033238|490|2780
1264573033238|490|2803
1264573033238|490|2833
1264573033238|490|2859
1264573033238|490|2882
1264573033238|490|2911
1264573033238|490|5176
1264573033238|490|5962
1264573033238|490|6771
1264573033238|490|7380
1264573033238|490|7534
1264573033238|490|7567
1264573033238|490|7601
1264573033238|490|9474
1264573033238|490|10147
1264573033238|490|10367
1264573033238|490|13357
1264573033238|490|13851
1263841874363|529|1940
1263841874363|529|6409
1263841874363|529|9174
1266088848228|555|6
1266088848228|555|143
1266088848228|555|205
1266088848228|555|414
1266088848228|555|574
1266088848228|555|583
1266088848228|555|596
1266088848228|555|777
1266088848228|555|778
1266088848228|555|801
1266088848228|555|1670
1266088848228|555|1986
1266088848228|555|1991
1266088848228|555|2003
1266088848228|555|2010
1266088848228|555|2033
1266088848228|555|2071
1266088848228|555|2113
1266088848228|555|2777
1266088848228|555|2808
1266088848228|555|2812
1266088848228|555|2841
1266088848228|555|2918
1266088848228|555|2947
1266088848228|555|2951
1266088848228|555|2974
1266088848228|555|3043
1266088848228|555|3102
1266088848228|555|5116
1266088848228|555|6938
1266088848228|555|6990
1266088848228|555|7516
1266088848228|555|9058
1266088848228|555|9143
1266088848228|555|9314
1266088848228|555|11537
1266088848228|555|11898
1266088848228|555|13456
1263880983336|599|193
1263880983336|599|1187
1263880983336|599|1203
1263880983336|599|1679
1263880983336|599|1770
1263880983336|599|1909
1263880983336|599|2033
1263880983336|599|2087
1263880983336|599|2089
1263880983336|599|2820
1263880983336|599|2825
1263880983336|599|2834
1263880983336|599|2890
1263880983336|599|2904
1263880983336|599|2958
1263880983336|599|2975
1263880983336|599|2992
1263880983336|599|3036
1263880983336|599|3045
1263880983336|599|3082
1263880983336|599|4947
1263880983336|599|5066
1263880983336|599|5115
1263880983336|599|5546
1263880983336|599|6394
1263880983336|599|6405
1263880983336|599|6931
1263880983336|599|7604
1263880983336|599|7975
1263880983336|599|8757
1263880983336|599|9097
1263880983336|599|9144
1263880983336|599|10401
1263880983336|599|12296
1263880983336|599|14348
1263880983336|599|14379
1264072566071|604|149
1264072566071|604|205
1264072566071|604|2005
1264072566071|604|2026
1262360747061|659|138
1262360747061|659|463
1262360747061|659|470
1262360747061|659|589
1262360747061|659|785
1262360747061|659|810
1262360747061|659|1031
1262360747061|659|1153
1262360747061|659|1171
1262360747061|659|1173
1262360747061|659|1375
1262360747061|659|1614
1262360747061|659|1675
1262360747061|659|1766
1262360747061|659|1908
1262360747061|659|1992
1262360747061|659|2049
1262360747061|659|2079
1262360747061|659|2786
1262360747061|659|2811
1262360747061|659|2817
1262360747061|659|2829
1262360747061|659|2871
1262360747061|659|2887
1262360747061|659|2896
1262360747061|659|2919
1262360747061|659|2931
1262360747061|659|2980
1262360747061|659|2982
1262360747061|659|2999
1262360747061|659|3094
1262360747061|659|5712
1262360747061|659|6438
1262360747061|659|6518
1262360747061|659|6945
1262360747061|659|6991
1262360747061|659|7034
1262360747061|659|7338
1262360747061|659|7572
1262360747061|659|8499
1262360747061|659|9036
1262360747061|659|9058
1262360747061|659|9299
1262360747061|659|9317
1262360747061|659|11240
1262360747061|659|15227
1267144384619|673|1154
1267144384619|673|1940
1266632529856|690|183
1266632529856|690|468
1266632529856|690|574
1266632529856|690|774
1266632529856|690|779
1266632529856|690|1175
1266632529856|690|1533
1266632529856|690|1990
1266632529856|690|1993
1266632529856|690|2100
1266632529856|690|2789
1266632529856|690|2813
1266632529856|690|2831
1266632529856|690|2837
1266632529856|690|2845
1266632529856|690|2919
1266632529856|690|2994
1266632529856|690|3034
1266632529856|690|3036
1266632529856|690|3092
1266632529856|690|6413
1266632529856|690|7005
1266632529856|690|8303
1266632529856|690|9063
1264468025669|699|145
1264468025669|699|287
1264468025669|699|1170
1264468025669|699|1379
1264468025669|699|1759
1264468025669|699|1985
1264468025669|699|2812
1264468025669|699|2824
1264468025669|699|2844
1264468025669|699|2919
1264468025669|699|2957
1264468025669|699|2973
1264468025669|699|2978
1264468025669|699|3053
1264468025669|699|3081
1264468025669|699|5498
1264468025669|699|6429
1264468025669|699|6533
1264468025669|699|6981
1264468025669|699|7380
1264468025669|699|7719
1264468025669|699|8767
1264468025669|699|9174
1264468025669|699|9293
1264468025669|699|10024
1264468025669|699|10028
1264468025669|699|11338
1264468025669|699|12128
1264468025669|699|14171
1263288340126|701|445
1263288340126|701|2790
1263288340126|701|2840
1263288340126|701|5189
1263288340126|701|6440
1263288340126|701|6704
1263288340126|701|7354
1263288340126|701|9163
1264358795614|705|1799
1264358795614|705|2813
1264358795614|705|2896
1264358795614|705|2900
1264358795614|705|3049
1264358795614|705|3084
1264358795614|705|5303
1264358795614|705|6704
1264358795614|705|7777
1264358795614|705|8107
1264358795614|705|9326
1264358795614|705|9548
1264358795614|705|11541
1262809681024|756|522
1262809681024|756|2836
1262930410612|772|244
1262930410612|772|295
1262930410612|772|803
1262930410612|772|1174
1262930410612|772|1181
1262930410612|772|1546
1262930410612|772|1764
1262930410612|772|1863
1262930410612|772|2017
1262930410612|772|2779
1262930410612|772|2785
1262930410612|772|2792
1262930410612|772|2807
1262930410612|772|2812
1262930410612|772|2827
1262930410612|772|2829
1262930410612|772|2884
1262930410612|772|2889
1262930410612|772|2944
1262930410612|772|3027
1262930410612|772|4848
1262930410612|772|4872
1262930410612|772|5153
1262930410612|772|5951
1262930410612|772|6931
1262930410612|772|6940
1262930410612|772|6971
1262930410612|772|7311
1262930410612|772|7396
1262930410612|772|7517
1262930410612|772|7543
1262930410612|772|7570
1262930410612|772|7638
1262930410612|772|13265
1265291907400|773|811
1265291907400|773|1908
1265291907400|773|1986
1265291907400|773|4850
1265291907400|773|7051
1265291907400|773|7394
1265291907400|773|7534
1265291907400|773|13453
1265763045975|783|1974
1265150621454|786|410
1265150621454|786|1669
1265150621454|786|1984
1265150621454|786|2105
1265150621454|786|2778
1265150621454|786|2786
1265150621454|786|2855
1265150621454|786|3081
1265150621454|786|6676
1265150621454|786|7376
1262995521040|808|1153
1262995521040|808|1615
1267322938657|859|1929
1267322938657|859|8485
1267322938657|859|9097
1265887774131|881|138
1265887774131|881|282
1265887774131|881|299
1265887774131|881|778
1265887774131|881|779
1265887774131|881|781
1265887774131|881|804
1265887774131|881|1031
1265887774131|881|1181
1265887774131|881|1196
1265887774131|881|1450
1265887774131|881|1669
1265887774131|881|1691
1265887774131|881|1760
1265887774131|881|1863
1265887774131|881|1985
1265887774131|881|1991
1265887774131|881|2031
1265887774131|881|2118
1265887774131|881|2780
1265887774131|881|2788
1265887774131|881|2789
1265887774131|881|2795
1265887774131|881|2797
1265887774131|881|2800
1265887774131|881|2803
1265887774131|881|2811
1265887774131|881|2857
1265887774131|881|2865
1265887774131|881|2905
1265887774131|881|2912
1265887774131|881|2971
1265887774131|881|2998
1265887774131|881|2999
1265887774131|881|3001
1265887774131|881|3002
1265887774131|881|3085
1265887774131|881|4936
1265887774131|881|5118
1265887774131|881|5142
1265887774131|881|5147
1265887774131|881|5157
1265887774131|881|5191
1265887774131|881|6363
1265887774131|881|6399
1265887774131|881|6437
1265887774131|881|6954
1265887774131|881|6993
1265887774131|881|7171
1265887774131|881|7522
1265887774131|881|7523
1265887774131|881|7565
1265887774131|881|7807
1265887774131|881|8939
1265887774131|881|9008
1265887774131|881|9095
1265887774131|881|9668
1265887774131|881|13583
1265887774131|881|14515
1262607274965|903|1645
1262607274965|903|2829
1267583731479|910|296
1267583731479|910|441
1267583731479|910|1990
1267583731479|910|2047
1267583731479|910|2116
1267583731479|910|2832
1267583731479|910|2961
1267583731479|910|2967
1267583731479|910|3061
1267583731479|910|5147
1267583731479|910|5152
1267583731479|910|5381
1267583731479|910|6302
1267583731479|910|6458
1267583731479|910|6478
1267583731479|910|6532
1267583731479|910|6538
1267583731479|910|7339
1267583731479|910|8341
1267583731479|910|10443
1267583731479|910|10454
1267583731479|910|13590
1267583731479|910|13777
1267583731479|910|15022
1262310843489|919|6
1262310843489|919|1995
1262310843489|919|2085
1262310843489|919|11379
1266356466249|933|59
1266356466249|933|291
1266356466249|933|565
1266356466249|933|569
1266356466249|933|779
1266356466249|933|780
1266356466249|933|1178
1266356466249|933|1203
1266356466249|933|1444
1266356466249|933|1614
1266356466249|933|1764
1266356466249|933|1767
1266356466249|933|1936
1266356466249|933|1985
1266356466249|933|1989
1266356466249|933|2011
1266356466249|933|2016
1266356466249|933|2035
1266356466249|933|2036
1266356466249|933|2054
1266356466249|933|2057
1266356466249|933|2075
1266356466249|933|2097
1266356466249|933|2104
1266356466249|933|2120
1266356466249|933|2777
1266356466249|933|2778
1266356466249|933|2780
1266356466249|933|2783
1266356466249|933|2792
1266356466249|933|2801
1266356466249|933|2803
1266356466249|933|2811
1266356466249|933|2812
1266356466249|933|2828
1266356466249|933|2831
1266356466249|933|2847
1266356466249|933|2855
1266356466249|933|2932
1266356466249|933|2933
1266356466249|933|2941
1266356466249|933|2973
1266356466249|933|2975
1266356466249|933|3045
1266356466249|933|3047
1266356466249|933|3081
1266356466249|933|5142
1266356466249|933|5159
1266356466249|933|5163
1266356466249|933|5170
1266356466249|933|5467
1266356466249|933|5682
1266356466249|933|5875
1266356466249|933|6040
1266356466249|933|6144
1266356466249|933|6368
1266356466249|933|6532
1266356466249|933|6934
1266356466249|933|6962
1266356466249|933|7032
1266356466249|933|7335
1266356466249|933|7509
1266356466249|933|7545
1266356466249|933|7876
1266356466249|933|8942
1266356466249|933|9144
1266356466249|933|9146
1266356466249|933|9163
1266356466249|933|13818
1266356466249|933|13828
1264088088534|981|145
1264088088534|981|523
1264088088534|981|596
1264088088534|981|780
1264088088534|981|802
1264088088534|981|805
1264088088534|981|1179
1264088088534|981|1403
1264088088534|981|1450
1264088088534|981|1682
1264088088534|981|1763
1264088088534|981|1863
1264088088534|981|1986
1264088088534|981|1995
1264088088534|981|2017
1264088088534|981|2064
1264088088534|981|2083
1264088088534|981|2122
1264088088534|981|2784
1264088088534|981|2940
1264088088534|981|2975
1264088088534|981|3052
1264088088534|981|3067
1264088088534|981|5113
1264088088534|981|5126
1264088088534|981|5445
1264088088534|981|6375
1264088088534|981|6403
1264088088534|981|6410
1264088088534|981|6412
1264088088534|981|6425
1264088088534|981|6982
1264088088534|981|7543
1264088088534|981|7555
1264088088534|981|7573
1264088088534|981|7581
1264088088534|981|7604
1264088088534|981|9040
1264088088534|981|9102
1264088088534|981|9278
1264088088534|981|11376
1264088088534|981|11642
1264088088534|981|13816
1264088088534|981|13862
1264814587211|983|246
1264814587211|983|777
1264814587211|983|787
1264814587211|983|978
1264814587211|983|1533
1264814587211|983|1616
1264814587211|983|6405
1264689505642|1009|780
1264689505642|1009|802
1264689505642|1009|1522
1264689505642|1009|2014
1264689505642|1009|2787
1264689505642|1009|2789
1264689505642|1009|2814
1264689505642|1009|3060
1264689505642|1009|5133
1264689505642|1009|5152
1264689505642|1009|5191
1264689505642|1009|6274
1264689505642|1009|6902
1264689505642|1009|7520
1264689505642|1009|7911
1264689505642|1009|10181
1264689505642|1009|12416
1264689505642|1009|14984
1264767771239|1037|284
1264767771239|1037|288
1264767771239|1037|1410
1264767771239|1037|1545
1264767771239|1037|1984
1264767771239|1037|2066
1264767771239|1037|2781
1264767771239|1037|2784
1264767771239|1037|2787
1264767771239|1037|2880
1264767771239|1037|2954
1264767771239|1037|2962
1264767771239|1037|2967
1264767771239|1037|3062
1264767771239|1037|5129
1264767771239|1037|5571
1264767771239|1037|6375
1264767771239|1037|6413
1264767771239|1037|6438
1264767771239|1037|6484
1264767771239|1037|6743
1264767771239|1037|6962
1264767771239|1037|6976
1264767771239|1037|7517
1264767771239|1037|7565
1264767771239|1037|9195
1264767771239|1037|9289
1262571387124|1065|138
1262571387124|1065|216
1262571387124|1065|281
1262571387124|1065|286
1262571387124|1065|566
1262571387124|1065|573
1262571387124|1065|574
1262571387124|1065|576
1262571387124|1065|593
1262571387124|1065|781
1262571387124|1065|1022
1262571387124|1065|1178
1262571387124|1065|1186
1262571387124|1065|1545
1262571387124|1065|1548
1262571387124|1065|1668
1262571387124|1065|1671
1262571387124|1065|1672
1262571387124|1065|1758
1262571387124|1065|1985
1262571387124|1065|1992
1262571387124|1065|2008
1262571387124|1065|2031
1262571387124|1065|2036
1262571387124|1065|2046
1262571387124|1065|2058
1262571387124|1065|2077
1262571387124|1065|2082
1262571387124|1065|2116
1262571387124|1065|2778
1262571387124|1065|2783
1262571387124|1065|2802
1262571387124|1065|2804
1262571387124|1065|2806
1262571387124|1065|2818
1262571387124|1065|2823
1262571387124|1065|2826
1262571387124|1065|2832
1262571387124|1065|2879
1262571387124|1065|2884
1262571387124|1065|2895
1262571387124|1065|2912
1262571387124|1065|2959
1262571387124|1065|3029
1262571387124|1065|3047
1262571387124|1065|3087
1262571387124|1065|4848
1262571387124|1065|5119
1262571387124|1065|5321
1262571387124|1065|5563
1262571387124|1065|6360
1262571387124|1065|6363
1262571387124|1065|6365
1262571387124|1065|6706
1262571387124|1065|7001
1262571387124|1065|7034
1262571387124|1065|7380
1262571387124|1065|7521
1262571387124|1065|7572
1262571387124|1065|7860
1262571387124|1065|8897
1262571387124|1065|9150
1262571387124|1065|9174
1262571387124|1065|9188
1262571387124|1065|9299
1262571387124|1065|10038
1262571387124|1065|10961
1262571387124|1065|11123
1262571387124|1065|12273
1262571387124|1065|12392
1262571387124|1065|13376
1262394969935|1096|984
1262394969935|1096|8052
1264838003075|1130|4
1265956952659|1171|1930
1263826843490|1180|1149
1265268740964|1204|569
1263814294721|1223|140
1263814294721|1223|522
1263814294721|1223|806
1263814294721|1223|1988
1263814294721|1223|2100
1263814294721|1223|2838
1263814294721|1223|2894
1263814294721|1223|2909
1263814294721|1223|2925
1263814294721|1223|2953
1263814294721|1223|2999
1263814294721|1223|5085
1263814294721|1223|5158
1263814294721|1223|5543
1263814294721|1223|6404
1263814294721|1223|6931
1263814294721|1223|6981
1263814294721|1223|7029
1263814294721|1223|7032
1263814294721|1223|9474
1263814294721|1223|11577
1266118105768|1230|1
1266118105768|1230|59
1266118105768|1230|278
1266118105768|1230|285
1266118105768|1230|294
1266118105768|1230|565
1266118105768|1230|584
1266118105768|1230|593
1266118105768|1230|776
1266118105768|1230|777
1266118105768|1230|1021
1266118105768|1230|1024
1266118105768|1230|1029
1266118105768|1230|1032
1266118105768|1230|1178
1266118105768|1230|1180
1266118105768|1230|1546
1266118105768|1230|1548
1266118105768|1230|1668
1266118105768|1230|1952
1266118105768|1230|1984
1266118105768|1230|1993
1266118105768|1230|1995
1266118105768|1230|1997
1266118105768|1230|1999
1266118105768|1230|2045
1266118105768|1230|2078
1266118105768|1230|2082
1266118105768|1230|2107
1266118105768|1230|2116
1266118105768|1230|2117
1266118105768|1230|2777
1266118105768|1230|2780
1266118105768|1230|2793
1266118105768|1230|2817
1266118105768|1230|2826
1266118105768|1230|2828
1266118105768|1230|2846
1266118105768|1230|2851
1266118105768|1230|2872
1266118105768|1230|2935
1266118105768|1230|2965
1266118105768|1230|2986
1266118105768|1230|2998
1266118105768|1230|3013
1266118105768|1230|3028
1266118105768|1230|3047
1266118105768|1230|3070
1266118105768|1230|3090
1266118105768|1230|3114
1266118105768|1230|4844
1266118105768|1230|5133
1266118105768|1230|6298
1266118105768|1230|6354
1266118105768|1230|6931
1266118105768|1230|6981
1266118105768|1230|7534
1266118105768|1230|7547
1266118105768|1230|8284
1266118105768|1230|10710
1266118105768|1230|11541
1266118105768|1230|12980
1266118105768|1230|13171
1266118105768|1230|13515
1266118105768|1230|15105
1263994777801|1246|6
1263994777801|1246|566
1263994777801|1246|577
1263994777801|1246|579
1263994777801|1246|973
1263994777801|1246|978
1263994777801|1246|1171
1263994777801|1246|1178
1263994777801|1246|1180
1263994777801|1246|1193
1263994777801|1246|1197
1263994777801|1246|1940
1263994777801|1246|1995
1263994777801|1246|2023
1263994777801|1246|2046
1263994777801|1246|2048
1263994777801|1246|2052
1263994777801|1246|2786
1263994777801|1246|2794
1263994777801|1246|2927
1263994777801|1246|3106
1263994777801|1246|5085
1263994777801|1246|6413
1263994777801|1246|6945
1263994777801|1246|9170
1263994777801|1246|9474
1263994777801|1246|11254
1263994777801|1246|11258
1263994777801|1246|11379
1263994777801|1246|11628
1263994777801|1246|11695
1263994777801|1246|11742
1263994777801|1246|11743
1263994777801|1246|12002
1266076806846|1251|59
1266076806846|1251|578
1266076806846|1251|785
1266076806846|1251|975
1266076806846|1251|1023
1266076806846|1251|1027
1266076806846|1251|1179
1266076806846|1251|1532
1266076806846|1251|1670
1266076806846|1251|1680
1266076806846|1251|1881
1266076806846|1251|1984
1266076806846|1251|1996
1266076806846|1251|2001
1266076806846|1251|2080
1266076806846|1251|2783
1266076806846|1251|2825
1266076806846|1251|2854
1266076806846|1251|2878
1266076806846|1251|2884
1266076806846|1251|2901
1266076806846|1251|2962
1266076806846|1251|3023
1266076806846|1251|3025
1266076806846|1251|3046
1266076806846|1251|3076
1266076806846|1251|3094
1266076806846|1251|5250
1266076806846|1251|5750
1266076806846|1251|6413
1266076806846|1251|6954
1266076806846|1251|6971
1266076806846|1251|7051
1266076806846|1251|8624
1266076806846|1251|9319
1266076806846|1251|10499
1267446730059|1270|1859
1267446730059|1270|2857
1267446730059|1270|7014
1267446730059|1270|11541
1262609318958|1286|206
1262609318958|1286|288
1262609318958|1286|528
1262609318958|1286|777
1262609318958|1286|780
1262609318958|1286|1170
1262609318958|1286|1179
1262609318958|1286|1192
1262609318958|1286|1545
1262609318958|1286|1680
1262609318958|1286|1910
1262609318958|1286|1985
1262609318958|1286|2016
1262609318958|1286|2030
1262609318958|1286|2034
1262609318958|1286|2083
1262609318958|1286|2118
1262609318958|1286|2778
1262609318958|1286|2782
1262609318958|1286|2785
1262609318958|1286|2819
1262609318958|1286|2832
1262609318958|1286|2843
1262609318958|1286|2893
1262609318958|1286|2907
1262609318958|1286|2908
1262609318958|1286|2914
1262609318958|1286|2964
1262609318958|1286|2969
1262609318958|1286|2993
1262609318958|1286|2997
1262609318958|1286|3013
1262609318958|1286|3037
1262609318958|1286|3054
1262609318958|1286|3056
1262609318958|1286|5084
1262609318958|1286|5179
1262609318958|1286|5445
1262609318958|1286|5913
1262609318958|1286|6354
1262609318958|1286|6458
1262609318958|1286|6964
1262609318958|1286|7524
1262609318958|1286|9261
1262609318958|1286|11517
1262609318958|1286|11743
1262609318958|1286|12918
1267557176926|1295|140
1267557176926|1295|298
1267557176926|1295|416
1267557176926|1295|450
1267557176926|1295|1195
1267557176926|1295|1421
1267557176926|1295|1989
1267557176926|1295|2818
1267557176926|1295|2874
1267557176926|1295|2994
1267557176926|1295|3060
1267557176926|1295|3090
1267557176926|1295|3110
1267557176926|1295|5916
1267557176926|1295|7484
1267557176926|1295|8266
1267557176926|1295|9474
1263497163773|1305|589
1263497163773|1305|774
1263497163773|1305|776
1263497163773|1305|798
1263497163773|1305|1021
1263497163773|1305|1183
1263497163773|1305|1990
1263497163773|1305|2045
1263497163773|1305|2886
1263497163773|1305|2915
1263497163773|1305|2925
1263497163773|1305|2994
1263497163773|1305|3082
1263497163773|1305|4843
1263497163773|1305|5063
1263497163773|1305|6438
1263497163773|1305|6938
1263497163773|1305|7167
1263497163773|1305|7330
1263497163773|1305|7522
1263497163773|1305|8805
1263497163773|1305|11642
1267025231398|1312|6
1263329661532|1331|598
1263329661532|1331|1747
1263329661532|1331|2057
