creationdate:LONG|:START_ID(Forum)|:END_ID(Person)
1305398359081|549755814147|435
1339845295496|962072674564|435
1305548903277|549755814149|435
1333768642885|893353197830|435
1264365141771|264|448
1266756223240|265|455
1312641193141|618475290890|455
1325909420519|755914244363|455
1273989501340|137438953741|455
1338316875528|962072674574|455
1306252282899|549755814159|455
1313759287834|618475290896|455
1282809175021|206158430482|455
1327129366821|824633721107|455
1278970772615|206158430484|455
1296402984342|412316860693|455
1306434431605|549755814167|455
1312011872474|618475290904|455
1289897906077|343597383961|455
1313110137644|618475290906|455
1315803021769|687194767643|455
1315712151447|687194767644|455
1350928799769|1099511628061|455
1346624485842|1030792151326|455
1310449140860|618475290911|455
1320480795838|687194767648|455
1344677047527|1030792151329|455
1310523255321|618475290914|455
1297436171479|412316860707|455
1325888358141|755914244389|455
1302292190858|481036337446|455
1334045523902|893353197863|455
1352663895951|1168231104808|455
1272522448814|68719477033|455
1286861742335|274877907242|455
1333404591780|893353197867|455
1267074648286|300|460
1266147356669|301|478
1265961875439|302|483
1348740956675|1099511628079|483
1336807730779|962072674608|483
1304833526603|549755814193|483
1318418564773|687194767666|483
1340859260621|962072674611|483
1284097264738|274877907252|483
1299882547452|481036337461|483
1311135365282|618475290934|483
1286434641337|274877907255|483
1350383905192|1099511628088|483
1350684014454|1099511628089|483
1314982931492|618475290938|483
1335638237878|893353197883|483
1320682711551|755914244413|483
1326096321089|824633721150|483
1289801984276|343597383999|483
1329646334799|824633721152|483
1298819045994|412316860737|483
1280215697212|206158430530|483
1267474369512|323|483
1288422109433|274877907268|483
1343282152308|1030792151365|483
1332589134162|893353197894|483
1322260563192|755914244423|483
1333363198419|893353197896|483
1306609523157|549755814217|483
1349130399743|1099511628106|483
1270636241799|68719477067|483
1275485776276|137438953804|483
1343019275035|1030792151373|483
1276396497455|137438953806|483
1297060356730|412316860751|483
1316911450547|687194767696|483
1308174379712|549755814225|483
1264573043238|338|490
1349278806984|1099511628115|490
1315571386234|687194767701|490
1317413396109|687194767702|490
1288820269633|343597384023|490
1349171053209|1099511628120|490
1346377419934|1030792151385|490
1300818585767|481036337498|490
1315388608155|687194767707|490
1348454067464|1099511628124|490
1302071293229|481036337501|490
1296590340727|412316860766|490
1271951517457|68719477087|490
1352328630116|1099511628129|490
1296853551295|412316860771|490
1296352695927|412316860772|490
1338720368523|962072674661|490
1275915360902|137438953830|490
1325282354413|755914244455|490
1303034280912|481036337512|490
1339824493125|962072674665|490
1318887545492|687194767722|490
1297236786305|412316860779|490
1346782882468|1030792151404|490
1334547366375|893353197933|490
1324827350918|755914244462|490
1300693160993|481036337519|490
1351057564201|1099511628144|490
1290730137779|343597384049|490
1322944792715|755914244466|490
1322398607237|755914244467|490
1269615534614|68719477108|490
1343772827608|1030792151413|490
1263841884363|374|529
1266088858228|375|555
1311536310457|618475291000|555
1267292262292|377|555
1342276876498|1030792151418|555
1277796750281|137438953851|555
1347517240039|1099511628156|555
1329636049043|824633721213|555
1325678376324|755914244478|555
1347951523640|1099511628159|555
1286038428448|274877907328|555
1291872738916|343597384065|555
1325100952394|755914244482|555
1330545289501|824633721219|555
1332967598972|893353197956|555
1269487667359|68719477125|555
1319477296129|687194767750|555
1342505123712|1030792151431|555
1345013928839|1030792151432|555
1345654973663|1030792151433|555
1328121591687|824633721226|555
1311937600224|618475291019|555
1317116909219|687194767756|555
1267597661367|397|555
1344585056738|1030792151438|555
1280720070741|206158430607|555
1310293683060|618475291024|555
1313234329555|618475291025|555
1347312895970|1099511628178|555
1306829492844|549755814291|555
1267826243215|68719477140|555
1317733092629|687194767765|555
1269284485096|68719477142|555
1282471139903|206158430615|555
1311750962478|618475291032|555
1279850328936|206158430617|555
1310474078558|618475291034|555
1269623643944|68719477147|555
1296825910484|412316860828|555
1341231729182|962072674717|555
1263880993336|415|599
1264072576071|416|604
1336423210673|893353197985|604
1304623379204|481036337570|604
1309432640051|549755814307|604
1265325002614|420|604
1286270855739|274877907365|604
1286270959651|274877907366|604
1336552410484|962072674727|604
1323960131001|755914244520|604
1265971781470|425|604
1267315705295|426|604
1314751769144|618475291051|604
1303384557719|481036337580|604
1268177400947|68719477165|604
1278604327841|206158430638|604
1306523190885|549755814319|604
1283082199979|206158430640|604
1341396781535|962072674737|604
1338287676111|962072674738|604
1270428221731|68719477171|604
1289248241324|343597384116|604
1286655044815|274877907381|604
1312177466366|618475291062|604
1288686492029|274877907383|604
1292193374555|343597384120|604
1346414707817|1030792151481|604
1286095425495|274877907386|604
1348768290467|1099511628219|604
1318004705050|687194767804|604
1321680778480|755914244541|604
1273012734371|137438953918|604
1330691540284|824633721279|604
1293892176710|343597384128|604
1351390778878|1099511628225|604
1338673678461|962072674754|604
1318544900816|687194767811|604
1262360757061|452|659
1311596389157|618475291077|659
1338059947057|962072674758|659
1295304926220|412316860871|659
1284222485480|274877907400|659
1265308994734|457|659
1298876153432|412316860874|659
1319676776507|687194767819|659
1307134156875|549755814348|659
1328187190770|824633721293|659
1286845914656|274877907406|659
1295851851437|412316860879|659
1330163949443|824633721296|659
1339759654684|962072674769|659
1266811058033|466|659
1328123826283|824633721299|659
1264505652250|468|659
1303256943910|481036337621|659
1333561750993|893353198039|659
1326955847756|824633721304|659
1263715433408|473|659
1290863929467|343597384154|659
1269634195779|68719477211|659
1267947826218|68719477212|659
1292854445222|343597384157|659
1280920220864|206158430686|659
1317565593032|687194767839|659
1342510804574|1030792151520|659
1270442325198|68719477217|659
1275501203476|137438953954|659
1297331862348|412316860899|659
1287206539199|274877907428|659
1350826324336|1099511628261|659
1286538342395|274877907430|659
1346246485785|1030792151527|659
1267144394619|489|673
1337919690766|962072674794|673
1353862724723|1168231105003|673
1340419430780|962072674796|673
1341780453767|962072674797|673
1335271646736|893353198062|673
1340852475994|962072674799|673
1329003950973|824633721328|673
1325796689938|755914244593|673
1313858436899|618475291122|673
1286863332446|274877907443|673
1333695943942|893353198068|673
1332557084936|893353198069|673
1280798898004|206158430711|673
1299948852324|481036337656|673
1318400538444|687194767866|673
1317833941776|687194767867|673
1348611480242|1099511628284|673
1301395203675|481036337661|673
1301780256102|481036337662|673
1283448308002|206158430719|673
1339489733502|962072674816|673
1304006301149|481036337665|673
1313169573568|618475291138|673
1350738642648|1099511628291|673
1267188026313|516|673
1340140557969|962072674821|673
1294082809108|343597384198|673
1332844779656|893353198087|673
1270735967561|68719477256|673
1299245269271|412316860937|673
1298060892448|412316860938|673
1334404766797|893353198091|673
1266632539856|524|690
1279069356177|206158430733|690
1342720004584|1030792151566|690
1334032612094|893353198095|690
1316985146583|687194767888|690
1302439213623|481036337682|690
1310461228112|618475291155|690
1272237528667|68719477268|690
1304727947980|549755814421|690
1351625563530|1099511628310|690
1337376778696|962072674839|690
1316375342358|687194767896|690
1307349179883|549755814425|690
1330462921643|824633721370|690
1335461667515|893353198107|690
1289766061400|343597384220|690
1276760522550|137438954013|690
1267418481162|542|690
1310187965601|618475291167|690
1299867693872|481036337696|690
1331733548290|893353198113|690
1288695707260|274877907490|690
1315156440657|618475291171|690
1292911692852|343597384228|690
1285607484482|274877907493|690
1270721542250|68719477286|690
1303798248769|481036337703|690
1319487215893|687194767912|690
1309822591490|549755814441|690
1278507184020|206158430762|690
1286093568768|274877907499|690
1287117957262|274877907500|690
1312647176014|618475291181|690
1324804428893|755914244654|690
1264468035669|559|699
1263288350126|560|701
1264358805614|561|705
1262809691024|562|756
1262930420612|563|772
1265291917400|564|773
1298881514626|412316860981|773
1269762925667|68719477302|773
1284762896028|274877907511|773
1341241373356|962072674872|773
1353571299298|1168231105081|773
1286583795908|274877907514|773
1278088845793|137438954044|773
1266660499315|573|773
1328487189009|824633721406|773
1294116539348|412316860991|773
1301443362553|481036337728|773
1347153852652|1099511628353|773
1335226636735|893353198146|773
1289926465325|343597384259|773
1296976894424|412316860996|773
1345025688508|1030792151621|773
1265711029986|582|773
1331684903678|893353198151|773
1309088605798|549755814472|773
1280610449501|206158430793|773
1330461262874|824633721418|773
1334901824990|893353198155|773
1285191658484|274877907532|773
1280694713954|206158430797|773
1308844779545|549755814478|773
1287651469054|274877907535|773
1315350541640|687194767952|773
1326223896926|824633721425|773
1312430822891|618475291218|773
1267273627775|596|773
1339461439532|962072674901|773
1281137340211|206158430806|773
1333058075080|893353198167|773
1265763055975|600|783
1272860611011|68719477337|783
1295143715215|412316861018|783
1339768035385|962072674907|783
1294266048403|412316861020|783
1289035547791|343597384285|783
1305027564909|549755814494|783
1351503007764|1099511628383|783
1308441335802|549755814496|783
1280976273802|206158430817|783
1287287724746|274877907554|783
1288332814479|274877907555|783
1278266520622|206158430820|783
1294573909448|412316861029|783
1297368730867|412316861030|783
1331323790172|893353198183|783
1267044458137|616|783
1278934630470|206158430825|783
1269479019483|68719477354|783
1334311561167|893353198187|783
1300981126689|481036337772|783
1342524206073|1030792151661|783
1291685821206|343597384302|783
1274147288285|137438954095|783
1284094835528|274877907568|783
1323706267440|755914244721|783
1274334410450|137438954098|783
1291777073736|343597384307|783
1292507927886|343597384308|783
1307679531592|549755814517|783
1272322534915|68719477366|783
1327946868572|824633721463|783
1338178130585|962072674936|783
1273769786658|137438954105|783
1311803884193|618475291258|783
1339205916848|962072674939|783
1265150631454|636|786
1326777089010|824633721469|786
1351494350520|1099511628414|786
1345974186282|1030792151679|786
1305397752591|549755814528|786
1316487768310|687194768001|786
1265576015079|642|786
1313432399051|618475291267|786
1321944909504|755914244740|786
1287429164977|274877907589|786
1274226642832|137438954118|786
1352930011427|1168231105159|786
1310696135704|618475291272|786
1339448802658|962072674953|786
1304627651746|481036337802|786
1307830355639|549755814539|786
1284270214793|274877907596|786
1344411661157|1030792151693|786
1325844096590|755914244750|786
1321296075828|755914244751|786
1270038841759|68719477392|786
1352026525782|1099511628433|786
1349828396747|1099511628434|786
1275539397779|137438954131|786
1314473455705|618475291284|786
1335908779920|893353198229|786
1348752127424|1099511628438|786
1347451493191|1099511628439|786
1310864270183|618475291288|786
1283915529372|274877907609|786
1338532351944|962072674970|786
1278481206404|206158430875|786
1339163406858|962072674972|786
1344400148657|1030792151709|786
1266124367183|670|786
1297212272070|412316861087|786
1262995531040|709|808
1265423324266|710|808
1352249762840|1099511628487|808
1278067005085|137438954184|808
1348261673761|1099511628489|808
1346055874736|1030792151754|808
1297974949241|412316861131|808
1331871622228|893353198284|808
1344943122011|1030792151757|808
1263410050143|718|808
1319556424601|687194768079|808
1298412819589|412316861136|808
1278430467644|206158430929|808
1339151211485|962072675027|808
1316486154938|687194768084|808
1268477500108|68719477461|808
1308765222326|549755814614|808
1351610581957|1099511628503|808
1285271861423|274877907672|808
1295707424055|412316861145|808
1308472083479|549755814618|808
1324887922229|755914244828|808
1296606208091|412316861149|808
1264879649457|734|808
1322688906883|755914244831|808
1307205089461|549755814624|808
1290111864936|343597384417|808
1293337322264|343597384418|808
1307113194003|549755814627|808
1342470482821|1030792151780|808
1289474872964|343597384421|808
1320703226226|755914244838|808
1295494442956|412316861159|808
1331174114779|824633721576|808
1328280913109|824633721577|808
1289402190978|343597384426|808
1326774086065|824633721579|808
1329124455417|824633721580|808
1337240501370|962072675053|808
1267322948657|750|859
1271893243413|68719477487|859
1282502542815|206158430960|859
1312410161999|618475291377|859
1312714416130|618475291378|859
1312955718818|618475291379|859
1282372757300|206158430964|859
1340769007022|962072675061|859
1317460525233|687194768118|859
1276413886936|137438954231|859
1338534862447|962072675064|859
1336795170227|962072675065|859
1323977436612|755914244858|859
1341053806685|962072675067|859
1281519735444|206158430972|859
1268002662105|68719477501|859
1316764501673|687194768126|859
1277974769188|137438954239|859
1296303837007|412316861184|859
1293398076737|343597384449|859
1302720907897|481036337922|859
1286594379215|274877907715|859
1345583860066|1030792151812|859
1328843053756|824633721605|859
1334302662455|893353198342|859
1333140646940|893353198343|859
1334388973745|893353198345|859
1332857395543|893353198346|859
1352587516337|1168231105291|859
1311340708451|618475291404|859
1284097962485|274877907725|859
1274220431450|137438954254|859
1341322796006|962072675087|859
1343751012637|1030792151824|859
1265887784131|785|881
1349786111285|1099511628562|881
1353365373357|1168231105299|881
1278406834683|206158430996|881
1301368630521|481036337941|881
1290634557490|343597384470|881
1275276712370|137438954263|881
1282529982387|206158431000|881
1352277133241|1099511628569|881
1338934146799|962072675098|881
1289548856105|343597384475|881
1345977818660|1030792151836|881
1343537311839|1030792151837|881
1275866381123|137438954270|881
1279280948096|206158431007|881
1329370936976|824633721632|881
1325131552571|755914244897|881
1285300248220|274877907746|881
1308291674924|549755814691|881
1337763017951|962072675108|881
1300212392202|481036337957|881
1281934267599|206158431014|881
1300922137907|481036337959|881
1276051858368|137438954280|881
1328896117796|824633721641|881
1268142562670|68719477546|881
1337387020704|962072675115|881
1305132752208|549755814700|881
1345747764933|1030792151853|881
1274292249657|137438954286|881
1272961975202|137438954288|881
1337776747120|962072675121|881
1298393950944|412316861234|881
1345011918503|1030792151859|881
1295120627726|412316861236|881
1262607284965|821|903
1267583741479|822|910
1279820771396|206158431031|910
1317362746180|687194768185|910
1307267988702|549755814714|910
1338953624396|962072675131|910
1307012299183|549755814716|910
1300281631328|481036337981|910
1268834383118|68719477566|910
1347049393253|1030792151871|910
1271391855561|68719477568|910
1267927209631|68719477569|910
1291777164542|343597384514|910
1320303420659|687194768195|910
1307405417736|549755814724|910
1313334343654|618475291461|910
1340478323747|962072675142|910
1273780406733|137438954311|910
1309586906745|549755814728|910
1353309741373|1168231105353|910
1281409755072|206158431050|910
1330787382189|824633721675|910
1320048754350|687194768204|910
1275594837136|137438954317|910
1329190860114|824633721678|910
1334251466419|893353198415|910
1318778671347|687194768208|910
1273102010013|137438954321|910
1324148621978|755914244946|910
1314895993762|618475291475|910
1311705527905|618475291476|910
1292754611523|343597384533|910
1349340938664|1099511628632|910
1262310853489|857|919
1266356476249|858|933
1264088098534|859|981
1297520274060|412316861276|981
1293749243536|343597384541|981
1277872673670|137438954334|981
1327675728798|824633721695|981
1347532766663|1099511628640|981
1299292031414|412316861281|981
1270169020702|68719477602|981
1345355549088|1030792151907|981
1342175108943|1030792151908|981
1329682661207|824633721701|981
1315964644592|687194768230|981
1335686492574|893353198439|981
1286027353344|274877907816|981
1303142838609|481036338025|981
1330706582819|824633721706|981
1290391266283|343597384555|981
1277815390448|137438954348|981
1350769920831|1099511628653|981
1277013075110|137438954350|981
1265013578936|879|981
1328560508416|824633721712|981
1346611704377|1030792151921|981
1339457876387|962072675186|981
1297964514352|412316861299|981
1337468050224|962072675188|981
1318086373802|687194768245|981
1281750804471|206158431095|981
1322949755077|755914244984|981
1288507294959|274877907833|981
1314420279905|618475291514|981
1329278241789|824633721723|981
1318127608606|687194768252|981
1323968451278|755914244989|981
1320696281184|755914244990|981
1265747210660|895|981
1266055092880|896|981
1292254151740|343597384577|981
1273092838633|137438954370|981
1264814597211|899|983
1264689515642|900|1009
1264767781239|901|1037
1262571397124|902|1065
1262394979935|903|1096
1330271453354|824633721736|1096
1331165808570|824633721737|1096
1353213589583|1168231105418|1096
1349726296665|1099511628683|1096
1292123903047|343597384588|1096
1312410240298|618475291533|1096
1264987551264|910|1096
1350398041360|1099511628687|1096
1293365133713|343597384592|1096
1334412842808|893353198481|1096
1319435562940|687194768274|1096
1292128000077|343597384595|1096
1307378667141|549755814804|1096
1289933924947|343597384597|1096
1354156205865|1168231105430|1096
1288647474163|274877907863|1096
1296460369008|412316861336|1096
1320048182159|687194768281|1096
1314207121972|618475291547|1096
1320415550213|687194768284|1096
1307367594562|549755814813|1096
1267692569308|68719477662|1096
1328831800865|824633721759|1096
1290120896054|343597384608|1096
1275289285892|137438954401|1096
1342636712575|1030792151970|1096
1333236065943|893353198499|1096
1338360574595|962072675236|1096
1291091932421|343597384613|1096
1315412764427|687194768294|1096
1269990091160|68719477671|1096
1323975309825|755914245032|1096
1295977557225|412316861353|1096
1265566886002|938|1096
1325821646089|755914245035|1096
1264838013075|940|1130
1265956962659|941|1171
1308046126748|549755814830|1171
1274792231769|137438954415|1171
1311313582922|618475291568|1171
1285121866848|274877907889|1171
1298453740069|412316861362|1171
1347710523571|1099511628723|1171
1349322097726|1099511628724|1171
1272358476552|68719477685|1171
1272961377679|137438954422|1171
1323976959972|755914245047|1171
1290688753843|343597384632|1171
1333201978840|893353198521|1171
1271926659072|68719477690|1171
1270211434921|68719477691|1171
1328210553588|824633721788|1171
1299358807645|412316861373|1171
1335801072313|893353198526|1171
1325225764846|755914245055|1171
1285657129255|274877907904|1171
1271329742365|68719477697|1171
1317216776742|687194768322|1171
1269355440364|68719477699|1171
1323410229991|755914245060|1171
1316888921892|687194768325|1171
1337536263456|962072675271|1171
1312983100142|618475291592|1171
1346200577227|1030792152009|1171
1306967752005|549755814858|1171
1317315269708|687194768331|1171
1298232866830|412316861388|1171
1268742901908|68719477709|1171
1300415065984|481036338126|1171
1269514274661|68719477711|1171
1311314234966|618475291600|1171
1263826853490|977|1180
1307540838497|549755814866|1180
1292816878155|343597384659|1180
1314353674593|618475291604|1180
1327036197066|824633721813|1180
1278695125989|206158431190|1180
1289986407824|343597384663|1180
1330351124575|824633721817|1180
1319069350746|687194768346|1180
1282301324016|206158431195|1180
1329707298921|824633721820|1180
1321876842122|755914245085|1180
1300808568672|481036338142|1180
1330692506285|824633721823|1180
1313112570096|618475291616|1180
1328676510654|824633721825|1180
1271215113015|68719477730|1180
1296777724853|412316861411|1180
1297439178895|412316861412|1180
1314359429539|618475291621|1180
1309796862027|549755814886|1180
1268427705261|68719477735|1180
1330369570993|824633721832|1180
1283427572523|206158431209|1180
1302556845092|481036338154|1180
1318295861251|687194768363|1180
1340229232266|962072675308|1180
1349309185339|1099511628781|1180
1306552665118|549755814894|1180
1316222467239|687194768367|1180
1332202853567|893353198576|1180
1346594218333|1030792152049|1180
1330792140125|824633721842|1180
1316135733670|687194768372|1180
1265268750964|1013|1204
1263814304721|1014|1223
1281808777799|206158431223|1223
1304917908136|549755814904|1223
1325252845040|755914245113|1223
1323968812841|755914245115|1223
1271927214092|68719477756|1223
1348048501293|1099511628797|1223
1330201818298|824633721854|1223
1303491527139|481036338175|1223
1353952048289|1168231105536|1223
1297245746117|412316861441|1223
1335486056856|893353198594|1223
1354044604250|1168231105539|1223
1281935752955|206158431236|1223
1349073192404|1099511628805|1223
1333843467470|893353198598|1223
1309087075242|549755814919|1223
1268165444530|68719477768|1223
1334376410491|893353198601|1223
1264068105995|1034|1223
1294593074728|412316861451|1223
1312910635050|618475291660|1223
1299183074152|412316861453|1223
1278984498544|206158431246|1223
1308404301900|549755814927|1223
1341748823606|962072675344|1223
1344185068226|1030792152081|1223
1314935046683|618475291666|1223
1319489076068|687194768403|1223
1265851059778|1044|1223
1279437305609|206158431253|1223
1337617589830|962072675350|1223
1305574956981|549755814935|1223
1334070252022|893353198616|1223
1281570833521|206158431257|1223
1266118115768|1050|1230
1298169498744|412316861467|1230
1349758727432|1099511628828|1230
1343476979496|1030792152093|1230
1294044179357|343597384734|1230
1344129133282|1030792152095|1230
1299781702420|481036338208|1230
1342728277040|1030792152097|1230
1298560229122|412316861474|1230
1267125995871|1059|1230
1345192979240|1030792152100|1230
1301759306983|481036338213|1230
1312045651442|618475291686|1230
1288225153771|274877908007|1230
1316834862988|687194768424|1230
1326805045904|824633721897|1230
1285347239110|274877908010|1230
1321864709148|755914245163|1230
1318568855944|687194768428|1230
1298221128284|412316861485|1230
1291105866030|343597384750|1230
1297346078885|412316861487|1230
1296392569400|412316861489|1230
1308983985205|549755814962|1230
1288262828529|274877908019|1230
1271948609900|68719477812|1230
1324081719354|755914245173|1230
1351732073439|1099511628854|1230
1270259029997|68719477815|1230
1290287556883|343597384760|1230
1348042402588|1099511628857|1230
1275686552443|137438954554|1230
1322670643142|755914245179|1230
1298208722085|412316861500|1230
1310666273592|618475291709|1230
1263994787801|1086|1246
1266076816846|1087|1251
1267446740059|1088|1270
1262609328958|1089|1286
1279128031085|206158431298|1286
1278399498134|206158431299|1286
1297401946495|412316861508|1286
1267477464412|1093|1286
1284875780786|274877908038|1286
1277370723644|137438954567|1286
1343860063490|1030792152136|1286
1276575286919|137438954569|1286
1296936752105|412316861514|1286
1316833702368|687194768459|1286
1320082510684|687194768460|1286
1286229232747|274877908045|1286
1296768756405|412316861518|1286
1298230835272|412316861519|1286
1305571892909|549755814992|1286
1323771560053|755914245201|1286
1280460036928|206158431314|1286
1349525751057|1099511628883|1286
1292705454952|343597384788|1286
1303916105810|481036338262|1286
1267649012050|68719477848|1286
1262898003329|1113|1286
1277273383365|137438954586|1286
1265501476269|1115|1286
1347209439567|1099511628892|1286
1309567253134|549755815005|1286
1323760744043|755914245214|1286
1276125420873|137438954591|1286
1322348643356|755914245216|1286
1342408462139|1030792152161|1286
1308963814513|549755815010|1286
1298174550373|412316861539|1286
1336303104453|893353198692|1286
1263388968637|1125|1286
1267557186926|1126|1295
1299650365108|481036338279|1295
1351513539953|1099511628904|1295
1326798131961|824633721961|1295
1279735437544|206158431338|1295
1352708555441|1168231105643|1295
1350458070000|1099511628908|1295
1322340718132|755914245229|1295
1310924895225|618475291758|1295
1315888987802|687194768495|1295
1340858786520|962072675440|1295
1341026544853|962072675441|1295
1297112940211|412316861554|1295
1319317649479|687194768499|1295
1317016447966|687194768500|1295
1276608149490|137438954613|1295
1346325212074|1030792152182|1295
1300356962571|481036338295|1295
1335038568393|893353198712|1295
1341937884953|1030792152185|1295
1338171787349|962072675450|1295
1289463636262|343597384827|1295
