creationdate:LONG|:START_ID(Comment)|:END_ID(Comment)
1353509718680|1168231107484|1168231107482
1336154158990|893353200556|549755816872
1346037294130|1030792154032|549755816879
1320659450268|755914247089|549755816879
1333017762506|893353200579|755914247103
1333740510205|893353200580|755914247103
1333063838739|893353200586|549755816904
1353535431744|1168231107552|1168231107550
1353522511227|1168231107554|1168231107550
1353522846967|1168231107555|1168231107554
1351036148550|1099511630825|1099511630823
1351058428177|1099511630827|1099511630823
1351089725083|1099511630829|1099511630827
1351035129047|1099511630832|1099511630823
1351089833760|1099511630836|1099511630827
1351086952970|1099511630846|1099511630845
1351054725675|1099511630850|1099511630845
1351111206311|1099511630853|1099511630845
1351112487914|1099511630854|1099511630848
1351053219354|1099511630856|549755816956
1351109050134|1099511630857|1099511630851
1351120721936|1099511630860|1099511630857
1351082717794|1099511630861|274877910026
1351093106356|1099511630862|1099511630856
1351058118752|1099511630869|1030792154132
1346890292259|1030792154143|1030792154132
1305415621681|549755817000|549755816998
1337477359568|962072677421|549755816998
1305436393145|549755817010|549755817000
1337494782821|962072677427|549755817000
1351038930220|1099511630900|549755817000
1305406167999|549755817029|549755817021
1305394596372|549755817034|549755817021
1351033929254|1099511630925|549755817029
1339385961373|962072677734|962072677733
1339085042612|962072677735|962072677733
1339132982760|962072677736|962072677733
1339510198837|962072677741|755914247532
1324551127877|755914247535|755914247534
1353026428200|1168231107964|1168231107963
1353011806666|1168231107966|1168231107963
1292362123080|343597387137|343597387136
1292349603865|343597387138|343597387136
1316890572922|687194770819|343597387136
1317351355148|687194770821|343597387136
1339500609293|962072677767|962072677764
1298238300519|412316863881|343597387136
1292417110547|343597387168|343597387166
1298268157049|412316863908|412316863906
1335054381659|893353201075|893353201074
1344543068944|1030792154578|1030792154575
1342337086036|1030792154579|1030792154575
1344595007485|1030792154580|1030792154578
1302751017401|481036340700|343597387227
1315103398431|618475294179|549755817442
1335150239684|893353201139|893353201136
1335202752643|893353201140|893353201136
1335172922753|893353201142|893353201136
1344545957917|1030792154619|893353201139
1335127061802|893353201148|893353201136
1327231399500|824633724429|824633724419
1335163160690|893353201166|824633724429
1327232474584|824633724431|824633724429
1342341411238|1030792154646|1030792154645
1342335773160|1030792154647|1030792154645
1347852856627|1099511631387|1099511631386
1342338833455|1030792154653|1030792154645
1347837975439|1099511631390|1099511631388
1342405550980|1030792154656|1030792154646
1347918212916|1099511631394|1099511631386
1324089838528|755914247726|618475294248
1315161219986|618475294258|618475294248
1351064608878|1099511631416|962072677943
1338371130083|962072677949|962072677943
1318282109727|687194771008|412316864060
1351065611671|1099511631425|1099511631416
1318282336680|687194771010|687194771008
1338437398128|962072677957|962072677943
1350412007491|1099511631450|1099511631449
1350412957022|1099511631477|1099511631475
1350416434714|1099511631479|1099511631475
1350396471722|1099511631493|1099511631492
1350396560282|1099511631494|1099511631493
1323992031791|755914247829|755914247828
1332999161121|893353201306|755914247828
1339577688155|962072678074|962072678071
1341781188091|962072678076|962072678071
1339561072313|962072678077|962072678071
1348089757971|1099511631552|549755817663
1352813737017|1168231108290|1099511631552
1348083034463|1099511631555|549755817663
1348141974337|1099511631556|1099511631552
1348089981746|1099511631558|1099511631552
1318927013529|687194771154|687194771153
1338035542076|962072678099|687194771154
1318868900681|687194771157|687194771153
1341737202408|962072678102|687194771153
1318926328641|687194771159|687194771153
1318899626082|687194771160|687194771157
1345033892396|1030792154855|1030792154852
1345034038014|1030792154856|1030792154852
1345090506321|1030792154857|1030792154852
1345128749698|1030792154858|1030792154857
1352829127292|1168231108337|274877910764
1352886404849|1168231108338|1168231108337
1341731128706|962072678134|893353201397
1351131863154|1099511631607|893353201397
1335647234501|893353201400|893353201397
1332811699094|893353201402|893353201401
1335599602521|893353201403|893353201397
1348146298414|1099511631620|1099511631616
1353882237526|1168231108357|1099511631616
1348269990459|1099511631625|1099511631624
1348270107473|1099511631630|1099511631624
1350954688845|1099511631634|1099511631633
1350938981237|1099511631635|1099511631633
1350938223588|1099511631636|1099511631633
1350996412115|1099511631637|1099511631634
1350984295412|1099511631638|1099511631635
1350943554453|1099511631639|1099511631635
1345194809909|1030792154925|1030792154923
1345142053768|1030792154926|1030792154923
1345169382858|1030792154928|1030792154923
1341791137439|962072678201|962072678199
1341800169172|962072678202|962072678199
1353904266323|1168231108416|755914247999
1348093978145|1099511631682|755914247999
1353930706958|1168231108419|1099511631682
1337824686378|962072678219|962072678215
1338059847893|962072678221|962072678220
1318820304674|687194771280|549755817807
1306600773054|549755817810|549755817807
1306580265716|549755817811|549755817807
1318404241043|687194771284|549755817807
1320170398187|687194771285|549755817807
1337876471548|962072678230|687194771284
1334328252908|893353201500|687194771290
1338018971335|962072678237|687194771290
1318862300664|687194771294|687194771290
1353881488442|1168231108447|893353201500
1351192698354|1099511631716|1099511631715
1351700916381|1099511631717|1099511631715
1350931318257|1099511631728|1030792154990
1352947003777|1168231108471|1168231108470
1352886694880|1168231108472|1168231108470
1352945829583|1168231108474|1168231108470
1350999051896|1099511631743|1099511631741
1341735137079|962072678272|962072678268
1341782467511|962072678273|962072678268
1353888453112|1168231108482|962072678268
1350944125334|1099511631747|1099511631741
1352909721982|1168231108487|1168231108485
1318356732833|687194771336|687194771334
1338011217231|962072678282|962072678281
1351158721209|1099511631755|962072678282
1338011840902|962072678284|962072678281
1321714947823|755914248352|549755818143
1334750512978|893353201827|549755818143
1334740825868|893353201828|549755818143
1350119288747|1099511632037|893353201827
1341368661964|962072678566|549755818143
1352415759103|1099511632047|1099511632046
1352424300477|1168231108784|1099511632046
1352426555395|1168231108785|1168231108784
1352443625274|1168231108786|1168231108784
1352432111284|1168231108791|1099511632046
1352393587296|1099511632056|1099511632046
1309507644209|549755818172|549755818171
1334761024292|893353201858|549755818172
1321714772875|755914248387|549755818171
1352414276287|1099511632069|1099511632065
1350119171360|1099511632087|1099511632084
1349616203743|1099511632088|1099511632084
1349626876798|1099511632089|1099511632084
1352411435525|1099511632090|1099511632084
1349582760471|1099511632094|1099511632084
1352423653082|1168231108831|1099511632084
1352386954481|1099511632099|549755818210
1350172392330|1099511632100|549755818210
1349563434959|1099511632103|549755818210
1341334774757|962072678643|893353201906
1334763016939|893353201910|893353201906
1352393352232|1099511632121|893353201906
1352458821626|1168231108859|1099511632121
1352532313873|1168231108867|1168231108866
1352463813152|1168231108872|1168231108866
1336208835261|893353201932|893353201931
1349448261298|1099511632141|893353201932
1336169841591|893353201934|893353201931
1336171525406|893353201936|893353201934
1336191946681|893353201937|893353201931
1352707032478|1168231108882|893353201932
1336235289086|893353201939|893353201932
1336183874904|893353201941|893353201934
1336188633862|893353201943|893353201934
1303213909414|481036341530|481036341524
1349448261598|1099511632162|206158434593
1334970982348|893353201956|824633725219
1331227745090|893353201957|824633725219
1331751841820|893353201958|824633725219
1340084764822|962072678696|893353201957
1340082927526|962072678698|824633725219
1341264854151|962072678699|824633725219
1351296344289|1099511632176|1099511632175
1352343052704|1099511632177|618475295022
1352689555224|1168231108915|1099511632176
1351303582439|1099511632180|1099511632175
1351381094049|1099511632181|1099511632176
1336174371242|893353201976|618475295022
1351365543573|1099511632185|1099511632176
1351305511410|1099511632187|1099511632176
1351297364400|1099511632188|1099511632176
1354129283431|1168231108930|1168231108929
1354125347874|1168231108931|1168231108929
1354125206994|1168231108932|1168231108929
1320382374685|687194771783|687194771781
1354136793123|1168231108936|1168231108929
1347937887162|1099511632201|687194771781
1349463716811|1099511632203|687194771781
1352356599986|1099511632205|687194771781
1331215674645|893353202021|824633725284
1336022214563|893353202023|824633725284
1347930055149|1099511632233|824633725284
1340006349198|962072678762|893353202023
1340025592347|962072678764|824633725284
1340059405005|962072678766|962072678764
1336024468590|893353202031|893353202023
1341283731801|962072678770|962072678769
1354136068743|1168231108979|962072678769
1341264725413|962072678775|962072678769
1341282331558|962072678776|962072678775
1341354525003|962072678777|962072678776
1341284927380|962072678778|962072678769
1341307682828|962072678779|962072678769
1349453361718|1099511632253|962072678777
1341354608337|962072678782|962072678777
1341264661604|962072678783|962072678769
1352718040216|1168231109006|1168231109004
1352778012287|1168231109008|1168231109004
1351893062515|1099511632278|1099511632276
1351886547541|1099511632281|1099511632276
1351906080093|1099511632283|1099511632276
1354062797686|1168231109020|1099511632276
1351909204744|1099511632288|1099511632276
1354066878919|1168231109025|1168231109020
1352689452450|1168231109026|1099511632276
1352748121102|1168231109030|824633725348
1340029063932|962072678823|824633725348
1330976732635|824633725353|824633725348
1330957381714|824633725355|824633725348
1340062761700|962072678832|962072678829
1340081204490|962072678833|962072678829
1331764278349|893353202099|618475295150
1321640589771|755914248628|618475295150
1347964162342|1099511632312|274877911479
1354079041439|1168231109049|274877911479
1340007488259|962072678850|481036341696
1352691090384|1168231109063|481036341696
1354111986078|1168231109067|1168231109066
1327465166679|824633725690|755914248953
1327520255097|824633725691|755914248953
1351026479334|1099511632636|755914248953
1327472899339|824633725694|755914248953
1346180703942|1030792155915|1030792155913
1346202481780|1030792155916|1030792155913
1346236220017|1030792155917|1030792155916
1339702544804|962072679190|962072679189
1343227496900|1030792156269|1030792156268
1341967858945|1030792156272|1030792156268
1346306328805|1030792156273|1030792156271
1343230679872|1030792156275|1030792156274
1346190640410|1030792156277|1030792156274
1346255621678|1030792156278|1030792156271
1346307789113|1030792156279|1030792156273
1346326151684|1030792156280|1030792156273
1343759828337|1030792156281|1030792156268
1343242163504|1030792156282|1030792156274
1346295057554|1030792156283|1030792156271
1341967819186|1030792156284|1030792156268
1346320095819|1030792156285|1030792156271
1346188643624|1030792156287|1030792156275
1325103649959|755914249348|755914249345
1337965269903|962072679557|755914249348
1343773839359|1030792156294|962072679557
1343776470876|1030792156295|1030792156294
1346062308562|1030792156297|1030792156296
1341966668591|1030792156298|962072679557
1346063216209|1030792156299|1030792156297
1339575618665|962072679564|755914249348
1346207570187|1030792156302|1030792156296
1338018226523|962072679567|755914249345
1339592166410|962072679568|962072679557
1346039308311|1030792156305|1030792156294
1346065077517|1030792156307|1030792156296
1337963719717|962072679579|962072679575
1338013730953|962072679580|962072679575
1343217923954|1030792156317|962072679575
1343251767476|1030792156319|962072679575
1337989110483|962072679584|962072679575
1343264925865|1030792156321|1030792156319
1346198466996|1030792156324|962072679575
1337981758579|962072679590|962072679575
1343266434701|1030792156327|1030792156319
1346225128732|1030792156328|962072679575
1346006655959|1030792156329|962072679575
1346256438142|1030792156338|962072679599
1339579379836|962072679603|962072679599
1338799154154|962072679604|962072679599
1338815303950|962072679606|962072679604
1343780381654|1030792156343|962072679604
1343762187112|1030792156344|962072679599
1338847016670|962072679609|962072679604
1338772086792|962072679610|962072679599
1338759352557|962072679616|962072679615
1346050394931|1030792156355|962072679615
1338720543538|962072679620|962072679618
1338722562544|962072679621|962072679618
1346188510548|1030792156358|962072679618
1343231734213|1030792156359|962072679618
1338720880529|962072679624|962072679618
1343231905040|1030792156361|1030792156359
1339585236373|962072679626|962072679615
1346044841883|1030792156365|1030792156364
1346044466723|1030792156367|1030792156364
1346031751627|1030792156368|1030792156364
1346201440078|1030792156369|1030792156366
1346222301642|1030792156370|1030792156367
1346057362659|1030792156371|1030792156364
1346072222064|1030792156372|1030792156364
1346233360490|1030792156374|1030792156370
1346051362374|1030792156375|1030792156367
1346193479157|1030792156376|1030792156366
1346102418320|1030792156377|1030792156367
1343227377559|1030792156382|1030792156381
1343765321168|1030792156383|1030792156381
1343302329711|1030792156385|1030792156381
1343229834562|1030792156386|1030792156384
1343239684534|1030792156387|1030792156384
1343226816668|1030792156388|1030792156381
1343224801524|1030792156389|1030792156381
1343244270465|1030792156391|1030792156387
1343258945067|1030792156392|1030792156387
1343239766460|1030792156393|1030792156387
1346232392900|1030792156394|1030792156381
1343755361708|1030792156400|1030792156398
1343810193825|1030792156402|1030792156398
1343832612111|1030792156403|1030792156402
1343834096545|1030792156404|1030792156403
1343758858652|1030792156405|1030792156398
1346035184388|1030792156406|1030792156402
1343810432898|1030792156408|1030792156402
1343874720822|1030792156410|1030792156402
1339609609242|962072679678|962072679676
1343291139278|1030792156415|1030792156413
1346014198765|1030792156416|1030792156413
1341966599799|1030792156417|1030792156413
1343751057849|1030792156419|962072679676
1341987852720|1030792156420|1030792156413
1346035109705|1030792156421|1030792156416
1346031773412|1030792156422|1030792156416
1346064102872|1030792156423|1030792156421
1339579675381|962072679690|962072679676
1337950331216|962072679698|481036342545
1346021797966|1030792156435|481036342545
1346210367699|1030792156436|481036342545
1346008327413|1030792156438|481036342545
1346093438909|1030792156440|1030792156435
1341965458267|1030792156441|481036342545
1339617272087|962072679706|962072679698
1346039143907|1030792156446|1030792156444
1346078196616|1030792156447|1030792156444
1346047139586|1030792156449|1030792156444
1346078253872|1030792156450|1030792156447
1346079786462|1030792156451|1030792156446
1346099942860|1030792156452|1030792156447
1346183545090|1030792156453|1030792156447
1346097640541|1030792156454|1030792156447
1346183202950|1030792156456|1030792156446
1342020346723|1030792156457|962072679712
1343254430976|1030792156458|962072679712
1343263468052|1030792156463|618475296046
1343245349030|1030792156466|1030792156465
1343771915034|1030792156467|618475296046
1343267588857|1030792156468|1030792156463
1341965330709|1030792156469|1030792156465
1338006947068|962072679734|618475296046
1346220281526|1030792156471|618475296046
1343771299744|1030792156472|1030792156463
1346010881743|1030792156473|1030792156465
1309986370637|549755819742|549755819739
1348208308808|1099511633634|1030792156897
1344740369227|1030792156899|1030792156897
1344751988314|1030792156902|1030792156897
1327166580504|824633726699|824633726696
1344275459863|1030792156909|824633726699
1327168736476|824633726707|824633726699
1335787255923|893353203444|824633726699
1308149575067|549755819767|549755819766
1308152219525|549755819768|549755819766
1344733672688|1030792156921|549755819766
1344785179005|1030792156922|549755819766
1309971066110|549755819772|549755819766
1335386532432|893353203454|549755819768
1327165671366|824633726721|549755819772
1344523938478|1030792156930|549755819768
1354055514413|1168231110409|1168231110405
1354034217140|1168231110410|1168231110405
1354044180679|1168231110411|1168231110405
1347172326028|1099511633677|893353203468
1335844095167|893353203472|893353203468
1339565633944|962072680211|893353203474
1335445017681|893353203477|893353203474
1335447792862|893353203479|893353203477
1335464822207|893353203480|893353203477
1335795673934|893353203481|893353203477
1344256468992|1030792156954|824633726740
1344302954542|1030792156955|1030792156954
1344742645001|1030792156956|893353203474
1348215681650|1099511633694|893353203479
1354040335021|1168231110435|549755819809
1331700680279|893353203495|893353203493
1344205766654|1030792156970|549755819809
1339532541280|962072680235|893353203493
1354087886555|1168231110456|1099511633717
1347134858213|1099511633722|1099511633717
1344227281398|1030792156989|549755819836
1309915314813|549755819840|549755819836
1309888086540|549755819841|549755819836
1339564562644|962072680258|549755819836
1335356554786|893353203523|549755819836
1354098510033|1168231110471|1168231110468
1354101144071|1168231110472|1168231110468
1348204665913|1099511633743|755914250061
1354061121769|1168231110481|1168231110480
1348214056992|1099511633746|755914250061
1348225371893|1099511633748|1099511633746
1344561488670|1030792157014|755914250061
1354046180608|1168231110491|824633726808
1344751177231|1030792157024|1030792157023
1347124078785|1099511633762|1030792157023
1344785054851|1030792157027|1030792157023
1309940179171|549755819881|549755819880
1339546079482|962072680298|549755819880
1339525748124|962072680299|549755819880
1321870334118|755914250092|549755819880
1321875080961|755914250096|549755819880
1347161869718|1099511633778|755914250096
1344805195188|1030792157045|1030792157044
1344805368544|1030792157047|1030792157045
1344856152950|1030792157048|1030792157045
1344858775672|1030792157052|1030792157045
1344594787013|1030792157053|1030792157049
1344842728764|1030792157054|1030792157044
1348243727455|1099511633791|755914250106
1344788708857|1030792157056|1030792157049
1339559872954|962072680325|962072680322
1344521661448|1030792157062|962072680322
1354084888037|1168231110538|1168231110537
1339559950631|962072680331|962072680322
1354103493835|1168231110540|1168231110537
1321878550521|755914250129|549755819920
1308196013504|549755819923|549755819920
1308193356757|549755819925|549755819920
1308139792634|549755819926|549755819922
1321877721979|755914250135|549755819920
1344203682057|1030792157082|549755819920
1308139873976|549755819931|549755819922
1309887434277|549755819932|549755819920
1348204387861|1099511633828|893353203618
1348279546409|1099511633829|1099511633828
1348204304027|1099511633831|893353203618
1335824005550|893353203624|893353203618
1348231246704|1099511633834|1099511633828
1308186179371|549755819951|549755819950
1344210472210|1030792157104|549755819950
1344763218990|1030792157105|549755819951
1335380201666|893353203635|549755819951
1335382713018|893353203636|893353203635
1339601909469|962072680373|893353203635
1335824220313|893353203639|549755819950
1339602819158|962072680376|962072680373
1344262251527|1030792157119|755914250172
1344244890648|1030792157120|755914250172
1344313941737|1030792157121|1030792157120
1321915825623|755914250179|755914250172
1348227823067|1099511633860|1099511633858
1344331792600|1030792157125|1030792157121
1344328110869|1030792157126|1030792157121
1331735732248|893353203659|893353203656
1331762056692|893353203660|893353203659
1347155967839|1099511633869|893353203656
1344731932002|1030792157134|893353203660
1354032746459|1168231110607|893353203656
1335345236440|893353203665|893353203659
1347165875396|1099511633874|1099511633869
1347210907298|1099511633875|1099511633869
1335397113520|893353203668|893353203665
1345771117875|1030792157158|962072680421
1337536113051|962072680423|962072680421
1337519731250|962072680424|962072680421
1337606589479|962072680426|962072680421
1342995230246|1030792157163|962072680424
1337563991612|962072680429|274877913068
1328872572243|824633726958|274877913068
