creationdate:LONG|:START_ID(Post)|:END_ID(Tag)
1288473567153|274877908097|4845
1288473567153|274877908097|6996
1288473567153|274877908097|15338
1293648229824|343597384837|1933
1293648229824|343597384837|2093
1293648229824|343597384837|5077
1293648229824|343597384837|7068
1293648229824|343597384837|7519
1288482702153|274877908104|2055
1288482702153|274877908104|4845
1288482702153|274877908104|11410
1288482702153|274877908104|11530
1288522302153|274877908108|2062
1288522302153|274877908108|4845
1288522302153|274877908108|7033
1288522302153|274877908108|7890
1288522302153|274877908108|8866
1290297035701|343597384847|413
1290297035701|343597384847|2004
1290297035701|343597384847|5038
1290297035701|343597384847|5737
1290297035701|343597384847|6440
1290297035701|343597384847|10411
1290386540701|343597384850|413
1290386540701|343597384850|2806
1290386540701|343597384850|3024
1290386540701|343597384850|9156
1290386540701|343597384850|11118
1332353942799|893353198741|244
1332353942799|893353198741|1762
1332353942799|893353198741|2032
1332353942799|893353198741|6425
1332353942799|893353198741|9052
1332353942799|893353198741|10450
1332353942799|893353198741|15505
1332345842799|893353198744|244
1332345842799|893353198744|2798
1332345842799|893353198744|7910
1332345842799|893353198744|11251
1332345842799|893353198744|13187
1288514022153|274877908123|4845
1288514022153|274877908123|6234
1288514022153|274877908123|6259
1288514022153|274877908123|9061
1319281479382|687194768542|1944
1319281479382|687194768542|2834
1319281479382|687194768542|6419
1319281479382|687194768542|8579
1288388922153|274877908129|138
1288388922153|274877908129|587
1288388922153|274877908129|1171
1288388922153|274877908129|2807
1288388922153|274877908129|4845
1288388922153|274877908129|6400
1288388922153|274877908129|6624
1288388922153|274877908129|11618
1293700384824|343597384868|1933
1293700384824|343597384868|2896
1293700384824|343597384868|7443
1293700384824|343597384868|11598
1319298039382|687194768552|1944
1319298039382|687194768552|3029
1272124575687|68719477931|196
1272124575687|68719477931|794
1272124575687|68719477931|1682
1272124575687|68719477931|1689
1272124575687|68719477931|9175
1272124575687|68719477931|9257
1272124575687|68719477931|11546
1272124575687|68719477931|13272
1272180510687|68719477934|143
1272180510687|68719477934|292
1272180510687|68719477934|1689
1272180510687|68719477934|1760
1272180510687|68719477934|2848
1272180510687|68719477934|4849
1272180510687|68719477934|9144
1272180510687|68719477934|10214
1290339380701|343597384881|413
1290339380701|343597384881|5065
1290339380701|343597384881|7523
1290339380701|343597384881|8300
1319318649382|687194768564|1944
1319318649382|687194768564|2887
1319318649382|687194768564|2921
1319318649382|687194768564|11324
1319318649382|687194768564|11329
1288469562153|274877908152|2790
1288469562153|274877908152|4845
1288469562153|274877908152|5122
1319293269382|687194768572|1944
1319293269382|687194768572|5104
1319293269382|687194768572|11750
1293758254824|343597384895|1933
1293758254824|343597384895|5145
1293758254824|343597384895|6978
1293758254824|343597384895|7560
1293758254824|343597384895|11012
1290402605701|343597384899|413
1290402605701|343597384899|2097
1290402605701|343597384899|9322
1332346382799|893353198790|244
1332346382799|893353198790|3033
1332346382799|893353198790|9094
1332346382799|893353198790|9291
1332346382799|893353198790|11517
1293721894824|343597384905|1933
1293721894824|343597384905|6054
1293721894824|343597384905|6408
1293721894824|343597384905|8035
1293741424824|343597384908|441
1293741424824|343597384908|1933
1293741424824|343597384908|2852
1293741424824|343597384908|5594
1293741424824|343597384908|7971
1293741424824|343597384908|9237
1293741424824|343597384908|9280
1293741424824|343597384908|11687
1319336334382|687194768591|1944
1319336334382|687194768591|3111
1319336334382|687194768591|6375
1319336334382|687194768591|7575
1319336334382|687194768591|9061
1319336334382|687194768591|9335
1332341792799|893353198803|244
1332341792799|893353198803|1186
1332341792799|893353198803|8761
1332341792799|893353198803|9224
1288463892153|274877908182|2097
1288463892153|274877908182|4845
1288463892153|274877908182|9634
1288463892153|274877908182|15146
1319343894382|687194768601|1944
1319343894382|687194768601|2804
1319343894382|687194768601|14484
1290440405701|343597384924|413
1290440405701|343597384924|1671
1290440405701|343597384924|3022
1290440405701|343597384924|5102
1290440405701|343597384924|5811
1290383345701|343597384927|413
1290383345701|343597384927|2858
1290383345701|343597384927|3004
1290383345701|343597384927|12143
1319261004382|687194768610|1944
1319261004382|687194768610|5122
1319183469382|687194768613|1944
1319183469382|687194768613|8655
1290394865701|343597384936|413
1290394865701|343597384936|1673
1290394865701|343597384936|2787
1290394865701|343597384936|7019
1290394865701|343597384936|8271
1290394865701|343597384936|9057
1290394865701|343597384936|9190
1290394865701|343597384936|11639
1319272254382|687194768619|584
1319272254382|687194768619|1944
1319272254382|687194768619|9131
1319272254382|687194768619|11651
1319287374382|687194768622|1944
1319287374382|687194768622|2853
1319287374382|687194768622|9325
1293719464824|343597384945|1933
1293719464824|343597384945|1987
1293719464824|343597384945|2853
1293719464824|343597384945|5100
1293719464824|343597384945|5101
1293719464824|343597384945|9205
1272183075687|68719478004|1689
1272183075687|68719478004|6520
1272183075687|68719478004|11022
1290391580701|343597384951|413
1290391580701|343597384951|3012
1290391580701|343597384951|9319
1290391580701|343597384951|14251
1293711679824|343597384956|1933
1293711679824|343597384956|2090
1293711679824|343597384956|5060
1293711679824|343597384956|5140
1293711679824|343597384956|10082
1315826618805|687194769030|1200
1289199221861|343597385367|1200
1291298591557|343597385384|1032
1291298591557|343597385384|1937
1291298591557|343597385384|8829
1291298591557|343597385384|9343
1291298591557|343597385384|13936
1267101591030|1722|1934
1267101591030|1722|2020
1267101591030|1722|2056
1267101591030|1722|7692
1267101591030|1722|7899
1267101591030|1722|8266
1267101591030|1722|13181
1267109376030|1740|1178
1267109376030|1740|1934
1267109376030|1740|2029
1267109376030|1740|6370
1291236941557|343597385438|1937
1291236941557|343597385438|6563
1291236941557|343597385438|12442
1280553811862|206158432316|2
1335829564593|893353199680|2
1336163045760|893353199684|2
1281957854235|206158432328|2
1311173560335|618475292748|2
1280185230778|206158432336|2
1350183411554|1099511629908|2
1298937165217|412316862552|2
1304354985989|481036339292|2
1304354985989|481036339292|2057
1315065526435|618475292776|2
1303488022027|481036339308|2
1326541726122|824633722996|2
1279671868405|206158432376|2
1274263176329|137438955644|2
1348720667662|1099511629952|2
1340999814830|962072676484|2
1283649867325|274877909128|2
1284496812294|274877909132|1339
1285855711916|274877909144|1602
1285855711916|274877909144|2809
1285855711916|274877909144|6940
1285855711916|274877909144|7339
1313921991608|618475293546|193
1313921991608|618475293546|1410
1313921991608|618475293546|2879
1313921991608|618475293546|14846
1308131735095|549755816813|2423
1308131735095|549755816813|2787
1308131735095|549755816813|2891
1308131735095|549755816813|5090
1308131735095|549755816813|7019
1308087905095|549755816821|2423
1308087905095|549755816821|9046
1308087905095|549755816821|9176
1308087905095|549755816821|11552
1308137225095|549755816829|1669
1308137225095|549755816829|1677
1308137225095|549755816829|2423
1308137225095|549755816829|2823
1308137225095|549755816829|2998
1308137225095|549755816829|6371
1308137225095|549755816829|7146
1308137225095|549755816829|9770
1308173495095|549755816837|2423
1308173495095|549755816837|2951
1308173495095|549755816837|6385
1308173495095|549755816837|7019
1308173495095|549755816837|8199
1308173495095|549755816837|9304
1308099515095|549755816845|2012
1308099515095|549755816845|2423
1308099515095|549755816845|5593
1308099515095|549755816845|6157
1308099515095|549755816845|9078
1308099515095|549755816845|15279
1308116300095|549755816853|2423
1308136460095|549755816861|142
1308136460095|549755816861|2076
1308136460095|549755816861|2423
1308136460095|549755816861|2989
1308136460095|549755816861|5131
1308136460095|549755816861|7620
1308136460095|549755816861|12737
1308136460095|549755816861|13030
1308103520095|549755816869|2423
1308103520095|549755816869|2943
1308103520095|549755816869|5687
1308103520095|549755816869|6041
1308103520095|549755816869|6365
1308103520095|549755816869|6416
1308120305095|549755816877|2423
1308120305095|549755816877|5193
1308120305095|549755816877|8502
1308120305095|549755816877|9569
1308120305095|549755816877|10410
1308120305095|549755816877|10959
1308120305095|549755816877|11401
1308120305095|549755816877|12822
1308120305095|549755816877|13464
1308120305095|549755816877|13509
1308070355095|549755816885|1995
1308070355095|549755816885|2086
1308070355095|549755816885|2095
1308070355095|549755816885|2423
1308070355095|549755816885|6838
1308070355095|549755816885|13597
1308108200095|549755816893|2423
1308108200095|549755816893|3075
1308108200095|549755816893|6389
1308108200095|549755816893|11165
1308108200095|549755816893|12410
1308084980095|549755816901|1173
1308084980095|549755816901|2423
1308084980095|549755816901|5052
1308084980095|549755816901|6378
1308084980095|549755816901|9615
1308104375095|549755816909|2423
1308104375095|549755816909|2867
1308104375095|549755816909|7177
1308123545095|549755816917|2076
1308123545095|549755816917|2423
1308123545095|549755816917|2992
1308123545095|549755816917|5442
1308123545095|549755816917|7803
1308123545095|549755816917|7982
1308123545095|549755816917|12876
1308101225095|549755816925|2423
1308101225095|549755816925|5310
1308101225095|549755816925|11987
1308101225095|549755816925|12368
1329671396836|824633723877|1021
1277341321379|137438956538|1021
1346884653500|1030792154127|1021
1298565672180|412316863524|1021
1298565672180|412316863524|6878
1277878739618|137438956601|1021
1277878739618|137438956601|3055
1277878739618|137438956601|7330
1339041491633|962072677731|566
1339041491633|962072677731|776
1339041491633|962072677731|1995
1339041491633|962072677731|2056
1324469143074|755914247530|566
1324469143074|755914247530|591
1324469143074|755914247530|2078
1278738247150|206158433649|566
1353011438592|1168231107960|566
1353011438592|1168231107960|585
1353011438592|1168231107960|1021
1288420952753|274877910399|24
1288420952753|274877910399|2950
1288420952753|274877910399|6360
1288420952753|274877910399|6538
1288420952753|274877910399|7560
1275506753984|137438956940|1525
1275506753984|137438956940|11718
1275506753984|137438956940|11744
1288469237753|274877910425|24
1288469237753|274877910425|60
1288469237753|274877910425|1375
1288469237753|274877910425|1930
1288469237753|274877910425|2802
1288469237753|274877910425|7018
1288469237753|274877910425|7576
1288469237753|274877910425|9037
1288469237753|274877910425|12171
1285363150868|274877910438|1518
1334966623805|893353201070|1518
1334966623805|893353201070|2014
1266424906030|3518|1518
1351414329772|1099511631302|1518
1342276654299|1030792154574|1518
1273780907748|137438957014|1518
1309153735414|549755817438|1518
1334031965155|893353201126|1518
1282905812238|206158433774|244
1282905812238|206158433774|5090
1282905812238|206158433774|9301
1282905812238|206158433774|9353
1282905812238|206158433774|10578
1282903607238|206158433792|244
1282903607238|206158433792|449
1282903607238|206158433792|1032
1282903607238|206158433792|2835
1282903607238|206158433792|3022
1282903607238|206158433792|5153
1282903607238|206158433792|5273
1282903607238|206158433792|5885
1282903607238|206158433792|6495
1282903607238|206158433792|9179
1282903607238|206158433792|9354
1282903607238|206158433792|11609
1282896452238|206158433810|244
1282896452238|206158433810|5150
1282896452238|206158433810|8052
1291270151557|343597387300|448
1291270151557|343597387300|566
1291270151557|343597387300|1172
1291270151557|343597387300|1200
1291270151557|343597387300|1937
1291270151557|343597387300|2830
1291270151557|343597387300|5398
1291270151557|343597387300|9144
1291270151557|343597387300|9647
1292859830141|343597387318|193
1308040070095|549755817542|2423
1308040070095|549755817542|2948
1279844249970|206158433865|795
1279844249970|206158433865|2959
1279844249970|206158433865|4845
1279844249970|206158433865|5044
1279844249970|206158433865|5117
1279844249970|206158433865|6407
1279844249970|206158433865|7559
1267117476030|3660|1934
1267117476030|3660|2795
1267117476030|3660|2992
1267117476030|3660|9164
1267117476030|3660|9249
1267117476030|3660|11543
1308087275095|549755817552|2123
1308087275095|549755817552|2423
1308087275095|549755817552|2807
1308087275095|549755817552|6425
1308087275095|549755817552|6957
1308087275095|549755817552|7032
1308087275095|549755817552|9052
1323988116689|755914247764|280
1286914864772|274877910613|1162
1286914864772|274877910613|1769
1286914864772|274877910613|5224
1286914864772|274877910613|11362
1286914864772|274877910613|12190
1270997523130|68719480406|8
1270997523130|68719480406|1408
1267791447406|68719480412|8
1267791447406|68719480412|206
1283728519798|274877910626|8
1283728519798|274877910626|778
1339893702224|962072677993|8
1270595495151|68719480431|247
1270595495151|68719480431|5418
1270595495151|68719480431|9072
1270595495151|68719480431|12585
1300815144756|481036340856|1444
1300815144756|481036340856|2970
1300815144756|481036340856|7577
1300815144756|481036340856|9182
1300815144756|481036340856|9238
1300815144756|481036340856|9263
1300815144756|481036340856|9301
1300736304756|481036340865|1444
1300736304756|481036340865|6937
1300736304756|481036340865|7584
1290512981755|343597387402|1093
1290512981755|343597387402|5546
1290512981755|343597387402|5689
1290512981755|343597387402|7533
1290512981755|343597387402|9286
1290512981755|343597387402|11337
1290512981755|343597387402|11697
1300805019755|481036340883|1444
1300805019755|481036340883|2992
1300805019755|481036340883|9036
1300805019755|481036340883|11695
1297819601273|412316864156|2206
1297819601273|412316864156|5059
1297819601273|412316864156|6940
1297819601273|412316864156|7670
1289872539676|343597387436|1732
1339520406203|962072678069|1732
1307062006162|549755817662|1732
1328171673767|824633724615|1732
1296439415973|412316864208|1732
1350915235018|1099511631577|1732
1344459657499|1030792154850|1732
1283636938213|274877910763|1732
1332765647018|893353201396|1732
1276351503552|137438957309|1732
1348256307881|1099511631622|1732
1338708821029|962072678159|1732
1350167917597|1099511631649|1732
1345124441228|1030792154922|1732
1328076856770|824633724723|1732
1325140096913|755914247996|1732
1291290823700|343597387589|1858
1291290823700|343597387589|2826
1291290823700|343597387589|7337
1291289473700|343597387598|1858
1291289473700|343597387598|2964
1291305358700|343597387607|470
1291305358700|343597387607|543
1291305358700|343597387607|1858
1291305358700|343597387607|2055
1291305358700|343597387607|9158
1291305358700|343597387607|9318
1291305358700|343597387607|11365
1291297483700|343597387616|777
1291297483700|343597387616|1858
1291297483700|343597387616|6175
1291297483700|343597387616|9933
1291297483700|343597387616|13048
1291290598700|343597387625|1858
1291290598700|343597387625|2030
1291290598700|343597387625|2059
1291290598700|343597387625|10526
1291276738700|343597387634|144
1291276738700|343597387634|1858
1291276738700|343597387634|2788
1291276738700|343597387634|8656
1291276738700|343597387634|9079
1291276738700|343597387634|9175
1291276738700|343597387634|9284
1291205368700|343597387643|1190
1291205368700|343597387643|1858
1291205368700|343597387643|2093
1291205368700|343597387643|6759
1291205368700|343597387643|10035
1291300138700|343597387652|790
1291300138700|343597387652|1858
1291300138700|343597387652|2093
1291300138700|343597387652|2902
1291300138700|343597387652|4999
1291300138700|343597387652|5125
1291300138700|343597387652|8922
1294695850324|412316864667|1406
1322477263240|755914248348|1406
1267132101030|4253|1506
1267132101030|4253|1617
1267132101030|4253|1934
1267132101030|4253|2082
1267132101030|4253|2827
1267132101030|4253|3012
1267132101030|4253|6674
1267132101030|4253|9717
1267132101030|4253|14468
1267168866030|4267|1934
1267168866030|4267|9060
1267168866030|4267|9065
1267047816030|4281|1934
1267047816030|4281|5061
1267047816030|4281|5848
1267047816030|4281|9346
1267059561030|4295|1934
1267059561030|4295|1991
1267059561030|4295|2122
1267059561030|4295|5445
1267059561030|4295|7556
1267059561030|4295|7578
1267059561030|4295|13109
1267066401030|4306|1910
1267066401030|4306|1934
1267066401030|4306|1996
1267066401030|4306|7545
1267134216030|4320|1934
1267134216030|4320|8757
1309197700234|549755818222|443
1309197700234|549755818222|1759
1309197700234|549755818222|6414
1309197700234|549755818222|11699
1309197700234|549755818222|13047
1267130841030|4348|1021
1267130841030|4348|1934
1267130841030|4348|2977
1267130841030|4348|4995
1267130841030|4348|6116
1267130841030|4348|12092
1267130841030|4348|12416
1303138131242|481036341514|1533
1303138131242|481036341514|5063
1278760117970|206158434587|1533
1315122173146|618475295020|1533
1320362790640|687194771773|1533
1320362790640|687194771773|1985
1313319012436|618475295071|1533
1324525994343|755914248560|1533
1277797915145|137438957953|1533
1351881457132|1099511632274|1533
1351881457132|1099511632274|1985
1282869947238|206158434723|244
1282869947238|206158434723|9479
1282869947238|206158434723|11983
1282869947238|206158434723|12003
1282869947238|206158434723|12257
1267122246030|4524|1671
1267122246030|4524|1934
1267122246030|4524|3038
1267122246030|4524|7005
1267122246030|4524|9063
1267122246030|4524|9213
1267122246030|4524|10223
1286222085830|274877911477|1734
1286222085830|274877911477|5155
1286222085830|274877911477|6788
1267170531030|4543|1934
1267170531030|4543|1940
1267170531030|4543|2955
1267170531030|4543|5729
1267170531030|4543|6944
1267089441030|4552|1934
1267089441030|4552|2943
1267089441030|4552|5846
1267089441030|4552|6365
1267089441030|4552|8160
1304651460769|481036342008|1732
1334918518597|893353202433|2812
1334918518597|893353202433|2918
1334918518597|893353202433|3045
1334918518597|893353202433|4863
1334918518597|893353202433|6808
1334918518597|893353202433|7584
1334918518597|893353202433|8941
1334918518597|893353202433|10551
1334918518597|893353202433|11515
1291334186557|343597388548|1937
1291334186557|343597388548|2782
1274637685743|137438958344|571
1274637685743|137438958344|1409
1274637685743|137438958344|2097
1274637685743|137438958344|6999
1274637685743|137438958344|7410
1274637685743|137438958344|7603
1274637685743|137438958344|9115
1339675082838|962072679186|1748
1339675082838|962072679186|12614
1339675082838|962072679186|12831
1339675082838|962072679186|13815
1283950070247|274877911835|244
1341601054452|962072679198|244
1328625505753|824633725729|244
1294943697178|412316865316|244
1337676504930|962072679531|4
1337676504930|962072679531|595
1337676504930|962072679531|2021
1337676504930|962072679531|10367
1324946254741|755914249344|4
1324946254741|755914249344|293
1272063751470|68719482005|4
1272063751470|68719482005|196
1272063751470|68719482005|2882
1338732816946|962072679595|1526
1338732816946|962072679595|9223
1338717831946|962072679611|1526
1338717831946|962072679611|1993
1338717831946|962072679611|5066
1338717831946|962072679611|8873
1318946146595|687194772683|193
1318946146595|687194772683|5144
1318946146595|687194772683|10887
1285783576916|274877912283|1533
1285783576916|274877912283|1602
1285783576916|274877912283|7347
1265176962445|5355|783
1265176962445|5355|1499
1265176962445|5355|2861
1265176962445|5355|7579
1264873604802|5371|1617
1264873604802|5371|1744
1264873604802|5371|7020
1264873604802|5371|11250
1264873604802|5371|13655
1285850671916|274877912331|1602
1285850671916|274877912331|5168
1285850671916|274877912331|6950
1285850671916|274877912331|7376
1265152077445|5403|1499
1265152077445|5403|5108
1265152077445|5403|10936
1265152077445|5403|12188
1280087398654|206158435627|540
1280087398654|206158435627|561
1280087398654|206158435627|9162
1280087398654|206158435627|9249
1280087398654|206158435627|9426
1280087398654|206158435627|11339
1280087398654|206158435627|11733
1280087398654|206158435627|12807
1268185545830|68719482571|1940
1280250021775|206158436057|1940
1280250021775|206158436057|6409
1278112319820|137438959328|1940
1308035345095|549755819751|144
1308035345095|549755819751|2423
1308035345095|549755819751|2784
1308035345095|549755819751|2847
1308035345095|549755819751|5127
1308137990095|549755819765|2423
1308137990095|549755819765|5858
1308137990095|549755819765|9064
1308137990095|549755819765|9103
1308064640095|549755819779|774
1308064640095|549755819779|2423
1308064640095|549755819779|6400
1308064640095|549755819779|7073
1308064640095|549755819779|11610
1308064640095|549755819779|11945
1308064640095|549755819779|14373
1308118595095|549755819793|1188
1308118595095|549755819793|2423
1308118595095|549755819793|6196
1308118595095|549755819793|6374
1308118595095|549755819793|9346
1308118595095|549755819793|15830
1308112565095|549755819807|2423
1308112565095|549755819807|2835
1308112565095|549755819807|2922
1308112565095|549755819807|3101
1308112565095|549755819807|5152
1308112565095|549755819807|7440
1308112565095|549755819807|7516
1308112565095|549755819807|8858
1308112565095|549755819807|14210
1308119945095|549755819821|2423
1308119945095|549755819821|7521
1308119945095|549755819821|8177
1308119945095|549755819821|9043
1308119945095|549755819821|9236
1308119945095|549755819821|13301
1308131285095|549755819835|793
1308131285095|549755819835|2423
1308131285095|549755819835|7466
1308131285095|549755819835|11482
1308131285095|549755819835|12530
1308131285095|549755819835|13927
1308135020095|549755819849|2423
1308135020095|549755819849|6456
1308135020095|549755819849|13178
1308158690095|549755819863|2041
1308158690095|549755819863|2423
1308158690095|549755819863|10106
1308114905095|549755819877|2423
1308114905095|549755819877|5438
1308114905095|549755819877|9323
1308114905095|549755819877|10697
1308114905095|549755819877|12431
1308116480095|549755819891|2423
1308116480095|549755819891|6382
1308116480095|549755819891|7265
1308116480095|549755819891|7812
1308116480095|549755819891|14658
1308120260095|549755819905|592
1308120260095|549755819905|2423
1308120260095|549755819905|6905
1308120260095|549755819905|7103
1308120260095|549755819905|7181
1308136865095|549755819919|572
1308136865095|549755819919|2423
1308136865095|549755819919|2857
1308136865095|549755819919|5927
1308136865095|549755819919|9307
1308089210095|549755819933|2044
1308089210095|549755819933|2423
1308089210095|549755819933|6844
1308107615095|549755819947|1200
1308107615095|549755819947|2423
1308107615095|549755819947|5151
1308107615095|549755819947|9059
1308107615095|549755819947|9338
1308084980095|549755819961|2423
1308084980095|549755819961|2824
1308084980095|549755819961|2904
1308084980095|549755819961|6007
1308084980095|549755819961|7505
1308084980095|549755819961|8152
1308084980095|549755819961|9244
1308084980095|549755819961|13336
1308059960095|549755819975|2423
1308059960095|549755819975|2889
1308059960095|549755819975|2974
1308059960095|549755819975|5066
1308059960095|549755819975|6992
1308059960095|549755819975|9860
1308110855095|549755819989|2423
1308110855095|549755819989|2777
1308110855095|549755819989|5281
1308110855095|549755819989|6885
1285091325377|274877913059|6
1273720473655|137438959603|6
1271746084070|68719482883|6
1271746084070|68719482883|1670
1302819507977|481036343315|6
